STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
NY,QUEENS,40.74451997,-73.76609205,0.1,9.0,Miscellaneous,2452977.5,1613,2452977.5,1613
OK,Haskell,35.23920067,-95.44090281,12.0,13.0,Missing/Undefined,2450064.5,1830,2450064.5,1940
SC,15,33.33416667,-79.85166667,20.0,7.0,Arson,2451557.5,0715,2451557.5,1200
GA,Thomas              ,30.8301,-83.8362,6.25,5.0,Debris Burning,2450341.5,1200,2450341.5,1430
NM,San Juan,36.8197,-108.1181,0.1,1.0,Lightning,2452881.5,1010,2452881.5,1102
OK,McCurtain,33.9761007,-94.88600145,2.0,13.0,Missing/Undefined,2449079.5,1524,2449079.5,1615
MS,Panola,34.4757118,-90.08935722,70.0,7.0,Arson,2449416.5,1525,2449416.5,1745
MS,Smith,32.08693988,-89.44153805,2.0,5.0,Debris Burning,2451308.5,1304,2451308.5,1427
GA,Paulding            ,33.7958,-84.8572,0.05,7.0,Arson,2449303.5,1645,2449303.5,1745
OR,Baker,44.9732,-117.7544,1422.0,1.0,Lightning,2451766.5,1812,2451769.5,1800
GA,Lowndes             ,31.0356,-83.2373,0.26,3.0,Smoking,2449590.5,1310,2449590.5,1400
GA,Pulaski,32.3042,-83.53,0.92,5.0,Debris Burning,2451725.5,1430,2451725.5,1430
GA,Cherokee            ,34.2071,-84.4057,0.07,2.0,Equipment Use,2449033.5,1845,2449033.5,1910
MS,Stone,30.83602439,-89.19627125,1.0,7.0,Arson,2450947.5,1750,2450947.5,1832
MS,Marshall,34.79412757,-89.60715064,40.0,7.0,Arson,2449801.5,1418,2449801.5,1643
GA,McIntosh            ,31.6007,-81.3335,0.75,7.0,Arson,2449088.5,1930,2449088.5,2112
AZ,Pinal,33.211321,-111.53496337,80.0,7.0,Arson,2449107.5,1253,2449108.5,1000
MS,Lincoln,31.51616661,-90.53351546,2.0,5.0,Debris Burning,2449253.5,1624,2449253.5,1709
MS,Marshall,34.64026175,-89.48696061,25.0,7.0,Arson,2451535.5,1600,2451535.5,1900
PA,LACKAWANNA,41.56277778,-75.53166667,1.0,4.0,Campfire,2452364.5,1200,2452364.5,1200
WA,13,46.0025,-117.95222222,0.1,1.0,Lightning,2451392.5,2100,2451395.5,1500
AZ,Cochise,32.18412213,-110.02019848,5.0,4.0,Campfire,2449476.5,2254,2449476.5,2357
GA,Treutlen            ,32.4238,-82.4586,0.22,5.0,Debris Burning,2450352.5,1405,2450352.5,1440
GA,Burke               ,33.1607,-81.9698,2.38,5.0,Debris Burning,2449180.5,1400,2449180.5,1515
WI,Sauk,43.32744038,-89.72186731,3.8,5.0,Debris Burning,2449474.5,1810,2449474.5,1831
WV,McDowell,37.31335675,-81.66132389,31.0,7.0,Arson,2451501.5,1050,2451501.5,1050
MS,Jackson,30.41657224,-88.74680099,1.0,7.0,Arson,2449319.5,1220,2449319.5,1245
GA,159,33.28333333,-83.78333333,0.1,4.0,Campfire,2452322.5,0030,2452322.5,0200
GA,Appling,31.7381,-82.3171,10.56,1.0,Lightning,2451749.5,1422,2451749.5,1422
NY,COLUMBIA,42.45301391,-73.68527193,0.5,5.0,Debris Burning,2451628.5,0955,2451628.5,0955
GA,Crisp               ,31.8929,-83.915,0.84,5.0,Debris Burning,2450009.5,2110,2450009.5,2155
MI,085,43.84833333,-85.85,0.3,5.0,Debris Burning,2450600.5,1315,2450600.5,1345
UT,Washington,37.23615,-113.1541,0.1,1.0,Lightning,2452094.5,1724,2452097.5,1800
AZ,5,34.5425,-111.26305556,0.1,1.0,Lightning,2452128.5,1552,2452128.5,1830
GA,McDuffie,33.3665,-82.3581,0.38,5.0,Debris Burning,2451641.5,1359,2451641.5,1359
GA,Newton,33.5898,-83.7268,0.76,5.0,Debris Burning,2451979.5,1350,2451979.5,1350
NY,SUFFOLK,40.672293,-73.38799499,0.1,9.0,Miscellaneous,2452652.5,1757,2452652.5,1757
WV,Kanawha,38.33896887,-81.59516869,2.0,8.0,Children,2449459.5,1705,2449459.5,1705
GA,Clinch              ,30.9326,-82.7563,0.5,5.0,Debris Burning,2450154.5,1700,2450154.5,1725
WV,Lewis,38.91946937,-80.59508584,3.0,5.0,Debris Burning,2451268.5,1140,2451268.5,1140
GA,Dooly,32.0985,-83.7936,5.67,5.0,Debris Burning,2452309.5,1724,2452309.5,1724
MS,Pearl River,30.50906096,-89.70539803,15.0,7.0,Arson,2450130.5,1351,2450130.5,1542
GA,Treutlen,32.441,-82.641,2.1,5.0,Debris Burning,2452291.5,1422,2452291.5,1422
NY,SUFFOLK,40.90395199,-73.03117805,0.1,9.0,Miscellaneous,2451820.5,1744,2451820.5,1744
GA,Decatur             ,30.9503,-84.5338,0.91,5.0,Debris Burning,2449430.5,1710,2449430.5,1755
GA,Grady,30.8988,-84.1749,0.6,5.0,Debris Burning,2451592.5,1552,2451592.5,1552
WV,Upshur,39.02072367,-80.14632753,5.0,11.0,Powerline,2448744.5,1730,2448744.5,1730
GA,Tift,31.4471,-83.3943,2.03,5.0,Debris Burning,2452320.5,1437,2452320.5,1437
AZ,5,34.405,-111.01166667,0.1,4.0,Campfire,2451100.5,1620,2451100.5,1735
MS,Jackson,30.43034906,-88.45316549,3.0,7.0,Arson,2450120.5,1622,2450120.5,1715
MS,Lamar,31.25670963,-89.48244051,153.0,7.0,Arson,2448698.5,1043,2448698.5,1304
CA,Siskiyou,41.988781,-122.199369,0.4,2.0,Equipment Use,2452142.5,1326,2452142.5,1530
MS,Marion,31.05298223,-89.74530492,1.0,7.0,Arson,2450105.5,2020,2450105.5,2059
GA,Murray,34.8757,-84.7406,1.11,5.0,Debris Burning,2451824.5,1708,2451824.5,1708
NY,ONONDAGA,42.99861255,-76.1847942,0.5,9.0,Miscellaneous,2451801.5,1551,2451801.5,1551
MS,George,30.9676807,-88.66697907,1.0,7.0,Arson,2448729.5,1602,2448729.5,1640
CO,13,40.06777778,-105.40138889,0.1,4.0,Campfire,2451707.5,1100,2451707.5,1300
GA,Greene,33.6925,-83.3653,0.06,7.0,Arson,2452188.5,1804,2452188.5,1804
MS,Choctaw,33.19569252,-89.2208861,15.0,5.0,Debris Burning,2450900.5,1527,2450900.5,1730
MS,Forrest,31.39515528,-89.27081955,1.0,7.0,Arson,2451118.5,1328,2451118.5,1435
AL,Lowndes,32.159237,-86.715048,1.0,5.0,Debris Burning,2452665.5,1617,2452665.5,1812
MS,Choctaw,33.28795911,-89.34248449,2.0,7.0,Arson,2448636.5,1600,2448636.5,1700
GA,Clinch              ,30.6583,-82.5368,41.77,6.0,Railroad,2450200.5,1430,2450200.5,1720
NM,Chaves,32.46678,-103.71717,2.0,9.0,Miscellaneous,2451681.5,1530,2451681.5,1720
GA,Wilkinson,32.6469,-83.2103,0.66,5.0,Debris Burning,2451597.5,1726,2451597.5,1726
GA,Dooly               ,32.0299,-83.6728,2.05,5.0,Debris Burning,2449739.5,1145,2449739.5,1305
GA,Liberty             ,31.7893,-81.5527,0.08,7.0,Arson,2449047.5,1340,2449047.5,1555
GA,Lamar,33.0585,-84.1373,1.72,7.0,Arson,2451584.5,1440,2451584.5,1440
WV,Upshur,39.02520448,-80.15405988,0.1,3.0,Smoking,2448924.5,2130,2448924.5,2130
MS,Jasper,31.81945891,-89.17509439,1.0,7.0,Arson,2448683.5,1505,2448683.5,1600
MI,Crawford,44.5441615,-84.40085348,0.5,7.0,Arson,2449476.5,1315,2449476.5,1530
MS,Oktibbeha,33.41948152,-88.83839644,1.0,7.0,Arson,2450559.5,1300,2450559.5,1320
WI,Iron,46.14338161,-89.92655204,0.3,9.0,Miscellaneous,2449495.5,1230,2449495.5,1316
MS,Stone,30.8799416,-89.22141111,1.0,7.0,Arson,2449055.5,1635,2449055.5,1740
GA,Mitchell,31.1388,-84.1754,1.19,8.0,Children,2451579.5,1341,2451579.5,1341
GA,Bibb                ,32.7327,-83.7103,1.64,8.0,Children,2449428.5,1610,2449428.5,1705
NY,MONROE,43.14539165,-77.62038788,0.1,9.0,Miscellaneous,2452531.5,2155,2452532.5,2155
MS,Noxubee,32.94376681,-88.47580971,4.0,7.0,Arson,2451117.5,1808,2451117.5,1930
OK,McCurtain,33.99079868,-94.65940099,8.0,13.0,Missing/Undefined,2450128.5,2205,2450128.5,2310
GA,Lanier,30.9327,-83.0388,3.47,5.0,Debris Burning,2451561.5,1328,2451561.5,1328
MS,Jefferson Davis,31.43130903,-89.88004963,2.0,5.0,Debris Burning,2449089.5,1530,2449089.5,1600
OR,Harney,43.0232,-118.751,0.3,9.0,Miscellaneous,2452896.5,1450,2452896.5,1800
GA,Washington          ,32.9384,-83.5594,0.04,4.0,Campfire,2449941.5,1015,2449941.5,1106
ME,Somerset,46.56666561,-69.96666711,3.5,1.0,Lightning,2448788.5,1630,2448788.5,1830
MI,Menominee,45.34027156,-87.58425034,2.0,5.0,Debris Burning,2448721.5,1615,2448721.5,1730
CA,San Luis Obispo,35.1137,-120.337219,10.0,7.0,Arson,2452487.5,1039,2452487.5,2004
MI,123,44.16777778,-85.96666667,0.1,7.0,Arson,2452120.5,1500,2452120.5,1620
MS,Tishomingo,34.91642176,-88.34010042,25.0,7.0,Arson,2450165.5,1600,2450165.5,1920
GA,Bulloch             ,32.2693,-81.7507,0.57,2.0,Equipment Use,2449259.5,1330,2449259.5,1455
TN,139,35.18055556,-84.30972222,4.0,7.0,Arson,2452202.5,2300,2452203.5,0030
GA,Chattooga,34.516,-85.4853,0.65,5.0,Debris Burning,2452027.5,1100,2452027.5,1100
GA,Thomas              ,30.933,-83.9557,3.1,5.0,Debris Burning,2448710.5,2230,2448710.5,2333
AZ,Maricopa,33.75721087,-112.16741163,15.0,9.0,Miscellaneous,2448803.5,1653,2448804.5,0930
NM,San Juan,36.6497,-107.7351,5.0,7.0,Arson,2451765.5,1800,2451765.5,2000
GA,McDuffie,33.5037,-82.5223,0.08,5.0,Debris Burning,2452334.5,1545,2452334.5,1545
CA,57,39.3525,-120.15222222,0.2,9.0,Miscellaneous,2452090.5,1030,2452090.5,1130
MS,Jackson,30.51847045,-88.53701813,30.0,7.0,Arson,2450859.5,1345,2450859.5,1521
GA,Toombs              ,32.2352,-82.3573,2.03,5.0,Debris Burning,2450156.5,1225,2450156.5,1325
NY,ONEIDA,42.93928571,-75.46147607,0.1,8.0,Children,2452943.5,2247,2452943.5,2247
CA,Calaveras,38.1997,-120.713539,0.1,2.0,Equipment Use,2451333.5,1732,2451333.5,1745
GA,Johnson,32.6638,-82.5403,0.56,7.0,Arson,2452362.5,1619,2452362.5,1619
OK,Delaware,36.31359876,-94.99739853,4.0,13.0,Missing/Undefined,2450043.5,1830,2450043.5,1950
MS,Jefferson Davis,31.4842315,-89.71142913,12.0,5.0,Debris Burning,2450712.5,1312,2450712.5,1505
NY,ALBANY,42.68593327,-73.83561944,0.75,9.0,Miscellaneous,2452032.5,1943,2452032.5,1943
GA,Candler             ,32.4065,-82.0738,0.7,7.0,Arson,2450499.5,1530,2450499.5,1600
GA,Treutlen,32.46043215,-82.66939828,11.13,1.0,Lightning,2452480.5,1509,2452480.5,1509
GA,Camden              ,30.8809,-81.8198,0.13,1.0,Lightning,2449180.5,1945,2449180.5,2053
WV,Gilmer,38.8151547,-80.8916682,0.1,5.0,Debris Burning,2451965.5,1410,2451965.5,1410
ID,55,47.84555556,-116.58805556,0.1,1.0,Lightning,2452836.5,1434,2452837.5,1330
MS,153,31.53527778,-88.735,7.0,7.0,Arson,2451234.5,2005,2451234.5,2215
GA,Cherokee            ,34.207,-84.2817,0.99,5.0,Debris Burning,2450557.5,1730,2450557.5,1855
GA,Hart                ,34.3095,-82.9184,0.95,5.0,Debris Burning,2450388.5,1434,2450388.5,1511
MS,Jefferson Davis,31.65136378,-89.86572169,1.0,5.0,Debris Burning,2449037.5,1015,2449037.5,1055
WI,Oconto,45.31458644,-88.60863066,0.04,4.0,Campfire,2449536.5,1144,2449536.5,1205
MS,Harrison,30.59785997,-89.27125305,1.0,5.0,Debris Burning,2450708.5,1524,2450708.5,1720
ID,35,46.76166667,-114.89666667,1.0,1.0,Lightning,2452469.5,1050,2452470.5,1800
MS,111,31.07333333,-88.93166667,5.0,7.0,Arson,2450853.5,1600,2450853.5,1830
MS,Lincoln,31.47614573,-90.36864742,1.0,7.0,Arson,2450733.5,1241,2450733.5,1356
GA,Henry               ,33.47,-84.2602,0.25,5.0,Debris Burning,2449377.5,1345,2449377.5,1439
AL,Talladega,33.379119,-86.280795,30.0,7.0,Arson,2452667.5,1656,2452667.5,1930
CA,Riverside,33.663389,-117.093389,0.1,8.0,Children,2451755.5,1311,2451755.5,1335
WY,5,43.61361111,-105.08555556,60.0,1.0,Lightning,2452474.5,0030,2452475.5,1002
GA,Burke               ,33.195,-82.0106,4.58,5.0,Debris Burning,2449272.5,1500,2449272.5,1825
CO,Montezuma,37.4686,-108.7254,0.1,1.0,Lightning,2452841.5,1400,2452841.5,1730
GA,Union               ,34.9441,-84.1154,1.04,9.0,Miscellaneous,2449814.5,1616,2449814.5,1715
GA,Newton              ,33.5726,-83.7064,4.44,5.0,Debris Burning,2450531.5,1345,2450531.5,1517
GA,Crawford,32.75,-84.0355,0.09,8.0,Children,2452201.5,1500,2452201.5,1500
KY,Morgan,37.98836,-83.1288,20.0,5.0,Debris Burning,2452325.5,1400,2452325.5,1400
GA,Burke,33.0921,-81.8272,21.69,9.0,Miscellaneous,2451578.5,1545,2451578.5,1545
MS,Copiah,31.81663729,-90.5664997,1.0,9.0,Miscellaneous,2450473.5,0310,2450473.5,0403
WV,Harrison,39.1590082,-80.24998362,0.5,5.0,Debris Burning,2448674.5,1628,2448674.5,1628
GA,Murray              ,34.8757,-84.8031,4.7,5.0,Debris Burning,2449026.5,1500,2449026.5,1618
MS,Winston,33.04917024,-89.09917833,40.0,5.0,Debris Burning,2451500.5,1125,2451500.5,1502
GA,McIntosh            ,31.515,-81.3545,0.15,7.0,Arson,2450469.5,1400,2450469.5,1626
GA,Grady               ,31.036,-84.3348,1.8,5.0,Debris Burning,2448672.5,1915,2448672.5,2015
GA,Washington          ,32.9381,-82.7039,0.24,5.0,Debris Burning,2450586.5,1330,2450586.5,1620
MS,Madison,32.60932878,-90.02875797,4.0,3.0,Smoking,2450127.5,1700,2450127.5,1750
AZ,1,34.15833333,-109.53888889,1.0,1.0,Lightning,2452807.5,0730,2452807.5,1145
NV,Elko,40.1499,-115.1342,174.2,1.0,Lightning,2452460.5,1559,2452463.5,1130
GA,Peach               ,32.647,-83.7513,0.14,8.0,Children,2450080.5,1630,2450080.5,1653
MS,Wayne,31.54506216,-88.55538716,1.0,5.0,Debris Burning,2450787.5,1415,2450787.5,1455
MI,Charlevoix,45.18039846,-84.76538555,28.1,3.0,Smoking,2449492.5,1300,2449495.5,0900
GA,Cook                ,31.1557,-83.4761,0.02,1.0,Lightning,2449244.5,1930,2449245.5,1104
GA,Laurens             ,32.5782,-82.7835,0.76,5.0,Debris Burning,2449260.5,1400,2449260.5,1455
GA,Camden,30.7437,-81.5223,0.02,8.0,Children,2451914.5,1420,2451914.5,1420
GA,Bacon               ,31.481,-82.3574,0.2,5.0,Debris Burning,2448628.5,1225,2448628.5,1256
AZ,9,32.63666667,-109.74,0.1,1.0,Lightning,2452047.5,1900,2452047.5,2200
MS,Simpson,31.96230768,-89.67717498,6.0,5.0,Debris Burning,2449430.5,1113,2449430.5,1210
MI,123,43.73333333,-85.7,1.0,5.0,Debris Burning,2451670.5,1000,2451670.5,1100
WV,Greenbrier,38.07585929,-80.75566339,0.1,2.0,Equipment Use,2451626.5,1350,2451626.5,1350
GA,Burke,33.075,-81.7457,19.54,7.0,Arson,2452332.5,1425,2452332.5,1425
MS,Winston,33.12353322,-89.08454459,6.0,5.0,Debris Burning,2451279.5,1304,2451279.5,1427
UT,Tooele,40.833,-112.8305,0.1,1.0,Lightning,2451773.5,2300,2451774.5,2200
GA,Whitfield           ,34.7215,-84.9476,0.15,5.0,Debris Burning,2449811.5,1600,2449812.5,0010
GA,Laurens             ,32.6811,-82.8653,0.12,7.0,Arson,2449809.5,1638,2449809.5,1710
UT,55,38.51833333,-111.47333333,0.1,1.0,Lightning,2450668.5,1800,2450668.5,1930
NY,ONONDAGA,43.18844999,-76.27991873,0.1,9.0,Miscellaneous,2451747.5,2142,2451747.5,2142
MS,Alcorn,34.96820441,-88.46201184,10.0,9.0,Miscellaneous,2450105.5,1726,2450105.5,1846
GA,Burke               ,32.8694,-82.2354,5.98,7.0,Arson,2449420.5,1820,2449420.5,2045
AZ,Maricopa,33.55045038,-112.93757119,0.25,2.0,Equipment Use,2449299.5,0659,2449299.5,0830
MS,Perry,31.35919477,-89.00009483,1.0,9.0,Miscellaneous,2450908.5,1546,2450908.5,1651
ID,Elmore,43.00079,-115.18323,0.1,6.0,Railroad,2451444.5,1518,2451444.5,2034
WI,Clark,44.59448339,-90.80873148,0.02,9.0,Miscellaneous,2450227.5,1313,2450227.5,1322
GA,Sumter,32.0986,-84.0358,2.75,5.0,Debris Burning,2452369.5,1610,2452369.5,1610
MS,Tallahatchie,33.93787628,-90.0407884,1.0,9.0,Miscellaneous,2451419.5,1800,2451419.5,1855
ID,Jerome,42.60071,-114.40707,47.3,10.0,Fireworks,2451725.5,0032,2451725.5,1800
ME,Knox,44.08333198,-69.18333369,0.5,5.0,Debris Burning,2448702.5,0937,2448702.5,0946
CA,Mariposa,37.52805,-120.076561,3.0,11.0,Powerline,2451378.5,0110,2451378.5,0557
AZ,Mohave,35.52,-113.6911,0.1,1.0,Lightning,2452797.5,0900,2452797.5,1500
GA,Taylor              ,32.5957,-84.0762,0.57,7.0,Arson,2448633.5,1615,2448633.5,1715
GA,Echols,30.8128,-83.1342,0.02,5.0,Debris Burning,2452214.5,1045,2452214.5,1045
WV,Nicholas,38.33648655,-80.63211764,0.1,5.0,Debris Burning,2450785.5,1600,2450785.5,1600
AZ,5,35.0,-111.71333333,0.3,1.0,Lightning,2451349.5,1845,2451349.5,2300
AZ,Yavapai,34.1939,-112.4377,0.1,3.0,Smoking,2452412.5,0800,2452412.5,0930
GA,Columbia            ,33.4351,-82.3172,0.73,5.0,Debris Burning,2450268.5,1300,2450268.5,1610
GA,Baldwin             ,33.1611,-83.3177,1.2,5.0,Debris Burning,2449943.5,0400,2449943.5,1031
OR,59,45.115,-118.75333333,0.3,1.0,Lightning,2451026.5,1400,2451026.5,1559
GA,Dougherty           ,31.5673,-84.1159,0.02,6.0,Railroad,2450261.5,1725,2450261.5,1822
CO,007,37.36666667,-108.24166667,0.1,1.0,Lightning,2449214.5,1500,2449215.5,1600
OR,Josephine,42.6648,-123.7045,1.0,1.0,Lightning,2452468.5,1522,2452469.5,0900
GA,Tift                ,31.43,-83.5146,2.09,5.0,Debris Burning,2449821.5,1800,2449822.5,1910
OK,Sequoyah,35.53060175,-94.78839889,0.9,13.0,Missing/Undefined,2448913.5,1300,2448913.5,1500
GA,Effingham           ,32.3034,-81.2043,0.13,7.0,Arson,2450535.5,1310,2450535.5,1350
NY,MONROE,43.22356922,-77.49882345,0.1,9.0,Miscellaneous,2452562.5,1936,2452562.5,1936
MS,Carroll,33.43648586,-89.94897896,3.0,7.0,Arson,2448945.5,1315,2448945.5,1445
GA,Heard               ,33.2303,-85.1592,0.3,3.0,Smoking,2448684.5,1215,2448684.5,1255
GA,Lowndes             ,30.9156,-83.2382,0.79,7.0,Arson,2450078.5,1340,2450078.5,1410
MS,Greene,31.25042118,-88.72447409,3.0,7.0,Arson,2449429.5,1240,2449429.5,1320
OK,Pittsburg,35.16719837,-95.55090329,20.0,13.0,Missing/Undefined,2449314.5,1245,2449314.5,1800
NV,Lincoln,38.0539,-114.5611,0.3,1.0,Lightning,2451435.5,1717,2451435.5,1830
GA,Pierce,31.241,-82.3175,9.1,5.0,Debris Burning,2451938.5,1417,2451938.5,1417
GA,Jefferson           ,32.9037,-82.3983,1.22,7.0,Arson,2450516.5,1545,2450516.5,1825
MI,Menominee,45.16683678,-87.64315536,1.5,5.0,Debris Burning,2449821.5,1720,2449821.5,1815
MS,Pike,31.04241514,-90.47798699,2.0,7.0,Arson,2449376.5,1425,2449376.5,1535
GA,Richmond            ,33.3836,-82.0715,3.28,7.0,Arson,2449822.5,1840,2449822.5,2006
GA,213,34.81333333,-84.65472222,0.1,5.0,Debris Burning,2451420.5,1600,2451420.5,1830
GA,Pickens             ,34.5328,-84.531,1.43,1.0,Lightning,2449415.5,1454,2449415.5,1553
GA,Webster             ,31.9616,-84.5396,0.04,5.0,Debris Burning,2448767.5,1830,2448767.5,1915
MS,Lamar,31.05604972,-89.60458793,7.0,7.0,Arson,2449022.5,1630,2449022.5,1720
AZ,5,34.56333333,-110.90333333,0.1,1.0,Lightning,2451014.5,1830,2451015.5,1145
NY,NASSAU,40.65632815,-73.44323545,1.0,9.0,Miscellaneous,2451658.5,1630,2451658.5,1630
GA,Putnam              ,33.3154,-83.4212,2.8,3.0,Smoking,2449316.5,1130,2449316.5,1500
CO,85,38.1625,-108.195,0.1,1.0,Lightning,2452049.5,2000,2452049.5,2200
NY,KINGS,40.60928268,-73.95645252,0.1,9.0,Miscellaneous,2452597.5,1655,2452597.5,1655
MS,Harrison,30.57256955,-89.22068443,1.0,7.0,Arson,2451280.5,1645,2451280.5,1732
GA,Ware,31.1553,-82.2975,8.18,6.0,Railroad,2451692.5,1450,2451692.5,1450
GA,Murray              ,34.67,-84.8017,0.55,5.0,Debris Burning,2449180.5,1600,2449180.5,1641
GA,McIntosh,31.4807,-81.4552,1.05,5.0,Debris Burning,2451730.5,1259,2451730.5,1259
GA,McIntosh,31.4979,-81.3948,2.0,7.0,Arson,2451974.5,1645,2451974.5,1645
CA,San Diego,32.6017,-116.7678,0.1,13.0,Missing/Undefined,2451349.5,1600,2451349.5,1600
MS,Monroe,33.77594333,-88.301673,3.0,3.0,Smoking,2449773.5,1824,2449773.5,1911
MS,Leake,32.90950422,-89.59524822,1.0,7.0,Arson,2450265.5,1535,2450265.5,1700
MS,Choctaw,33.14373796,-89.28110589,1.0,5.0,Debris Burning,2450731.5,1805,2450731.5,1910
OK,McCurtain,34.48469875,-94.68859863,1.0,13.0,Missing/Undefined,2448670.5,1501,2448670.5,1600
UT,27,39.18416667,-112.28388889,0.1,1.0,Lightning,2451431.5,1450,2451431.5,1640
MS,George,30.86501422,-88.52018095,70.0,7.0,Arson,2450075.5,1355,2450075.5,1623
MI,CLARE,44.12717,-84.61697,0.5,6.0,Railroad,2452116.5,1700,2452116.5,1700
WV,Logan,37.83193676,-82.04314241,144.0,7.0,Arson,2448683.5,1430,2448683.5,1430
GA,Brantley,31.1723,-81.8979,0.75,5.0,Debris Burning,2452340.5,1521,2452340.5,1521
GA,Whitfield,34.6529,-84.9678,1.2,5.0,Debris Burning,2452357.5,1518,2452357.5,1518
NY,ALBANY,42.69287864,-73.84825448,0.1,9.0,Miscellaneous,2452462.5,0815,2452462.5,0815
NY,ROCKLAND,41.19314061,-74.0470462,1.75,8.0,Children,2451856.5,1920,2451856.5,1920
WV,Hampshire,39.34131622,-78.71347214,0.1,2.0,Equipment Use,2451133.5,1210,2451133.5,1210
MI,Kalkaska,44.66276408,-85.1448799,0.1,2.0,Equipment Use,2448764.5,1120,2448764.5,1145
AZ,11,33.605,-109.36333333,0.1,1.0,Lightning,2452083.5,1800,2452083.5,1930
MS,Hancock,30.51560917,-89.58859576,1.0,5.0,Debris Burning,2450010.5,1358,2450010.5,1438
GA,Stephens            ,34.5495,-83.1489,1.65,7.0,Arson,2450201.5,1530,2450201.5,1705
CA,Kern,35.213686,-119.600044,0.1,2.0,Equipment Use,2451352.5,1242,2451352.5,1242
NM,Grant,32.8026,-108.1181,33.5,1.0,Lightning,2452452.5,1640,2452463.5,1800
AZ,11,33.76333333,-109.20833333,0.1,1.0,Lightning,2451762.5,1500,2451763.5,1400
GA,Cherokee            ,34.3613,-84.3232,2.41,5.0,Debris Burning,2449801.5,1530,2449801.5,1650
GA,Jackson             ,34.1212,-83.7654,0.88,5.0,Debris Burning,2448695.5,1500,2448695.5,1635
NY,ERIE,42.77678306,-78.84622909,0.1,7.0,Arson,2452409.5,2101,2452409.5,2101
MS,Yalobusha,34.02914349,-89.71004966,20.0,7.0,Arson,2450051.5,1400,2450051.5,1700
WI,Chippewa,44.92439736,-91.30979092,0.2,3.0,Smoking,2450164.5,1726,2450164.5,1738
MS,Rankin,32.13944092,-89.91002175,1.0,7.0,Arson,2451214.5,1438,2451214.5,1530
MS,Lee,34.50682796,-88.65977632,20.0,5.0,Debris Burning,2449400.5,1105,2449400.5,1239
CA,Butte,39.880389,-121.664419,0.1,2.0,Equipment Use,2451337.5,0638,2451337.5,0650
GA,Miller,31.2075,-84.8952,0.11,3.0,Smoking,2451693.5,1630,2451693.5,1630
WV,Greenbrier,37.87641965,-80.40588903,1.0,5.0,Debris Burning,2450899.5,1350,2450899.5,1350
GA,Wayne,31.6523,-81.8552,2.2,6.0,Railroad,2452310.5,0615,2452310.5,0615
WI,Adams,43.94981354,-89.9200197,0.1,9.0,Miscellaneous,2449991.5,0930,2449991.5,0930
GA,Brooks,30.7443,-83.5179,1.55,5.0,Debris Burning,2451877.5,1410,2451877.5,1410
MS,Lowndes,33.66208371,-88.39466315,1.0,5.0,Debris Burning,2450440.5,1410,2450440.5,1445
ID,Cassia,42.4744,-113.1611,5.0,7.0,Arson,2452127.5,1820,2452127.5,2200
GA,Paulding,33.9501,-84.7967,0.26,5.0,Debris Burning,2452328.5,1406,2452328.5,1406
MT,61,47.1,-114.70055556,0.1,1.0,Lightning,2451761.5,1100,2451761.5,2200
NY,PUTNAM,41.49340954,-73.7291052,1.0,9.0,Miscellaneous,2452032.5,2305,2452032.5,2305
GA,Bacon,31.5839,-82.3573,4.24,7.0,Arson,2452172.5,1957,2452172.5,1957
GA,Bulloch,32.43891355,-81.84251674,0.1,5.0,Debris Burning,2452608.5,1616,2452608.5,1616
MI,105,44.14166667,-86.39166667,2.0,4.0,Campfire,2450338.5,1900,2450338.5,2030
GA,Richmond,33.3836,-82.1124,2.12,7.0,Arson,2452010.5,1755,2452010.5,1755
GA,Chatham,32.0978,-81.2472,3.75,8.0,Children,2452272.5,1515,2452272.5,1515
CA,Calaveras,38.025519,-120.622361,0.5,8.0,Children,2452897.5,1925,2452897.5,1940
PA,CLEARFIELD,41.0745,-78.56583333,0.002,9.0,Miscellaneous,2452936.5,1400,2452936.5,1400
GA,Atkinson            ,31.2926,-82.7776,0.2,5.0,Debris Burning,2450241.5,1515,2450241.5,1544
GA,Bulloch             ,32.5093,-81.6681,3.24,5.0,Debris Burning,2449430.5,1230,2449430.5,1410
GA,Washington          ,33.0239,-82.9693,0.88,2.0,Equipment Use,2448656.5,1545,2448656.5,1630
AZ,Mohave,35.05559,-113.87403,10.0,1.0,Lightning,2451757.5,1500,2451759.5,1800
AZ,Mohave,35.4803,-114.7075,0.3,1.0,Lightning,2452796.5,1545,2452796.5,2030
ID,35,46.76,-115.62,0.1,1.0,Lightning,2451057.5,1300,2451057.5,1600
MS,Jefferson,31.65175473,-91.22981463,1.0,7.0,Arson,2451498.5,1404,2451498.5,1518
ID,49,45.7625,-115.34083333,0.1,1.0,Lightning,2452468.5,2015,2452469.5,1300
MI,Alger,46.41280801,-86.6691077,0.2,9.0,Miscellaneous,2449474.5,1830,2449475.5,1230
GA,Bleckley,32.4412,-83.3468,0.7,7.0,Arson,2451841.5,1315,2451841.5,1315
GA,Walton              ,33.6927,-83.8496,0.47,5.0,Debris Burning,2450515.5,1130,2450515.5,1310
MS,Winston,33.26956377,-89.04191022,4.0,7.0,Arson,2451220.5,1322,2451220.5,1445
