OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,COMPLEX_INCNUM,IRWINID,FIRE_NUM,DECADES,SHAPE_Length,SHAPE_Area
42787,2018,CA,CCO,LAC,PICO,00221025,2018/07/23 00:00:00+00,2018/07/24 00:00:00+00,14,7,1,111.35357,,,,,,2010,6399.92933172952,663352.482249383
42788,2018,CA,CCO,LAC,WOOLSEY,00338981,2018/11/08 00:00:00+00,2018/11/20 00:00:00+00,11,7,1,89551.383,VNC INC# 00091023    18-0091023 VNC end date 1/4/2019,,,,,2010,657758.046565507,530077573.181573
42789,2019,CA,LRA,LDF,PALISADES 2,00000580,2019/10/21 00:00:00+00,2019/10/21 00:00:00+00,14,7,1,45.094875,,,,,,2010,2935.43326084543,266559.280029227
42790,2019,CA,LRA,LDF,GETTY,00001583,2019/10/28 00:00:00+00,2019/11/05 00:00:00+00,11,7,1,552.63318,"Event Stand Perims, branches blew into powerline",,,,,2010,21590.3489548437,3269037.86064957
42791,2019,CA,LRA,,OAK,,2019/10/28 00:00:00+00,2019/10/28 00:00:00+00,14,7,1,10.829712,IRWIN_ID = {2B5323E9-30FB-4ADC-8498-484BDB6D937F},,,,,2010,1654.93744797812,64149.7932354599
42792,2019,CA,CCO,LAC,MUREAU,,2019/10/30 00:00:00+00,2019/10/30 00:00:00+00,14,7,1,5.9003997,,,,,,2010,963.071018828234,34952.7368842745
42793,2019,CA,LRA,LDF,BARHAM,00000845,2019/11/09 00:00:00+00,2019/11/10 00:00:00+00,14,4,1,72.634293,LACFD 0845,,,,,2010,5393.34937929384,430190.942466003
42794,2020,CA,CCO,LAC,VISTA,00172557,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,14,4,1,16.153692,,,,,,2020,3240.06921411074,95632.8076567758
42795,2020,CA,CCO,VNC,KUEHNER 2,00053983,2020/07/07 00:00:00+00,2020/07/07 00:00:00+00,14,4,1,22.425032,,,,,,2020,2186.40052027186,133219.242759491
42796,2020,CA,CCO,VNC,COCHRAN,0055744,2020/07/12 00:00:00+00,2020/07/12 00:00:00+00,14,4,1,6.8602562,,,,,,2020,1269.32718396748,40761.7710437806
42797,2020,CA,CCO,LAC,PEAK,00238836,2020/08/11 00:00:00+00,2020/08/11 00:00:00+00,10,7,1,26.729713,,,,,,2020,1872.92443606597,158808.435387608
42798,2020,CA,CCO,LAC,ROCK POOL,00244876,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,14,7,1,92.716667,,,,,,2020,4264.61092839375,548603.219029568
42799,2020,CA,CCO,LAC,WAVE,00307499,2020/10/10 00:00:00+00,2020/10/10 00:00:00+00,14,4,1,5.2058587,,,,,,2020,1214.28639972654,30752.6839799185
42800,2021,CA,CDF,BDU,CALVERT,00000573,2021/03/01 00:00:00+00,2021/03/01 00:00:00+00,18,1,1,257.83228,"197ac w/in project,73 out of proj, INC_NUM needs 8",,,,,2020,10145.6694378656,1638694.43011995
42801,2021,CA,LRA,SKU,MEISS,00002480,2021/04/05 00:00:00+00,2021/04/05 00:00:00+00,5,1,1,21.863773,,,,,,2020,2282.70245243055,159533.55865062
42802,2021,CA,LRA,SKU,REFUGE,00002246,2021/03/27 00:00:00+00,2021/03/29 00:00:00+00,18,1,1,873.39172,,,,,,2020,12370.0851729224,6392786.80209811
42803,2021,CA,CDF,CZU,BONNY COMPLEX,00000468,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,9,7,1,20.307356,,BONNY COMPLEX,00000468,,,2020,2331.54648284773,129374.666576829
42804,2021,CA,CDF,CZU,FREEDOM,00000489,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,11,1,1,33.259224,,,,,,2020,4130.55440998934,211295.870598194
42805,2021,CA,CDF,CZU,PANTHER RIDGE,00000490,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,11,1,1,19.725822,,,,,,2020,2212.69514597106,126036.842764527
42806,2021,CA,CDF,CZU,CHINA,00000508,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,9,1,1,21.936876,,,,,,2020,2424.06993897226,140121.78797338
42807,2021,CA,CDF,CZU,BUTANO,00000512,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,1,7,1,169.86882,,,,,,2020,5329.48883138191,1086456.98816992
42808,2021,CA,CDF,CZU,BLOOM,00000517,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,9,1,1,8.6110754,,,,,,2020,1321.45404079025,54969.954136413
42809,2021,CA,CDF,BTU,GUNNISON,00005834,2021/05/08 00:00:00+00,2021/05/12 00:00:00+00,2,1,1,548.99371,,,,,,2020,10415.3817753177,3775210.88009992
42810,2021,CA,LRA,BDU,FARMINGTON,00007748,2021/06/09 00:00:00+00,2021/06/11 00:00:00+00,14,2,1,248.61754,,,,,,2020,9309.88025273752,1481024.22735473
42811,2021,CA,CDF,MEU,TURNOUT,00004952,2021/04/18 00:00:00+00,2021/04/25 00:00:00+00,18,1,1,191.65131,,,,,,2020,11247.1127669004,1287947.5949622
42812,2021,CA,CDF,MEU,KIRK,00007806,2021/06/21 00:00:00+00,2021/06/22 00:00:00+00,9,1,1,23.055414,,,,,,2020,2163.52317024439,155760.006270477
42813,2021,CA,CDF,MEU,TOMKI,00006427,2021/05/21 00:00:00+00,2021/05/24 00:00:00+00,14,1,1,18.172989,,,,,,2020,2539.8336880818,123207.031993577
42814,2021,CA,CDF,LMU,ROUND,00003037,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,14,1,1,1.6998132,,,,,,2020,611.30457008792,11905.7216927077
42815,2021,CA,CDF,LMU,1-4 BIZZ,00003403,2021/06/23 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,13.895167,,,,,,2020,1569.62766427364,97056.5236791377
42816,2021,CA,CDF,LMU,4-3 PUMA,00003442,2021/06/24 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,132.48657,,,,,,2020,6023.27570533782,958271.476999323
42817,2021,CA,CDF,SKU,BESWICK,00005176,2021/06/28 00:00:00+00,2021/07/03 00:00:00+00,14,1,1,118.00339,,,,,,2020,7735.89314747984,862439.533200272
42818,2021,CA,CDF,SKU,BROWNELL,00002683,2021/04/13 00:00:00+00,2021/04/13 00:00:00+00,5,1,1,4.1511855,,,,,,2020,1084.37911362191,30385.9818000019
42819,2021,CA,CDF,SKU,HOVEY,00003282,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,5,1,1,4.7671065,,,,,,2020,909.090361278243,34676.9976500484
42820,2021,CA,CDF,SKU,MARY,00002959,2021/04/22 00:00:00+00,2021/04/22 00:00:00+00,18,1,1,4.0595737,,,,,,2020,994.964289023491,29278.504050158
42821,2021,CA,CDF,SKU,MEAMBER,00004142,2021/05/30 00:00:00+00,2021/05/30 00:00:00+00,5,1,1,2.3006434,,,,,,2020,586.98360723836,16686.0041999753
42822,2021,CA,CDF,SKU,RANCH,00003333,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,5,1,1,1.6785529,,,,,,2020,594.355545335508,12076.0073001045
42823,2021,CA,CDF,SCU,STUHR,00004064,2021/06/05 00:00:00+00,2021/06/05 00:00:00+00,9,1,1,21.635662,,,,,,2020,1600.12990133228,138728.327338352
42824,2021,CA,CDF,SCU,PASEO,00004612,2021/06/25 00:00:00+00,2021/06/25 00:00:00+00,2,1,1,37.567581,,,,,,2020,3190.0512244466,239502.047199031
42825,2021,CA,CDF,SCU,DIABLO,00005106,2021/07/11 00:00:00+00,2021/07/11 00:00:00+00,14,2,1,127.65896,,,,,,2020,5690.56147149824,828774.729896115
42826,2021,CA,LRA,SCU,PIERCY,00004308,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,14,1,1,39.474987,,,,,,2020,2560.51203476803,252569.768603086
42827,2021,CA,CDF,SCU,KIRKER,00004875,2021/07/04 00:00:00+00,2021/07/04 00:00:00+00,10,1,1,83.551689,,,,,,2020,4400.70592723132,545069.579361876
42828,2021,CA,CDF,HUU,HARRIS,00006479,2021/07/06 00:00:00+00,2021/07/06 00:00:00+00,14,1,1,16.39773,,,,,,2020,1504.0781384675,113554.913606846
42829,2021,CA,USF,MDF,GULCH,00004685,2021/08/12 00:00:00+00,2021/08/13 00:00:00+00,1,1,,52.513081,,,,,,2020,2460.31659999491,377430.84268424
42830,2021,CA,CDF,BDU,ABERDEEN,00014481,2021/10/05 00:00:00+00,2021/10/08 00:00:00+00,14,1,1,45.552303,,,,,,2020,3357.53002905749,289918.098636049
42831,2021,CA,CDF,TGU,CANNON,00008356,2021/07/14 00:00:00+00,2021/07/14 00:00:00+00,7,1,1,43.341698,,,,,,2020,2611.59010908606,301282.188737843
42832,2021,CA,CDF,TGU,FORK,00008487,2021/07/17 00:00:00+00,2021/07/17 00:00:00+00,9,1,1,40.826359,REFRACTION,,,,,2020,3066.32921544234,281808.666217733
42833,2021,CA,CDF,SHU,HIDING,00008125,2021/08/01 00:00:00+00,2021/08/02 00:00:00+00,2,1,1,41.505764,,,,,,2020,3147.13163947765,290559.974149216
42834,2021,CA,CDF,SHU,CREEKSIDE,00007277,2021/07/12 00:00:00+00,2021/07/13 00:00:00+00,9,1,1,23.228254,,,,,,2020,2484.7853362389,162162.302319639
42835,2021,CA,CDF,SHU,MAXWELL,00011059,2021/10/05 00:00:00+00,2021/10/10 00:00:00+00,7,1,1,76.484642,,,,,,2020,4057.04197218816,538284.556200584
42836,2021,CA,CDF,SHU,COW,00006200,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2,3,1,761.11127, ,,,,,2020,12304.1919128263,5340044.00594995
42837,2021,CA,CDF,SHU,ROCK,00005984,2021/06/15 00:00:00+00,2021/06/19 00:00:00+00,2,1,1,107.16455, ,,,,,2020,4574.98440353208,753830.998900035
42838,2021,CA,CDF,SHU,FAWN,00010480,2021/09/22 00:00:00+00,2021/09/29 00:00:00+00,7,3,1,8576.4932,Auto-generated by EGP-IRWIN,,,,,2020,62296.7297385723,60482385.6438009
42839,2021,CA,CDF,NEU,BEALE,00014952,2021/06/13 00:00:00+00,2021/06/19 00:00:00+00,11,1,1,201.30299,,,,,,2020,7798.92422115634,1356606.35751099
42840,2021,CA,LRA,NEU,FIDDYMENT,00012790,2021/05/23 00:00:00+00,2021/05/23 00:00:00+00,14,5,1,55.115013,,,,,,2020,4411.86091615546,368047.936043262
42841,2021,CA,CDF,NEU,HUTTO,00013592,2021/05/31 00:00:00+00,2021/05/31 00:00:00+00,2,1,1,11.462569,,,,,,2020,1489.5628142431,77278.0654341699
42842,2021,CA,CDF,NEU,LOMA,00021071,2021/08/08 00:00:00+00,2021/08/10 00:00:00+00,2,1,1,12.103059,,,,,,2020,1553.26251106946,81916.9651858426
42843,2021,CA,CDF,NEU,SPENCEVILLE,00013577,2021/05/31 00:00:00+00,2021/06/04 00:00:00+00,14,5,1,21.819212,,,,,,2020,1658.17746268687,146961.214792866
42844,2021,CA,LRA,NEU,WISE,00124781,2021/05/19 00:00:00+00,2021/05/20 00:00:00+00,11,1,1,18.264101,,,,,,2020,1544.1133844338,122304.382647623
42845,2021,CA,CDF,NEU,GLEN,00021381,2021/08/11 00:00:00+00,2021/08/11 00:00:00+00,10,7,1,184.06563, ,,,,,2020,6300.9410448101,1249403.32019425
42846,2021,CA,CDF,NEU,RIVER,00020628,2021/08/04 00:00:00+00,2021/08/13 00:00:00+00,14,7,1,2618.7942, ,,,,,2020,30707.8141138647,17629432.4048695
42847,2021,CA,CDF,NEU,INTANKO,00014434,2021/06/08 00:00:00+00,2021/06/16 00:00:00+00,14,1,1,938.93988,,,,,,2020,16870.9325031946,6318144.012799
42848,2021,CA,CDF,NEU,FRENCHTOWN,00019068,2021/07/20 00:00:00+00,2021/07/22 00:00:00+00,10,1,1,54.106361,,,,,,2020,3358.42318524242,367060.683384822
42849,2021,CA,CDF,NEU,QUAIL,00011859,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,9,1,1,25.350592,,,,,,2020,2361.26221961719,171304.882825035
42850,2021,CA,CDF,NEU,SPRING,00014801,2021/06/12 00:00:00+00,2021/06/16 00:00:00+00,2,1,1,18.209747,,,,,,2020,1789.66076896327,123101.978539704
42851,2021,CA,LRA,NEU,WATT,00015817,2021/06/21 00:00:00+00,2021/06/23 00:00:00+00,14,1,1,39.573433,,,,,,2020,2825.32154609099,263568.028783935
42852,2021,CA,CDF,AEU,SALMON,00011707,2021/05/01 00:00:00+00,2021/05/01 00:00:00+00,14,1,1,31.737623,,,,,,2020,2540.16888748236,211634.490899517
42853,2021,CA,CDF,AEU,BELL,00013708,2021/05/20 00:00:00+00,2021/05/20 00:00:00+00,2,1,1,18.612055,,,,,,2020,1628.98584384899,123299.013649822
42854,2021,CA,CDF,AEU,GOOSE,00016510,2021/06/13 00:00:00+00,2021/06/13 00:00:00+00,2,1,1,65.680916,,,,,,2020,3444.84879245863,432205.470298968
42855,2021,CA,CDF,AEU,BLACKSTONE,00017502,2021/06/21 00:00:00+00,2021/06/21 00:00:00+00,9,1,1,34.858994,,,,,,2020,2143.97914215705,231589.996300682
42856,2021,CA,CDF,AEU,STEINS,00018047,2021/06/26 00:00:00+00,2021/06/26 00:00:00+00,9,1,1,13.732354,,,,,,2020,3142.99743847687,91276.9946996963
42857,2021,CA,CDF,AEU,LAWRENCE,00026385,2021/09/05 00:00:00+00,2021/09/05 00:00:00+00,14,1,1,45.942856,,,,,,2020,2553.26510581207,304279.487449819
42858,2021,CA,CDF,AEU,SETTLERS,00013605,2021/05/19 00:00:00+00,2021/05/19 00:00:00+00,2,1,1,45.351231,,,,,,2020,3378.57539756287,300596.444400111
42859,2021,CA,CDF,SHU,PINE,00006331,2021/06/23 00:00:00+00,2021/06/23 00:00:00+00,2,1,1,50.93539,,,,,,2020,3139.79178940638,356470.754723109
42860,2021,CA,CDF,SHU,HOUSE,00008225,2021/08/04 00:00:00+00,2021/08/09 00:00:00+00,3,1,1,59.117947,,,,,,2020,3304.57106936492,415496.151029358
42861,2021,CA,CDF,BDU,SOUTH,00012298,2021/08/25 00:00:00+00,2021/09/02 00:00:00+00,14,3,1,810.96948, ,,,,,2020,16562.1984727653,4808983.94264907
42862,2021,CA,CDF,BDU,ALABAMA,00008199,2021/06/18 00:00:00+00,2021/06/21 00:00:00+00,1,1,1,566.59271,3 fires that burned into 1.,,,,,2020,12433.6833166811,3566649.21173528
42863,2021,CA,LRA,MEU,HOPKINS,00011886,2021/09/12 00:00:00+00,2021/09/19 00:00:00+00,7,3,1,253.90642,,,,,,2020,7163.09027273403,1714855.89963252
42864,2021,CA,CCO,SBC,BALLARD,00006763,2021/06/08 00:00:00+00,2021/06/09 00:00:00+00,5,1,1,37.157303,,,,,,2020,4835.32681787754,222814.421531194
42865,2021,CA,CCO,SBC,ONE,00007344,2021/06/21 00:00:00+00,2021/06/22 00:00:00+00,5,1,1,37.053528,,,,,,2020,3102.80310347931,221572.772181663
42866,2021,CA,CCO,SBC,CABALLO,00010947,2021/09/06 00:00:00+00,2021/09/07 00:00:00+00,2,1,1,69.515327,,,,,,2020,7245.44082193801,416871.458112462
42867,2021,CA,CDF,LNU,SODA,00006134,2021/04/17 00:00:00+00,2021/04/17 00:00:00+00,5,1,1,1.2086605,,,,,,2020,389.780737510151,8055.44667316622
42868,2021,CA,CDF,LNU,CERRITO,00006212,2021/04/18 00:00:00+00,2021/04/18 00:00:00+00,9,1,1,1.0564555,,,,,,2020,391.354087458596,7094.74726891227
42869,2021,CA,CDF,LNU,MUNIZ,00006305,2021/04/20 00:00:00+00,2021/04/20 00:00:00+00,5,1,1,2.2278857,,,,,,2020,521.159267366658,14745.2204688063
42870,2021,CA,CDF,LNU,TULLEY,00006772,2021/04/28 00:00:00+00,2021/04/30 00:00:00+00,5,1,1,62.661484,,,,,,2020,2981.4759968897,416141.92320953
42871,2021,CA,CDF,LNU,WILSON,00006827,2021/04/29 00:00:00+00,2021/04/29 00:00:00+00,5,1,1,1.5523393,,,,,,2020,462.634048430491,10328.9818946032
42872,2021,CA,CDF,LNU,COUNTY,00007374,2021/05/08 00:00:00+00,2021/05/08 00:00:00+00,11,1,1,2.8543985,,,,,,2020,638.558290400238,19001.3504221652
42873,2021,CA,CDF,LNU,LOPEZ,00007390,2021/05/08 00:00:00+00,2021/05/11 00:00:00+00,2,1,1,55.250637,,,,,,2020,3198.162964173,361697.503279426
42874,2021,CA,CDF,LNU,MOODY,00007966,2021/05/16 00:00:00+00,2021/05/17 00:00:00+00,9,1,1,20.242249,,,,,,2020,1689.14647117225,134086.893318803
42875,2021,CA,CDF,LNU,WEST,00008516,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,10,1,1,2.5883801,,,,,,2020,540.475070484937,17132.0833375773
42876,2021,CA,CDF,LNU,GROVE,00008530,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,14,1,1,8.7654066,,,,,,2020,1159.54858140673,57675.9884212292
42877,2021,CA,CDF,LNU,ACACIA,00008736,2021/05/29 00:00:00+00,2021/05/29 00:00:00+00,2,1,1,6.0820489,,,,,,2020,1055.99491629512,40184.5892970055
42878,2021,CA,CDF,LNU,DREAM,00011470,2021/06/23 00:00:00+00,2021/06/23 00:00:00+00,7,1,1,4.7697477,,,,,,2020,769.152461693201,31392.3661771629
42879,2021,CA,CDF,LNU,GRANGE,00011470,2021/07/07 00:00:00+00,2021/07/07 00:00:00+00,2,1,1,6.6121058,,,,,,2020,1151.74732724435,43608.4524156227
42880,2021,CA,CDF,LNU,GIBSON,00013170,2021/07/20 00:00:00+00,2021/07/22 00:00:00+00,7,1,1,29.983725,,,,,,2020,2232.54540755351,197580.672867388
42881,2021,CA,CDF,LNU,EASTSIDE,00013464,2021/08/03 00:00:00+00,2021/08/04 00:00:00+00,2,1,1,10.858489,,,,,,2020,1196.39581891299,72149.0664632336
42882,2021,CA,CDF,LNU,PLYE,00013792,2021/08/07 00:00:00+00,2021/08/07 00:00:00+00,7,1,1,6.2912698,,,,,,2020,926.671253389571,42376.3046331179
42883,2021,CA,CDF,LNU,NEWELL,00018453,2021/10/11 00:00:00+00,2021/10/11 00:00:00+00,10,1,1,137.13344,,,,,,2020,5250.50164105218,899414.302077635
42884,2021,CA,CDF,LNU,DIMOND,00013180,2021/07/30 00:00:00+00,2021/07/30 00:00:00+00,7,1,1,4.771153,,,,,,2020,1058.48602867033,31877.6863008093
42885,2021,CA,CDF,LNU,STUBBS,00013415,2021/08/02 00:00:00+00,2021/08/02 00:00:00+00,7,1,1,1.3778498,,,,,,2020,417.925631688693,9251.76189206917
42886,2021,CA,CDF,LNU,SCOTTS,00006769,2021/04/28 00:00:00+00,2021/04/28 00:00:00+00,9,1,1,8.720953,,,,,,2020,1454.22631790989,58736.3817058401
42887,2021,CA,CDF,LNU,OLD,00001062,2021/01/18 00:00:00+00,2021/01/18 00:00:00+00,11,1,1,3.8734975,,,,,,2020,756.577794001759,25848.5282348033
42888,2021,CA,CDF,LNU,SPRING,00001124,2021/01/19 00:00:00+00,2021/01/19 00:00:00+00,5,1,1,1.0176286,,,,,,2020,334.090964204879,6736.80327875418
42889,2021,CA,CDF,LNU,GREEN,00007410,2021/05/08 00:00:00+00,2021/05/08 00:00:00+00,5,1,1,8.6558437,,,,,,2020,1538.64494774089,58145.9131374442
42890,2021,CA,CDF,LNU,CREEK WEST,00009514,2021/06/09 00:00:00+00,2021/06/10 00:00:00+00,7,1,1,18.521908,,,,,,2020,1364.23527499639,123894.084519661
42891,2021,CA,CDF,LNU,SKY,00006823,2021/04/29 00:00:00+00,2021/04/29 00:00:00+00,5,1,1,58.346546,,,,,,2020,2873.10910290913,390167.80964699
42892,2021,CA,CDF,LNU,MUSTANG,00009778,2021/06/13 00:00:00+00,2021/06/13 00:00:00+00,7,1,1,7.7337265,,,,,,2020,880.133007591212,51569.2665079473
42893,2021,CA,CDF,LNU,OAK,00009827,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,2,1,1,2.8424911,,,,,,2020,555.329177277388,18991.3655071876
42894,2021,CA,CDF,LNU,LEESVILLE,00011226,2021/07/03 00:00:00+00,2021/07/03 00:00:00+00,8,1,1,5.5589447,,,,,,2020,787.935722957493,37438.7036331477
42895,2021,CA,CDF,LNU,SPRING,00011569,2021/07/09 00:00:00+00,2021/07/09 00:00:00+00,9,1,1,1.9097496,,,,,,2020,467.641158883041,12644.3285124927
42896,2021,CA,CDF,LNU,COLEMAN,00012270,2021/07/18 00:00:00+00,2021/07/18 00:00:00+00,7,1,1,2.7148468,,,,,,2020,595.998096270343,17912.991489826
42897,2021,CA,CDF,LNU,CREEK,00013307,2021/08/01 00:00:00+00,2021/08/01 00:00:00+00,7,1,1,3.6955643,,,,,,2020,937.817601900293,24640.6781142294
42898,2021,CA,CDF,LNU,MIDDLE,00014198,2021/08/13 00:00:00+00,2021/08/13 00:00:00+00,11,1,1,25.11647,,,,,,2020,1627.57632004558,165056.834024524
42899,2021,CA,CDF,LNU,I-80 LYNCH,00014456,2021/08/17 00:00:00+00,2021/08/17 00:00:00+00,10,1,1,1.0884795,,,,,,2020,528.153326474255,7141.33036080506
42900,2021,CA,CDF,LNU,CLOVER,00015177,2021/08/26 00:00:00+00,2021/08/26 00:00:00+00,14,1,1,6.7631073,,,,,,2020,818.171835047927,45186.4227286473
42901,2021,CA,NPS,MNP,CASTLE,00004963,2021/03/19 00:00:00+00,2021/03/21 00:00:00+00,4,7,1,5.1360264,,,,,,2020,1465.36935441859,31292.4094762259
42902,2021,CA,CDF,LNU,CREEK,00015397,2021/08/29 00:00:00+00,2021/08/29 00:00:00+00,7,1,1,1.2844987,,,,,,2020,362.969167001321,8543.51931132893
42903,2021,CA,CDF,LNU,MOUNTAIN,00014876,2021/08/22 00:00:00+00,2021/08/22 00:00:00+00,7,1,1,1.0393443,,,,,,2020,466.035335049479,6912.84250804506
42904,2021,CA,LRA,LNU,KIWI,00009470,2021/06/07 00:00:00+00,2021/06/07 00:00:00+00,2,1,1,1.7588596,,,,,,2020,489.909988820809,11575.7348089482
42905,2021,CA,CDF,TCU,CAMPO,00005400,2021/04/29 00:00:00+00,2021/05/04 00:00:00+00,5,1,1,159.97783,Escaped debris pile,,,,,2020,7467.23554404779,1050184.48780006
42906,2021,CA,CDF,TCU,MILE,00006637,2021/05/27 00:00:00+00,2021/05/28 00:00:00+00,7,1,1,507.85242,,,,,,2020,10016.0029514291,3304328.94804863
42907,2021,CA,CDF,TCU,LINE,00004017,2021/03/28 00:00:00+00,2021/03/28 00:00:00+00,5,1,1,21.610332,,,,,,2020,1938.25384861516,140340.48224979
42908,2021,CA,CDF,TCU,AIROLA,00011033,2021/08/25 00:00:00+00,2021/08/26 00:00:00+00,14,1,1,644.33856,Cause Undetermined,,,,,2020,12402.3720562302,4213097.03985037
42909,2021,CA,CDF,TCU,WASHINGTON,00011085,2021/08/26 00:00:00+00,2021/08/31 00:00:00+00,14,1,1,135.7753,"Fire was on SRA and LRA, Cause Undtermined",,,,,2020,5669.03023333255,885531.511050297
42910,2021,CA,CDF,SHU,LITTLE,00006860,2021/07/03 00:00:00+00,2021/07/04 00:00:00+00,9,6,1,15.330967,started from shooting,,,,,2020,1828.98430057905,107866.761510283
42911,2021,CA,CDF,SHU,WOODMAN,00003083,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,5,1,1,24.852085,Escaped debris burn,,,,,2020,2716.04835943698,175050.347075224
42912,2021,CA,NPS,MNP,HART,00012953,2021/08/31 00:00:00+00,2021/09/04 00:00:00+00,1,1,1,6.53971,,,,,,2020,1483.51330510604,39732.1565042182
42913,2021,CA,NPS,YNP,COLD,00000113,2021/08/13 00:00:00+00,2021/10/03 00:00:00+00,1,1,2,6.5765562,,,,,,2020,3256.49704347236,42874.7575514482
42914,2021,CA,NPS,YNP,FORK,00000049,2021/07/01 00:00:00+00,2021/07/12 00:00:00+00,1,1,1,8.5574608,,,,,,2020,1718.09850268221,55406.849074905
42915,2021,CA,NPS,YNP,KING,00000042,2021/06/29 00:00:00+00,2021/07/06 00:00:00+00,1,2,1,11.13475,,,,,,2020,1011.51551294722,72126.5860055967
42916,2021,CA,NPS,YNP,PORCUPINE,00000057,2021/07/02 00:00:00+00,2021/08/04 00:00:00+00,1,1,1,11.197562,,,,,,2020,1902.72272281316,72742.0441131303
42917,2021,CA,NPS,KNP,SENTINEL,00000077,2021/07/29 00:00:00+00,2021/10/25 00:00:00+00,1,2,1,12.489501,,,,,,2020,1434.66902525067,78887.5718115304
42918,2021,CA,NPS,YNP,HOOVER,00000075,2021/07/19 00:00:00+00,2021/07/24 00:00:00+00,1,1,1,58.592686,,,,,,2020,5137.09532478902,378834.641514629
42919,2021,CA,NPS,KNP,LOST,00000053,2021/07/10 00:00:00+00,2021/07/18 00:00:00+00,1,1,1,100.78245,,,,,,2020,7246.82169105313,639338.976731669
42920,2021,CA,NPS,YNP,COUNTY LINE,00000047,2021/07/01 00:00:00+00,2021/08/15 00:00:00+00,1,7,2,224.92654,,,,,,2020,6674.04139330863,1462300.11905643
42921,2021,CA,LRA,,SMITH,00006832,2021/06/11 00:00:00+00,2021/06/11 00:00:00+00,2,1,1,9.4468956,Tehama County Fire Department,,,,,2020,1322.69947946153,65249.2451950205
42923,2021,CA,CDF,TGU,GRAHAM,00006156,2021/05/27 00:00:00+00,2021/05/27 00:00:00+00,2,1,1,14.357261,,,,,,2020,1803.09116915186,100359.423657033
42924,2021,CA,NPS,MNP,POND,00012915,2021/08/30 00:00:00+00,2021/09/04 00:00:00+00,1,1,1,490.73517,,,,,,2020,8340.7267043659,2985202.82513762
42925,2021,CA,NPS,YNP,LUKENS,00000052,2021/07/01 00:00:00+00,2021/08/19 00:00:00+00,1,7,2,918.17188,,,,,,2020,25798.6922711373,5970996.61893456
42926,2021,CA,NPS,YNP,TILTILL,00000095,2021/07/31 00:00:00+00,2021/08/15 00:00:00+00,1,7,2,2348.5303,,,,,,2020,29291.627133074,15328712.3713997
42927,2021,CA,NPS,MNP,MOJAVE,00009642,2021/06/17 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,2490.4976,,,,,,2020,34761.8517719457,15188693.2893533
42928,2021,CA,NPS,KNP,KNP Complex,00000122,2021/09/10 00:00:00+00,2021/12/16 00:00:00+00,1,7,1,88257.125,Includes Paradise (INC #00000116) and Colony (INC #00000118),,,,,2020,490677.282285277,554850423.161891
42929,2021,CA,CDF,MVU,OVERLAND,00011189,2021/06/19 00:00:00+00,2021/06/24 00:00:00+00,4,7,1,559.14551,GIS Acres 556,,,,,2020,9142.84899144016,3216346.60300498
42930,2021,CA,CDF,MVU,SOUTHERN,00007992,2021/05/02 00:00:00+00,2022/05/06 00:00:00+00,2,7,1,5365.9019,Power tools,,,,,2020,55683.4880261371,30944913.7874621
42931,2021,CA,CDF,MVU,BORDER,00000734,2021/01/10 00:00:00+00,2021/01/21 00:00:00+00,9,7,1,1.8504517,,,,,,2020,504.822650768738,10579.1035332799
42932,2021,CA,CDF,MVU,BORDER 2,00000960,2021/01/13 00:00:00+00,2021/01/21 00:00:00+00,5,7,1,18.644279,,,,,,2020,1924.43632122754,106607.19479659
42933,2021,CA,CDF,MVU,BORDER 9,00009705,2021/05/28 00:00:00+00,2021/05/31 00:00:00+00,9,6,1,15.369154,,,,,,2020,1571.35698505607,87824.9170019049
42934,2021,CA,DOD,MCP,SIERRA,00001478,2021/06/09 00:00:00+00,2021/06/11 00:00:00+00,14,7,1,968.2691,Fire is located on Camp Pendleton Military Base.,,,,,2020,17180.7201765225,5627170.54458394
