STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
CA,RIVERSIDE,33.963533,-116.4951,0.1,13.0,Missing/Undefined,2456483.5,1550,2456483.5,1557
GA,Ware,31.06366111,-82.18549167,0.01,1.0,Lightning,2456546.5,1504,2456546.5,1601
NY,Wyoming,42.7192,-77.9998,0.1,4.0,Campfire,2457270.5,2147,2457270.5,2227
TX,Kerr,30.03316667,-99.03316667,23.0,1.0,Lightning,2455832.5,1300,2455832.5,2000
NY,BRONX,40.83647004,-73.89776,0.1,9.0,Miscellaneous,2454696.5,1657,2454696.5,1657
AL,Cleburne,33.662475,-85.577846,3.0,5.0,Debris Burning,2454392.5,1600,2454392.5,1849
NY,ONEIDA,43.09902298,-75.23424895,0.1,9.0,Miscellaneous,2453510.5,1140,2453510.5,1140
NY,BROOME,42.02464697,-75.79138197,1.75,7.0,Arson,2454921.5,1633,2454921.5,1633
NV,Lincoln,38.2339,-114.9297,0.1,1.0,Lightning,2453582.5,1800,2453583.5,1800
NY,SUFFOLK,40.8632106,-72.78842748,0.1,9.0,Miscellaneous,2453679.5,1419,2453679.5,1419
AZ,5,35.1175,-111.65916667,0.1,9.0,Miscellaneous,2455141.5,1052,2455172.5,0920
CA,63,39.78611111,-120.85666667,0.1,1.0,Lightning,2453622.5,1300,2453622.5,1830
KY,Magoffin,37.80541,-83.15479,2.0,5.0,Debris Burning,2454582.5,1445,2454582.5,1445
NY,NASSAU,40.7553,-73.4748,0.13,9.0,Miscellaneous,2456120.5,1118,2456120.5,1215
NV,7,40.66194444,-115.44138889,0.1,4.0,Campfire,2455065.5,1050,2455065.5,1100
OR,037,42.12638889,-120.27666667,0.1,1.0,Lightning,2457211.5,1400,2457211.5,2030
GA,Taylor              ,32.55940426,-84.21583173,0.54,8.0,Children,2455726.5,1317,2455726.5,1346
WY,029,44.31111111,-109.24027778,0.1,1.0,Lightning,2456472.5,1912,2456472.5,1955
AZ,Graham,32.5425,-109.6764,0.3,13.0,Missing/Undefined,2455641.5,1700,2455641.5,1815
KY,Carter,38.37897,-82.89163,20.0,4.0,Campfire,2454887.5,1315,2454887.5,1315
ID,41,42.1075,-111.63055556,0.5,1.0,Lightning,2453962.5,0800,2453964.5,1712
CA,Tuolumne,37.71081,-120.33365,3.0,13.0,Missing/Undefined,2455736.5,1510,2455737.5,0900
WI,Sauk,43.54363,-90.03766,4.4,7.0,Arson,2456787.5,1518,2456787.5,1550
CO,123,40.8863889,-104.636667,0.01,9.0,Miscellaneous,2455296.5,1018,2455296.5,1020
CA,RIVERSIDE,33.723964,-116.211993,0.01,7.0,Arson,2457343.5,0750,2457343.5,0822
KS,Wyandotte,39.16,-94.83,0.01,5.0,Debris Burning,2457337.5,1556,2457337.5,1637
MT,29,48.49888889,-113.96694444,0.1,4.0,Campfire,2454324.5,1620,2454324.5,1630
WA,059,45.59972222,-122.13388889,0.1,1.0,Lightning,2456158.5,1000,2456158.5,1730
NY,MONROE,43.1745,-77.5191,0.1,7.0,Arson,2456160.5,1907,2456160.5,2040
CA,105,40.40472222,-123.10583333,3.0,1.0,Lightning,2454637.5,1730,2454691.5,0800
CA,RIVERSIDE,33.656465,-117.245915,1.0,13.0,Missing/Undefined,2456965.5,1505,2456965.5,1522
CO,Moffat,40.6133,-108.5386,0.1,1.0,Lightning,2453940.5,1530,2453941.5,1330
MN,Morrison,46.10966723,-94.03653878,0.5,3.0,Smoking,2457129.5,1851,2457129.5,1919
NY,ROCKLAND,41.13221575,-74.10906487,0.1,9.0,Miscellaneous,2453916.5,1808,2453916.5,1808
WA,Okanogan County,48.5893,-119.5068,7.2,9.0,Miscellaneous,2456116.5,1611,2456125.5,1302
NY,SARATOGA,42.85905495,-73.86626238,0.48,2.0,Equipment Use,2454610.5,1220,2454610.5,1220
MS,TISHOMINGO,34.52341888,-88.22171201,2.0,5.0,Debris Burning,2456708.5,1410,2456708.5,1510
NY,ERIE,42.8364948,-78.72359627,1.0,9.0,Miscellaneous,2455688.5,1823,2455688.5,1854
FL,Madison,30.3746,-83.7274,0.3,9.0,Miscellaneous,2456680.5,1753,2456680.5,1857
CA,17,39.00027778,-120.30166667,0.1,3.0,Smoking,2454670.5,1848,2454670.5,2107
NC,Polk,35.207833,-82.1336,0.1,5.0,Debris Burning,2457110.5,1609,2457110.5,1642
FL,Taylor,30.0027,-83.5528,8.9,5.0,Debris Burning,2456005.5,1634,2456005.5,1814
CO,Garfield,39.6558,-107.6353,0.1,4.0,Campfire,2456158.5,1305,2456158.5,1512
NY,OSWEGO,43.43746687,-75.91603329,0.1,9.0,Miscellaneous,2455796.5,1511,2455796.5,1541
CA,SONOMA,38.241617,-122.682217,0.25,13.0,Missing/Undefined,2456469.5,1412,2456469.5,1418
OR,Klamath,42.1599,-120.9769,1.1,4.0,Campfire,2453290.5,1210,2453290.5,1545
CA,Riverside,33.540147,-115.937992,0.1,9.0,Miscellaneous,2454428.5,2222,2454428.5,2222
TN,HOUSTON,36.318333,-87.63333,4.2,5.0,Debris Burning,2454946.5,1204,2454946.5,1600
WV,Boone,37.95252214,-81.60521793,163.0,10.0,Fireworks,2453687.5,1113,2453688.5,1113
TN,Decatur,35.5716667,-88.02,0.8,7.0,Arson,2453444.5,1830,2453444.5,1945
CA,037,34.48583333,-118.28666667,0.1,2.0,Equipment Use,2456464.5,1124,2456464.5,1136
NY,ALBANY,42.6590588,-73.77927566,0.1,9.0,Miscellaneous,2453600.5,2009,2453600.5,2009
NM,1,35.20805556,-106.415,0.1,4.0,Campfire,2453861.5,1530,2453861.5,1538
MO,Newton,36.8674,-94.3628,0.01,5.0,Debris Burning,2457339.5,2043,2457339.5,2106
NY,CAYUGA,43.0183,-76.6822,0.1,9.0,Miscellaneous,2456580.5,1741,2456580.5,1822
NC,Richmond,34.97001667,-79.75356667,4.0,9.0,Miscellaneous,2455968.5,1645,2455968.5,1845
UT,BOX ELDER,41.911127,-112.613054,0.5,2.0,Equipment Use,2455786.5,1640,2455786.5,2150
FL,Union,30.1028,-82.2642,0.5,1.0,Lightning,2456091.5,1645,2456091.5,1755
GA,Treutlen            ,32.36963611,-82.49640556,0.5,5.0,Debris Burning,2456726.5,1440,2456726.5,1520
NY,CAYUGA,42.84371066,-76.36549343,0.1,1.0,Lightning,2453305.5,1515,2453305.5,1515
ID,59,44.93555556,-114.59,0.5,1.0,Lightning,2455037.5,1629,2455038.5,0908
GA,Pike                ,33.13288611,-84.29874444,1.0,5.0,Debris Burning,2456708.5,1529,2456708.5,1559
MT,Lewis & Clark,46.5969,-112.0729,0.14,9.0,Miscellaneous,2454943.5,0038,2454943.5,0038
NC,Iredell,35.94326667,-81.00263333,0.2,13.0,Missing/Undefined,2455737.5,1754,2455737.5,1810
NM,Eddy,32.3006,-104.0908,1.0,13.0,Missing/Undefined,2454152.5,1245,2454152.5,1351
OK,64,34.16867,-95.65733,5.0,7.0,Arson,2456396.5,1354,2456396.5,1550
AR,CLARK,33.99568,-93.11882,1.0,5.0,Debris Burning,2455621.5,1630,2455621.5,1700
MN,Sherburne,45.37421247,-93.84927054,0.6,6.0,Railroad,2456412.5,1416,2456412.5,1510
ID,049,45.44694444,-116.13222222,0.1,1.0,Lightning,2456540.5,0647,2456540.5,1714
NC,Madison,35.7637,-82.6785,0.3,13.0,Missing/Undefined,2455659.5,1912,2455659.5,1924
FL,Nassau,30.5954,-81.8673,2.0,5.0,Debris Burning,2456058.5,1635,2456058.5,1745
NY,KINGS,40.60690718,-73.91087187,0.1,9.0,Miscellaneous,2455016.5,1620,2455016.5,1620
NY,MONROE,43.18650704,-77.85427294,0.1,3.0,Smoking,2455728.5,1241,2455728.5,1257
KS,Jackson,39.47,-95.71,0.01,9.0,Miscellaneous,2457308.5,1900,2457308.5,1930
MT,Rosebud,45.208,-106.55,3040.0,13.0,Missing/Undefined,2453134.5,0246,2453135.5,1700
ID,3,44.6475,-116.56388889,31.2,1.0,Lightning,2453920.5,2015,2453921.5,1434
FL,Baker,30.4222,-82.2255,4.0,7.0,Arson,2455662.5,1738,2455662.5,1827
TN,DEKALB,35.991733,-85.659917,0.8,5.0,Debris Burning,2457113.5,1227,2457113.5,1335
WI,Oneida,45.64386,-89.6393,0.32,2.0,Equipment Use,2457105.5,1416,2457105.5,1438
AZ,5,34.75361111,-111.66861111,3.0,5.0,Debris Burning,2453710.5,1200,2453710.5,1330
OR,45,44.90277778,-118.35222222,0.5,1.0,Lightning,2453988.5,1404,2453990.5,0830
NM,Eddy,32.5028,-103.7964,448.0,9.0,Miscellaneous,2455215.5,1250,2455218.5,1600
NC,Bladen,34.67846666,-78.69401666,1.0,5.0,Debris Burning,2456839.5,1924,2456839.5,2143
NY,ROCKLAND,41.09686452,-74.047872,0.1,9.0,Miscellaneous,2453603.5,0644,2453603.5,0644
GA,Washington          ,33.0894782,-82.77262888,0.1,5.0,Debris Burning,2455585.5,1515,2455585.5,1525
NY,ERIE,42.6429707,-78.54428753,0.5,5.0,Debris Burning,2453858.5,1153,2453858.5,1153
CA,LAKE,39.023617,-122.934967,0.5,2.0,Equipment Use,2457198.5,1110,2457198.5,1135
KY,Wolfe,37.80434,-83.39684,1.0,8.0,Children,2454949.5,1615,2454949.5,1615
GA,Lumpkin             ,34.45548611,-84.02970833,0.73,5.0,Debris Burning,2456992.5,1845,2456992.5,1921
OR,29,42.07694444,-122.74611111,0.1,1.0,Lightning,2453954.5,1600,2453954.5,1800
NV,Clark,36.1544,-115.488,3.0,9.0,Miscellaneous,2453875.5,0942,2453875.5,1700
KY,Calloway,36.58315,-88.26767,3.0,4.0,Campfire,2454793.5,1245,2454793.5,1245
NY,ALBANY,42.6424,-73.8864,0.1,9.0,Miscellaneous,2456466.5,1400,2456466.5,1430
FL,Collier,26.3777,-81.6032,1.3,1.0,Lightning,2456765.5,1245,2456765.5,1521
WV,Roane,38.88757167,-81.41437223,0.1,8.0,Children,2453692.5,1427,2453692.5,1427
NY,RICHMOND,40.5545,-74.1422,0.1,7.0,Arson,2456416.5,1744,2456416.5,1833
MT,089,47.92527778,-115.58166667,0.1,1.0,Lightning,2456491.5,0924,2456492.5,1500
CA,Siskiyou,41.11277778,-123.26166667,0.1,1.0,Lightning,2456864.5,1000,2456866.5,0700
CA,39,37.50416667,-119.30361111,0.3,9.0,Miscellaneous,2454007.5,1656,2454007.5,1840
FL,Santa Rosa,30.8041,-86.9352,2.0,9.0,Miscellaneous,2456365.5,2220,2456365.5,2319
MO,Adair,40.096821,-92.77497,15.0,5.0,Debris Burning,2456740.5,2009,2456740.5,2117
WI,Grant,43.16014,-90.6567,0.1,6.0,Railroad,2455719.5,1948,2455719.5,1958
AL,Russell,32.29006,-85.045482,35.0,5.0,Debris Burning,2453084.5,1255,2453084.5,1442
ID,Bannock,42.68675,-112.21839,2.7,2.0,Equipment Use,2455427.5,1246,2455427.5,1600
MS,047,30.5391667,-89.1061111,0.8,7.0,Arson,2455484.5,2025,2455496.5,1704
GA,Murray              ,34.71588889,-84.69269444,11.15,4.0,Campfire,2457354.5,1501,2457354.5,1939
MT,81,46.185,-113.925,0.1,1.0,Lightning,2453220.5,1725,2453222.5,1800
AR,COLUMBIA,33.35537,-93.08841,2.0,7.0,Arson,2455849.5,0616,2455849.5,1015
TX,Wood,32.76968333,-95.17698333,1.0,5.0,Debris Burning,2455770.5,1638,2455770.5,1807
NM,17,33.00583333,-107.85277778,0.2,1.0,Lightning,2455049.5,1709,2455050.5,1000
MS,MARSHALL,34.61627034,-89.48689272,2.0,5.0,Debris Burning,2457064.5,1730,2457064.5,1917
NC,Randolph,35.60026666,-79.82273333,0.7,5.0,Debris Burning,2456727.5,1703,2456727.5,1801
NY,SUFFOLK,40.8126,-73.1864,0.1,11.0,Powerline,2457283.5,1416,2457283.5,1454
AZ,Maricopa,33.6833,-112.3379,0.1,13.0,Missing/Undefined,2456886.5,2313,2456886.5,2341
UT,Washington,37.2967,-113.3372,12286.1,1.0,Lightning,2453546.5,1349,2453556.5,1000
MD,Calvert,38.66693,-76.61432,0.1,2.0,Equipment Use,2456825.5,1310,2456825.5,1315
TN,MCNAIRY,35.016583,-88.46597,46.0,7.0,Arson,2454152.5,1324,2454152.5,1600
KS,Ford,37.72,-100.06,1.0,9.0,Miscellaneous,2457212.5,1617,2457212.5,1646
NC,Alexander,35.91835,-81.2281,0.1,13.0,Missing/Undefined,2455925.5,1434,2455925.5,1442
AK,220,59.08722222,-135.44138889,305.0,5.0,Debris Burning,2453489.5,1200,2453496.5,0800
GA,Greene,33.64948704,-83.07009885,0.5,7.0,Arson,2456104.5,1955,2456104.5,2203
NY,ULSTER,42.04644511,-73.9446561,0.1,3.0,Smoking,2455747.5,1902,2455747.5,1932
NY,NASSAU,40.84162605,-73.54012917,0.1,11.0,Powerline,2454885.5,1707,2454885.5,1707
NC,Onslow,34.87776667,-77.24378333,0.2,13.0,Missing/Undefined,2455796.5,1257,2455796.5,1325
KS,Reno,37.75,-98.08,0.01,5.0,Debris Burning,2457088.5,1607,2457088.5,1635
NY,WASHINGTON,43.18262541,-73.3261538,0.75,9.0,Miscellaneous,2454581.5,1529,2454581.5,1529
MS,KEMPER,32.68401998,-88.58231667,1.0,5.0,Debris Burning,2456920.5,1428,2456920.5,1542
NC,Robeson,34.77595,-78.9595,3.0,7.0,Arson,2455455.5,1830,2455455.5,2245
CA,Shasta,40.478067,-122.435864,0.1,8.0,Children,2454354.5,2236,2454354.5,2256
TX,Terrell,30.22221215,-102.36902675,180.0,1.0,Lightning,2455831.5,1700,2455832.5,2000
UT,Grand,38.57625,-109.57044,43.0,13.0,Missing/Undefined,2455718.5,1625,2455720.5,2008
MS,PONTOTOC,34.37894472,-89.23899182,10.0,1.0,Lightning,2456110.5,1915,2456110.5,2200
AZ,5,35.36638889,-112.04694444,0.75,1.0,Lightning,2454593.5,1312,2454594.5,1200
NY,ONTARIO,42.83973026,-77.10080532,0.1,9.0,Miscellaneous,2454349.5,2211,2454349.5,2211
WA,061,48.07944444,-121.46333333,0.1,4.0,Campfire,2457227.5,1455,2457229.5,1455
AL,Macon,32.4887027,-85.7973202,25.0,7.0,Arson,2455634.5,1318,2455634.5,1620
OR,005,45.08111111,-121.79416667,0.1,3.0,Smoking,2456137.5,1200,2456137.5,1445
CA,EL DORADO,38.719233,-121.007317,0.01,1.0,Lightning,2457178.5,1938,2457178.5,2020
AZ,Mohave,36.96468,-113.7581,0.3,7.0,Arson,2455991.5,1429,2455991.5,1545
NY,TIOGA,42.26870495,-76.28930532,1.88,1.0,Lightning,2454915.5,1516,2454915.5,1516
GA,Wayne               ,31.66294519,-81.85611056,0.1,7.0,Arson,2455643.5,1120,2455643.5,1140
MS,MARION,31.24051298,-89.95846072,1.0,5.0,Debris Burning,2457068.5,1210,2457068.5,1255
NC,Davidson,35.80466666,-80.16516666,0.1,9.0,Miscellaneous,2455536.5,0810,2455536.5,0820
NM,Roosevelt,33.6125,-103.68758,30.0,1.0,Lightning,2455753.5,1600,2455753.5,2030
AZ,Graham,33.1356,-109.4472,3.3,1.0,Lightning,2456050.5,1635,2456051.5,1800
KY,Morgan,37.91014862,-83.10546112,15.0,5.0,Debris Burning,2456344.5,1350,2456344.5,1750
GA,Pike                ,33.0840224,-84.39340885,8.9,1.0,Lightning,2455726.5,0907,2455726.5,1324
NC,Davidson,36.00585,-80.1745,0.1,9.0,Miscellaneous,2456743.5,1215,2456743.5,1232
AZ,5,34.73138889,-111.23888889,0.1,1.0,Lightning,2453596.5,1216,2453596.5,1500
CO,Mesa,38.985,-108.6386,0.1,1.0,Lightning,2456490.5,0239,2456490.5,0915
CO,Delta,38.8023,-107.812,6.0,5.0,Debris Burning,2456379.5,1404,2456379.5,1440
NY,ROCKLAND,41.11683568,-74.02624061,0.25,9.0,Miscellaneous,2454713.5,1637,2454713.5,1637
GA,Cherokee,34.19829065,-84.57550517,1.0,8.0,Children,2456021.5,1610,2456021.5,1715
MT,081,46.03833333,-113.705,1.25,1.0,Lightning,2457246.5,1400,2457249.5,0904
KY,Johnson,37.80137,-82.71605,2.0,5.0,Debris Burning,2454777.5,1300,2454777.5,1300
MT,Powder River,45.0389,-105.8664,31.8,4.0,Campfire,2456984.5,1200,2456984.5,1600
FL,Santa Rosa,30.839,-86.9296,50.0,7.0,Arson,2455607.5,1512,2455607.5,1800
GA,Miller              ,31.22655984,-84.75162471,2.76,5.0,Debris Burning,2455867.5,1630,2455867.5,1910
MO,Jefferson,38.107372,-90.570745,1.0,6.0,Railroad,2456768.5,1328,2456768.5,1350
ID,BONNER,47.9823446,-116.6361144,0.01,4.0,Campfire,2456201.5,1132,2456201.5,1227
CA,Colusa,39.209519,-122.478789,0.1,9.0,Miscellaneous,2453154.5,0950,2453154.5,1130
TX,San Augustine,31.5529201,-94.12786973,3.0,5.0,Debris Burning,2455479.5,1444,2455479.5,1642
WA,37,47.2425,-120.54611111,0.1,1.0,Lightning,2453236.5,1638,2453236.5,1959
AZ,9,32.71,-109.84333333,0.1,1.0,Lightning,2455069.5,1000,2455072.5,0001
NY,RICHMOND,40.52824869,-74.19222881,0.1,9.0,Miscellaneous,2453675.5,1653,2453675.5,1653
WA,Douglas,47.5425,-120.2714,36.0,9.0,Miscellaneous,2456858.5,1714,2456865.5,1400
CA,57,39.4175,-120.10361111,1.5,4.0,Campfire,2454642.5,1200,2454642.5,1844
FL,Hardee,27.4902,-81.6752,4.0,5.0,Debris Burning,2455608.5,1405,2455608.5,1430
ID,035,46.8605556,-115.072778,0.1,1.0,Lightning,2455419.5,1330,2455422.5,1120
CA,MERCED,37.273232,-120.451639,0.11,13.0,Missing/Undefined,2456915.5,1528,2456915.5,1545
AR,JOHNSON,35.57439,-93.66088,1.0,9.0,Miscellaneous,2456112.5,1253,2456112.5,1345
UT,Kane,37.3725,-112.6289,0.1,1.0,Lightning,2456522.5,0806,2456528.5,1629
KY,Crittenden,37.18251,-88.18015,3.0,4.0,Campfire,2454946.5,1815,2454946.5,1815
MT,53,48.915,-114.80722222,0.1,1.0,Lightning,2453940.5,1925,2453941.5,1315
CA,049,41.79805556,-121.385,0.75,6.0,Railroad,2456194.5,1723,2456195.5,1300
NC,McDowell,35.64008333,-82.04733333,0.2,7.0,Arson,2456781.5,2304,2456781.5,2345
NY,WAYNE,43.24386852,-77.03187854,0.1,9.0,Miscellaneous,2453687.5,1616,2453687.5,1616
NY,ORANGE,41.36153907,-74.09829667,0.98,9.0,Miscellaneous,2454575.5,1528,2454575.5,1528
CO,003,37.62694444,-105.54194444,0.1,4.0,Campfire,2456075.5,1001,2456075.5,1200
KS,Sedgwick,37.5,-97.63,0.05,5.0,Debris Burning,2457102.5,1254,2457102.5,1321
NY,CLINTON,44.6877,-73.4765,0.33,9.0,Miscellaneous,2457148.5,1650,2457148.5,1939
NC,Person,36.2415,-78.918333,2.0,5.0,Debris Burning,2457112.5,1530,2457112.5,1613
OR,023,44.3325,-119.43472222,0.1,1.0,Lightning,2456514.5,0913,2456515.5,0901
OR,65,45.30083333,-121.47388889,14.0,1.0,Lightning,2453906.5,1259,2453910.5,1200
SC,Lexington County,33.83865,-81.466797,3.0,5.0,Debris Burning,2455604.5,1650,2455604.5,1811
GA,Effingham           ,32.42302095,-81.22894257,0.06,5.0,Debris Burning,2455616.5,1512,2455616.5,1621
SC,Calhoun County,33.619923,-80.881042,0.5,5.0,Debris Burning,2455577.5,1224,2455577.5,1259
CO,Moffat,40.3556,-108.4194,0.1,1.0,Lightning,2453958.5,1815,2453959.5,1037
MN,Aitkin,46.44092176,-93.75961497,0.25,5.0,Debris Burning,2456802.5,1124,2456802.5,1206
ID,49,45.31861111,-116.43611111,1.0,1.0,Lightning,2454295.5,0854,2454296.5,1400
CA,RIVERSIDE,34.009233,-117.4209,1.0,13.0,Missing/Undefined,2456471.5,1458,2456471.5,1515
OR,Jackson,42.6603,-122.6903,0.1,11.0,Powerline,2457251.5,1800,2457251.5,1815
CA,RIVERSIDE,33.6652,-117.3151,0.03,8.0,Children,2456462.5,1510,2456462.5,1521
OR,061,45.1238889,-118.321111,0.5,9.0,Miscellaneous,2455384.5,1531,2455385.5,1728
CA,RIVERSIDE,33.642138,-116.233409,1.0,13.0,Missing/Undefined,2456879.5,1517,2456879.5,1525
KY,Perry,37.37255,-83.20389,1.0,5.0,Debris Burning,2454435.5,1845,2454435.5,1845
OK,pittsburg,34.775833,-96.136667,1280.0,13.0,Missing/Undefined,2454928.5,1512,2454929.5,1700
NY,SCHUYLER,42.47219112,-77.04555225,1.0,9.0,Miscellaneous,2455640.5,1558,2455640.5,1658
NC,Nash,35.88091666,-77.8762,0.2,5.0,Debris Burning,2456825.5,1512,2456825.5,1600
NY,ERIE,42.74095173,-78.75418573,0.1,9.0,Miscellaneous,2454988.5,2211,2454988.5,2211
NC,049,34.9611111,-76.9811111,2.0,9.0,Miscellaneous,2455496.5,1430,2455496.5,1900
TX,Jeff Davis,30.9085,-104.03408333,100.0,1.0,Lightning,2455325.5,1800,2455325.5,2200
FL,Hernando,28.4783,-82.55,1.0,7.0,Arson,2455935.5,1650,2455938.5,1328
MN,Carlton,46.70752027,-92.3815398,0.1,2.0,Equipment Use,2457235.5,1130,2457235.5,1155
WV,Logan,37.74569287,-82.00688081,0.1,8.0,Children,2456753.5,1530,2456753.5,1630
NY,SUFFOLK,40.88515199,-73.05250998,0.1,9.0,Miscellaneous,2455159.5,1723,2455159.5,1723
CA,CALAVERAS,38.183664,-120.37827,1.0,9.0,Miscellaneous,2456888.5,0352,2456888.5,0409
OR,039,43.5838889,-122.259722,0.1,1.0,Lightning,2455426.5,1700,2455427.5,1600
FL,Madison,30.5919,-83.2908,0.1,5.0,Debris Burning,2455616.5,1254,2455616.5,1330
WI,83,45.24777778,-88.35305556,0.1,2.0,Equipment Use,2454935.5,1210,2454935.5,1248
FL,Osceola,28.0708,-81.127,220.0,5.0,Debris Burning,2455664.5,1500,2455664.5,1830
FL,Highlands,27.6416,-81.5334,0.5,7.0,Arson,2456326.5,1450,2456326.5,1553
AZ,Coconino,35.27222222,-111.52638889,0.1,1.0,Lightning,2456869.5,1218,2456869.5,1400
ID,Twin Falls,42.3456,-114.8983,1.0,1.0,Lightning,2453956.5,2016,2453956.5,2330
GA,Carroll,33.66046389,-84.91181111,0.2,4.0,Campfire,2456265.5,1547,2456265.5,1632
CA,43,37.43916667,-119.67722222,600.0,1.0,Lightning,2454638.5,1714,2454643.5,1800
OR,Josephine,42.1993,-123.6595,0.1,9.0,Miscellaneous,2456876.5,0810,2456879.5,1240
CO,Garfield,39.5858,-107.457,0.5,1.0,Lightning,2453175.5,1852,2453176.5,1047
NC,Pender,34.48166666,-77.9865,0.3,5.0,Debris Burning,2455275.5,1400,2455275.5,1445
FL,Madison,30.5305,-83.3947,1.5,5.0,Debris Burning,2455961.5,1205,2455961.5,1230
MO,Crawford,38.0858,-91.1412,3.0,9.0,Miscellaneous,2456383.5,1622,2456383.5,1700
OR,059,45.98333333,-117.95,0.3,1.0,Lightning,2456540.5,0743,2456541.5,1430
NM,Sandoval,36.071603,-107.123703,0.5,2.0,Equipment Use,2456107.5,1229,2456108.5,1800
NJ,Cumberland,39.3688,-74.9047,0.25,4.0,Campfire,2456439.5,1130,2456447.5,1200
NC,Randolph,35.84338333,-79.98578333,1.0,5.0,Debris Burning,2456654.5,1345,2456654.5,1425
CA,037,34.5130556,-118.638611,0.2,5.0,Debris Burning,2455375.5,1341,2455375.5,1400
KY,Bell,36.82105,-83.59191,80.0,5.0,Debris Burning,2455289.5,1430,2455289.5,1430
NM,55,36.24972222,-105.61638889,0.05,1.0,Lightning,2454282.5,1245,2454282.5,1300
NY,ERIE,42.94940872,-78.89721894,2.65,8.0,Children,2453856.5,1255,2453856.5,1255
TN,WAYNE,35.1809,-87.76025,1.0,4.0,Campfire,2456112.5,1815,2456112.5,1915
CA,93,41.54277778,-121.80694444,0.1,1.0,Lightning,2454687.5,1634,2454687.5,1701
NY,QUEENS,40.65414487,-73.83846914,0.1,1.0,Lightning,2454546.5,1155,2454546.5,1155
SC,15,33.16861111,-79.63611111,0.15,3.0,Smoking,2454875.5,2130,2454875.5,2300
SD,Lawrence,44.15472222,-103.46666667,0.1,4.0,Campfire,2456899.5,0130,2456899.5,0830
AL,Tuscaloosa,33.071024,-87.374816,75.0,7.0,Arson,2454190.5,1246,2454190.5,1339
AL,Escambia,31.2096723,-87.1150158,3.0,5.0,Debris Burning,2455632.5,1327,2455632.5,1600
CA,MADERA,37.055809,-119.98531,0.5,13.0,Missing/Undefined,2456885.5,1946,2456885.5,2030
ID,Ada,43.19475,-116.02893,0.1,2.0,Equipment Use,2456846.5,0001,2456846.5,0030
NY,Jefferson,44.3004,-75.9806,1.1,9.0,Miscellaneous,2457146.5,1456,2457146.5,1537
FL,Duval,30.3184,-81.7723,1.2,7.0,Arson,2455551.5,2305,2455552.5,2305
VA,163,37.59361111,-79.52361111,0.1,7.0,Arson,2454799.5,1000,2454799.5,1010
NY,WASHINGTON,43.05291315,-73.37364748,0.59,9.0,Miscellaneous,2453859.5,1635,2453859.5,1635
CA,SHASTA,40.3879,-122.67655,1.0,1.0,Lightning,2457162.5,2307,2457163.5,0030
OR,23,44.6525,-118.53444444,5.0,4.0,Campfire,2454770.5,0550,2454770.5,1446
NY,KINGS,40.6928618,-73.93793343,0.1,3.0,Smoking,2454443.5,1527,2454443.5,1527
GA,Twiggs              ,32.791525,-83.49491667,0.1,5.0,Debris Burning,2456848.5,1315,2456848.5,1340
MS,NEWTON,32.57086407,-89.20796229,3.0,4.0,Campfire,2456741.5,1346,2456741.5,1600
WI,Columbia,43.38403,-89.07996,0.8,5.0,Debris Burning,2454928.5,1627,2454928.5,1627
NY,QUEENS,40.73933911,-73.8712535,0.1,9.0,Miscellaneous,2455892.5,1633,2455892.5,1645
NY,ERIE,42.82074035,-78.84462305,0.1,9.0,Miscellaneous,2453686.5,1402,2453686.5,1402
NY,ONONDAGA,43.0583936,-76.3899227,1.75,5.0,Debris Burning,2453825.5,1427,2453825.5,1427
NC,Iredell,35.87683333,-80.92691666,0.2,5.0,Debris Burning,2456683.5,1605,2456683.5,1620
ID,Madison,43.7972,-111.4097,16.6,13.0,Missing/Undefined,2454325.5,1631,2454326.5,1800
CO,107,40.89111111,-106.87388889,0.1,2.0,Equipment Use,2453573.5,2300,2453574.5,1100
ID,049,45.96111111,-115.32138889,0.3,1.0,Lightning,2456532.5,1433,2456534.5,1100
UT,Washington,37.1183,-113.4497,2.0,13.0,Missing/Undefined,2455140.5,1115,2455140.5,1806
WI,Price,45.54888,-90.42694,6.19,11.0,Powerline,2454971.5,1628,2454971.5,1628
OR,Wallowa,45.78138889,-116.61722222,157.0,2.0,Equipment Use,2456833.5,1128,2456834.5,0716
MT,43,45.91305556,-112.39166667,0.1,4.0,Campfire,2453211.5,1030,2453211.5,1120
CO,Otero,38.0525,-103.7202,0.1,9.0,Miscellaneous,2456442.5,1340,2456442.5,1400
NY,WARREN,43.32601559,-73.81042095,8.0,4.0,Campfire,2454225.5,1658,2454225.5,1658
ID,Valley,44.477328,-116.079747,0.1,4.0,Campfire,2455816.5,1930,2455816.5,2000
CA,SAN DIEGO,33.164255,-117.09831,100.0,13.0,Missing/Undefined,2457216.5,0948,2457216.5,1036
ID,049,45.59444444,-115.55111111,43577.0,1.0,Lightning,2456167.5,1200,2456229.5,0900
UT,SUMMIT,40.776969,-111.157576,0.25,5.0,Debris Burning,2455633.5,2300,2455634.5,0230
OR,Klamath,42.36138889,-122.15972222,0.5,1.0,Lightning,2456879.5,1128,2456879.5,1800
