Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
2/2/2013,Skyline,Seeley Canyon,Snowmobiler,Facets,24.0,3600.0,3600.0,Northeast,10300.0,"39.513146000000, -111.300302000000","This was number two of three snowmobiler triggered avalanches that I stumbled across in Seeley Canyon.  I'm guessing that they were all triggered by the same group as there were not many tracks in the drainage.  I was a bit surprised to see that they broke into older faceted snow.  However, upon inspection, it makes sense at these locations.  The upper bowls along the Skyline receive a good amount of wind damage.  This sometimes erodes snow leaving a very shallow snowpack that is easily subject to faceting.  No doubt, that was the case.  All of these avalanches were in areas where there was only about a foot of old snow which was quite faceted.  Many areas had over 3 feet of snow prior to this storm and have a much better structure.
"
2/2/2013,Skyline,Seeley Canyon,Snowmobiler,Facets,24.0,2400.0,4800.0,Northeast,10400.0,"39.514570000000, -111.302533000000","This was number three of three snowmobiler triggered avalanches that I stumbled across in Seeley Canyon.  I'm guessing that they were all triggered by the same group as there were not many tracks in the drainage.  I was a bit surprised to see that they broke into older faceted snow.  However, upon inspection, it makes sense at these locations.  The upper bowls along the Skyline receive a good amount of wind damage.  This sometimes erodes snow leaving a very shallow snowpack that is easily subject to faceting.  No doubt, that was the case.  All of these avalanches were in areas where there was only about a foot of old snow which was quite faceted.  Many areas had over 3 feet of snow prior to this storm and have a much better structure.
"
2/1/2013,Skyline,Lake Canyon,Snowmobiler,Density Change,30.0,3600.0,1200.0,East,9700.0,"39.589022000000, -111.302447000000",Snowmobiler triggered unintentionally.  Climbing the lee-ward face of a short steep hill.  The track that triggered it is in the upper right corner of the pictures.  A second snowmobiler (me) was beginning to climb as the avalanche was triggered.  I was able to pin the throttle and escape unharmed and untouched (the U-shaped track at the toe of the slide is the turn out). 
2/3/2013,Salt Lake,Silver Fork Headwall,Skier,Facets,30.0,2400.0,4200.0,North,9900.0,"40.599356000000, -111.625471000000","I was skinning up West Bowl of Silver Fork and a man (victims friend) near by yelled ""avalanche, one caught."" I noticed that some of the north side of Silver fork, between West Bowl and Davenport Hill, had just avalanched big. I moved quickly to the accident with my beacon on search, while the victims friend got his probe and shovel ready. I found my lowest beacon signal at 1.0, about 3-4 feet deep. As I found the lowest signal, the victims friend came quickly behind me and on his first probe strike he found the victim. We began shoveling and found the victims hand first. The hand was opening and closing slowly, so I figured the victim was alive. We got to his airway soon there after. We discovered the victim was alive but was not breathing well, was discolored, and his pulse was not strong. A dozen or so people showed up after we dug him up, a few of whom were doctors. Not so long after the victim was excavated, he was walking and talking unscathed. It was glorious.
Forecaster notes:  the victim was found on his back, face up, laying across the slopes.  His arm was up toward the surface, and he remembers being able to wiggle his fingers, hoping they were at the surface.  He remembers hearing his rescuers, being hit by the probe, and then ""was fading"".
He did have an Avalung, and said it was not originally in his mouth.  He thought about getting it into his mouth, but decided to focus on trying to ski out of the slide or dig into the bed surface,   When he realized he was caught and going over the cliff, he put it in his mouth.  It was clogged with snow, so he took it out to try and clear it, but was never able to get it back in.
"
2/3/2013,Salt Lake,Park City Ridgeline,Skier,Facets,18.0,960.0,3600.0,Northwest,8900.0,"40.637534000000, -111.563587000000","This avalanche occurred while skinning up the backside of No Name Peak.  The slab released in a open snowfield on a pine forested slope.  Skier was carried about 40 feet, strained through large pine trees and partially buried, facing downhill with mouth and face uncovered.  Rescue was performed by ski partner.  No beacon search was necessary due to the victim being visible to the rescuer and oral communication between victim and rescuer.  If the skier was not caught in the nearest trees and carried further, or was buried facing uphill, consequences could have been much worse.  Upon seeing the fracture, skier instinctively pointed skis downhill to ski off slab, to no avail because of skins on skis.  "
2/3/2013,Logan,Beginner Ridge exit,Snowmobiler,Facets,24.0,3000.0,3600.0,Northeast,8400.0,"41.888189000000, -111.641092000000","This large avalanche from over the 2-2/2-3 weekend looks like it was triggered remotely by riders on an adjacent slope around 70' away.   The avalanche failed on weak sugary faceted snow that was on the snow surface during high pressure conditions in early January and capped by a widespread rime-crust on January 8.  The translucent knife-hard crust preserved the faceted snow underneath and is now the underside of a developing slab on many similar slopes in the Logan Zone....
"
2/3/2013,Logan,Mt. Magog,Natural,Facets,24.0,1200.0,5400.0,East,9200.0,"41.913072000000, -111.653194000000","I spotted a fresh natural avalanche off the South Ridge of Mt Magog from below on February 4.  It looked like it ran yesterday, triggered by a cornice fall.  The slope is due east facing, and it's quite possible the cornice fall was caused by solar warming....
"
2/3/2013,Uintas,Millcreek,Snowmobiler,Facets,16.0,1200.0,1800.0,Northeast,11000.0,"40.855013000000, -110.707083000000","Not sure where on the slope this slide was triggered from, possibly low on the slope and from a thin spot where the weak snow collapsed and propagated up slope.  The second photo shows how you would not want to get caught in this terrain trap, where a small slide like this could bury a person quite deeply."
2/2/2013,Uintas,Millcreek,Snowmobiler,Facets,12.0,1500.0,2400.0,Southeast,10600.0,"40.865627000000, -110.707383000000",The strong winds from last week overloaded this very shallow southeast facing slope where large facets are both above and below an old heat crust.  This crust might be allowing the slab to be supported until someone collapses the slope taking the crust with it?  
2/3/2013,Uintas,Moffit Peak SE Face,Snowmobiler,Facets,24.0,4200.0,6000.0,Northeast,10600.0,"40.804942000000, -110.953074000000","A large slide on the east side of Moffit Peak, possibly triggered some time this weekend.  The only tracks I observed that might be a trigger point is on the lower flank where the snow pack might have been shallow?   Winds from last week likely overloaded the buried faceted snow and the slope just needed a trigger.  "
2/3/2013,Uintas,Moffit Basin,Snowmobiler,Facets,36.0,1200.0,3000.0,Northeast,10000.0,"40.870690000000, -110.970068000000",This is a repeater slide for this slope.  A large fetch on the windward side catches south and southwest winds.  A hard wind slab with weak shallow snow underneath is the likely set-up here and the added weight of a rider who finds a thin shallow spot to collapse the slope and trigger the slide.  
2/5/2013,Provo,Lost Creek,Natural,Facets,12.0,480.0,24000.0,East,9700.0,"40.362118000000, -111.625707000000","SS-N-R1-D2-O. A ""moist slab"" suspected from yesterdays downright hot temperatures, probably triggered by rollers. Notice the smaller sympathetic release to lookers left. An older crown likely from the 30th or 31st is apparent up and left below the corniced ridge in Shot 7."
2/5/2013,Logan,White Pine Canyon,Unknown,Facets,36.0,2400.0,5400.0,Southeast,9500.0,"41.917888000000, -111.674480000000","We came into Christmas tree bowl from the north and were surprised to see this avalanche on a south east aspect. we had been riding on the same aspect of several slopes thinking they were the safest, so it was a bit sobering to see the slide on the same aspect we had been riding all day. "
2/1/2013,Salt Lake,Sun Dial,Unknown,Unknown,30.0,3600.0,7200.0,Northeast,9800.0,"40.597988000000, -111.683578000000","Today while touring up Mill B South, I noticed an old slide, with rather large blocks, some the size of a dresser, off a NE slope just below the Sundial.  Came back to find out nothing had been reported in the past week or so.  The slide was older, probably at least 2 days old, and I have no other information about the slide, as by the time I was in the vicinity, at one or so, it was already snowing on top of it.  I have a few pictures. I'm curious if anyone has any information about the slide, or if it was a natural.  I thought this would be a helpful addition to the last week of persistent slabs we've been having.  You can see in the pictures it started right below the Sundial, and continued almost to the base of the gully just a couple hundred feet above the height of the lake.
Forecaster Comments: Added date of 1 Feb to keep it within the queue...overall date of release unknown.
"
2/10/2013,Salt Lake,Diving Board,Natural,Ground Interface,60.0,3000.0,5400.0,Northeast,9500.0,"40.599291000000, -111.719112000000","Another overview photo of the slide, a photo taken at the toe of the slide looking up (slope angle from toe to crown was approximately 31 degrees).  The third photo shows how efficiently even a shallow gully channels the snow of the avalanche, creating deep debris. 
"
2/12/2013,Salt Lake,Little Superior,Skier,New Snow/Old Snow Interface,12.0,360.0,240.0,Southeast,10500.0,"40.593002000000, -111.661220000000",Wind quickly picked up on the ridge and created a wind slab. slide broke while ascending to meet the ridge. 2 climbers below were able to hold on and avoid being caught. none injured and none buried.
2/14/2013,Skyline,Wedding Ring Ridge,Natural,New Snow,10.0,2400.0,1800.0,Northeast,9700.0,"39.606878000000, -111.291161000000","Looks to be just in new snow and the winds from this week.  Small sluffs were found on under other cornices in the area also.  No other avalanches were seen.
 
"
2/15/2013,Uintas,Currant Creek Peak,Snowmobiler,New Snow/Old Snow Interface,18.0,1800.0,3600.0,Southeast,10500.0,"40.377511000000, -111.174431000000","Strong West-Northwest winds this week have formed a stout slab on upper leeward slopes.
"
2/16/2013,Skyline,Ephraim Canyon,Snowmobiler,Facets,24.0,840.0,480.0,Northeast,10100.0,"39.297094000000, -111.460569000000","See Video of Avalanche Below.
This Avalanche was remotely triggered by a snowmobiler climbing on the adjacent slope.  Snowmobiler felt the snow collapse and shooting cracks propogated to the adjacent hill and caused the avalanche to release at the ground level. "
2/17/2013,Salt Lake,Little Water Peak,Unknown,Facets,5.0,2400.0,8400.0,Northeast,9600.0,"40.672046000000, -111.626973000000","On top Little Water at 1:45 the front had passed and the sun was out.  I was skinning about 15 feet from the end of the cornice which had just built over the last week probably during the wind event on Wednesday when I notice a crack on the wrong size of my skis which ran quite a long way up and down.  I was really surprised because last week there was no cornice up there so I was sure I was well over land.  There was a wind slab about 4 inches thick which I was able to easily cut out with my pole and pick up.  The slab was 1 finger hard.  It weighted no more than 5 or 10 pounds.  I threw it over the cornice so it would land just at the base of the cornice.  The slope failed instantly.  It was about 5 inches thick, 200 feet wide and ran to the base.  The staunch wall was about 200 feet down slope but was easily peeled away by the avalanche.  The debris went through the small trees in the middle of the slope and could have easily caused an injury.  The debris pile was to small to bury anyone.  There was some hang fire dead center off the peak. I ski cut the remaining hang fire right to left to end on up on the bed surface of the previous slide and was able to also get that snow to fail.  The slab was a little thicker and about 50 feet wide.  It ran in decent sized chunks to near the base.
"
2/13/2013,Uintas,Four Eagle Bowl,Natural,Facets,36.0,3000.0,3600.0,Southeast,10500.0,"40.846151000000, -111.066628000000","Very strong west-northwest winds led to this natural slide on the heavily wind loaded southeast face of Four Eagle Bowl. The hard slab broke into weak January facets.
"
2/17/2013,Skyline,Seeley Canyon,Natural,Facets,24.0,1800.0,3600.0,East,10000.0,"39.510928000000, -111.298714000000","Came across this in our travels today.  This area is a repeater, the usual suspect, ENE facing, exposed, wind stripped, shallow pack, and very rocky.  Side by Side naturals occurred overnight or during yesterdays wind event that accompanied weak cold front.  We were really surprised to see any activity, and while is was very fresh, our objective was across the valley, NW facing, more sheltered, and certainly the fattest snowpack in the area. 

Looking on the fetch to the south, a significant row of trees may be a catalyst for this path, slowing the snow so it loaded on this steep rocky gullies ,  and while several other exposed ridgelines had been blown to the dirt from SW winds, that was not the case here.  This is the only activity we saw all day long, where we skiied is included in our ob. 

Obviously faceting in the rocks is the weak layer, the pictures tell it all.  Recent wind loading yesterday and overnight, failed on facets in rocky shallow area. 

FORECASTER COMMENTS:  Darce is on it here.  I've noted numerous areas where the wind has stripped the snow creating a shallow snowpack that is much weaker than the deeper areas.  This is tricky as these shallow areas become buried and there are no obvious signs that they are holding a shallow and weak snowpack under the newer snow.  The only way is to follow certain slopes throughout the winter so you know what the structure is and how it progresses.  Otherwise, it's a 'crap shoot'.  I am also a bit surprised to see natural activity but the winds no doubt picked up enough to transports snow on Sunday.
"
2/16/2013,Salt Lake,Cardiff Fork,Natural,Graupel,16.0,480.0,3000.0,Northwest,8500.0,"40.625249000000, -111.651757000000","Noted this natural from Kessler Peak.  Looks to have been triggered by either rockfall or surface sluff from above.  Estimated date of Saturday release.  Saturday had warmer conditions...and one could easily see drifting from Sunday's cold front on the bed surface.  Weakness noted to be recrystallized graupel.  Hand hardness of the slab was pencil/knife.  
It should be noted that mid elevation westerly to northwesterly slopes were exceedingly weak with plenty of sandboxing noted in the weak faceted snow.  Very unlikely that this would be triggered by a person....
"
2/19/2013,Salt Lake,Red Pine Gulch,Skier,Unknown,18.0,840.0,1800.0,Northwest,10000.0,"40.540287000000, -111.690230000000",Extensive wind transport from the SSE throughout the day. Obvious loading & slab formation. I had cut or jumped on several comparable but lower angle slopes without generating any cracking or collapsing. This steeper convex slope was triggered by jumping behind some trees at its edge. Didn't get a good look at the crown because the slab broke back further than expected & I had to go searching for my pole.
2/21/2013,Uintas,Duke Bowl,Skier,Facets,16.0,1800.0,3600.0,Northwest,10200.0,"40.674812000000, -111.152029000000","I just got done digging a pit near the top of the slope.  My results were ECT 27 BRK and CT 11 RP above the January facets. The January facets were down 30 cm in an HS 130 snow pack.  I had previously ski cut and skied an adjacent line to the slide.  I felt the slope was safe to ski so I skied it.  I was unaware the slide occurred until I was at the bottom.  3/4 the way down the slope there is a flat spot with very thin snow over rocks.  I wonder if when getting off the deep part of the slab and crossing the thinnest part of the slab I triggered the slide and it pulled up the slope.
"
2/24/2013,Salt Lake,Canyons side country,Skier,New Snow/Old Snow Interface,8.0,2400.0,2400.0,North,8600.0,"40.653894000000, -111.584873000000","Hiking out of peak 5 at the canyons resort to shoot photos.  We new things were sensitive, so we mitigated our shots in safe zones.  We had quite a few cracks in the upper part of the zone.  The top how ever was steeper and more stable, once we had gotten to the lower run out below the trees things were way more sensitive and simple ski cuts were pulling out pockets really easily.  they were shallow and small so we felt safe setting up a shot knowing that it would slide.  and it did, it was larger than we thought it may be, but moved slow and i rode it for about 20 feet.  always know its good to keep you guys keen to everything for the greater good.  "
2/24/2013,Salt Lake,Back Bowls,Skier,Facets,14.0,840.0,840.0,Northwest,9800.0,"40.594740000000, -111.597362000000","Watched at a distance as an experienced group of local backcountry skiers unintentionally trigger a fast moving soft slab on Milly Back Bowl traverse. After the dust settled, all was good and everyone came out unscathed.
Slide consisted of stiff 4 finger storm snow failing on weak NSF. This is a repeater (see avy ob from  1-28-13) and the slope hasn't developed a thick, strong pack this season.
 
"
2/23/2013,Provo,Dry Fork,Natural,New Snow,16.0,480.0,2400.0,Southeast,10400.0,"40.577390000000, -111.598563000000","While heading out towards Rocky Point and then on to Wolverine I stopped to check out natural cornice  failure  and additional compact car size cornice formed from stong wind and snow from Saturdays storm.   The natural looked like it failed later during the storm or early Sunday from the freshness of the debris.     As I carefully approach the overhanging cornice from a safe spot 10 feet away,  As I approched my additional weight cause the cornice to fail with a loud snap.  It snapped with energy  and a large chunk  slid down the slope 50' digging a shallow trench.  The slope directly below did not fail as you can see with attached photos.  "
2/25/2013,Salt Lake,Hellgate,Skier,New Snow/Old Snow Interface,12.0,600.0,1800.0,Southeast,10000.0,"40.593539000000, -111.651821000000","There was some evidence of wind loading by the visibly defined cornices on the ridge above this slope.  The cornices were one to two feel tall.  We were unable to see the convex feature in the center of the slope from our point of drop-in.  We were out on the mountain to do photography.  We discussed the line in detail and safety before hand, but did not give the line a proper slope cut, nor did we dig a test pit.  We discussed safety exits if things moved, which the skier was able to execute, but not before being pulled down and tumbled once.  A shallow rock outcropping slowed the skiers movement as he tumbled, enough to separate him from the slab."
2/24/2013,Salt Lake,Toledo Bowl,Snowboarder,New Snow/Old Snow Interface,10.0,1800.0,3600.0,South,10200.0,"40.599747000000, -111.645770000000","Descending from Flagstaff's western ridge, partner entered an area of low coverage with exposed rocks, triggered a 10"" wind slab that ran on what seemed to be a recent sun crust. Partner was able to ride off the edge of the slab as it released and self arrest. Temps were well below freezing and the surface snow has refrozen where sun affected, elsewhere heavy powder."
2/24/2013,Salt Lake,Back Bowls,Skier,Facets,14.0,1500.0,1800.0,Northwest,9800.0,"40.591926000000, -111.598005000000","The slide broke out 50 feet above the normal high traverse that leads into the back bowls. The total snow height was 240 cm at the middle of the main crown. The slide occurred with collapse failure of the upper crust of the crust/facet/crust sandwich. Facets between these crusts were .5 mm to 1 mm and angular with some exhibiting visible striations.This part of the avalanche propagated 85 feet wide, and ranged from 30 cm to 40 cm deep. The failing upper crust ranged from 1 cm to 3 cm thick. The left flank of this part of the slide appeared to be the main failure point, and the total snow height at this failure point was no more than 70 cm deep. The location and width of this slide was almost identical to the previous slide here on 1/28/13. This slide was much shallower than the previous slide, though after looking at the snowpack structure the buried persistent weak layer from the initial (1/28/13) deep persistent hard slab avalanche is still lingering. OF NOTE: Upon investigation, this lower weak layer actually failed and left a gaping crack at the old buried crown face at 75 cm down from the surface. Also of note was the similar way this ""repeater"" propagated out towards the Back Bowls at a lower elevation right where the public traverse has been traveling. The lower propagation was another 65 feet wide; and this area continues to have a very thin weak cover. Where these two parts of the slide intersect appears to be where both the January 28th slide and the February 24th slide were triggered and or initiated. There continues to be a large mostly uncovered  boulder field directly below the main part of the slide; and there is a much safer traverse below this boulder field that leads into the Back Bowls. As noted by the above snowpack profile there are still two significant buried persistent weak layers remaining on this slope; and it appears that they may still become sensitive and reactive with any new significant loading in the future. 
"
2/28/2013,Salt Lake,Wyatt Couloir,Natural,Facets,16.0,1200.0,4800.0,Northeast,10600.0,"40.596057000000, -111.666670000000","Likely triggered by cornice fall Thursday. mid-morning as Mark White walked through the area earlier that morning and saw no avalanche in the terrain noted here.   Facets the culprit beneath 12-18"" of storm snow.  1"" pencil wind slab sits just above the faceted grains.  Cornice piece noted adjacent to the slide.  Below Wyatt Couloir
Of note, found full propagation adjacent to the crown 10cm down within the faceted snow.  Faceted snow .5mm and damp.  Probed length of the crown and found average 200cm depth snowpack there - not a thin weak spot trigger.  Dug at lower Cardiac Bowl rollover and saw similar structure....though slab was 50cm, facets not as weak  - ECTN
"
2/26/2013,Salt Lake,Shale Shot,Skier,Facets,12.0,480.0,1200.0,North,8900.0,"40.680833000000, -111.597576000000","Noticed this avalanche coming down off the ridge today.  Broke unusually low on the slope.  One track in and one track out.  Not sure of date of the avalanche but it was probably Tuesday as the slab was all of the recent snow from last two storms (12-14"" at Canyons).  Quick hand pit at bottom of the slope showed some facets below storm snow on top of a very thin wind crust.
Photo below from student's (Nate) I-Phone."
3/1/2013,Skyline,White Mountain,Snowmobiler,Facets,24.0,4200.0,3000.0,Northeast,10400.0,"39.043600000000, -111.519000000000","FORECASTER COMMENTS:

It is not uncommon for groups of snowmobilers to get scattered about in play areas but, obviously, this poses a serious risk when someone climbs a steep slope without a partner watching them. The only sure way of staying out of an avalanche is to stay off and out from under all slopes that are 30° in steepness or steeper.  However, many of us, including myself, choose to recreate in avalanche terrain.

One of the methods that I use to reduce my risk is to closely follow the snowpack progression on certain steep slopes throughout the entire winter. This way I am aware of any weak layers that form. I then know if it is safe to get onto these steep slopes after every subsequent snowstorm.

It is a risky endeavor to draw conclusions about a slope with out actually getting on to it and digging into the snow.  This takes a high level of avalanche skill and years of assessing snowpack layering to be able to determine how much new snow and wind a certain slope can withstand before avalanching.

Keeping track of certain slopes may seem unreasonable if you only get out a few times a winter or travel to many different areas.  Also, you can literally get on to hundreds of avalanche slopes in one day on a snowmobile.  How is a person supposed to be able to keep track?  It is near impossible and without knowing the underlying structure of the snowpack, it's a 'crap shoot' getting onto steep avalanche terrain.

A good line of defense if you are going to risk getting into steep terrain is to learn to recognize buried weak sugarary snow and learn to recognize when a slab has formed on top of it.

Brett Kobernik
Avalanche Forecaster
Utah Avalanche Center
"
3/2/2013,Salt Lake,Main Porter,Snowboarder,Facets,24.0,360.0,3600.0,Northeast,9400.0,"40.659448000000, -111.710830000000","With the intention of keeping our terrrian within the mid elevation Northeast to Northwest in search of more stable snow that had not seen sun or greenhouse effects we chose Main Porter Fork.  Conditions on the skin track were fine in the shade, but upon hitting anything in the sun the snow was wet and very sticky.  We did notice a light melt freeze crust in the trees below about 8000 feet presumably from greenhousing.  The mid elevation snow on the north side of the compass seemed great.  After gaining the ridge and seeing pretty significant cornices we decided to cut one to check stability. We were the only party on the skin track up to that point and felt comfortable that no one would be approaching in the area below.  Unable to get anything sizeable to drop from the first cornice without exposing ourselves, we moved on to another more overhanging cornice up the ridge.  Of note with the first cornice, we did remark that the snow surface the smaller chunks landed on did not seem too deep, perhaps a wind slab with some new snow on top.  

The second cornice provided a definative result.  Upon dislodging a chunk in the 300-400 lb. range the slope below avalanched.  The avalanche was interesting in a couple ways.  It was obviously a slope that had been wind loaded, and the intitial fracture looked to be a thick wind slab 1-2.5 feet.  As the slide ran, it looked to dig into the older snow (facets) exposing logs and rocks.  My best guess is that this slope has slid earlier this season leaving a thinner snowpack and well developed facets that the new snow was on top of, but due to hangfire I was not comfortable getting onto the bed surface.  I was able to get close to the toe of the slide, but have already seen what the slope was capable of, it didn't feel the need to explore too much.  The debrie pile was spread out over a 28-29 degree slope about 1-3 ft deep.  Overall the slide was small and probably would not fully bury a person, but the energy and terrain could most certaintly cause severe trauma.  

This was a slope that we were comfortable skiing today before the slide and had in fact sought out due to its elevation and aspect.  I feel that there is a decent chance that if we just dropped the slope we would not have gotten it to slide under the weight of a person.  For myself and my partners today, this is a great learing experience.  By the forecast alone this slope would have fallen into the low category today.  Upon looking at the more sublte signs before going for the center punch we were able to discover a more complex situtation.  The January facets have not gone anywhere, the slope we were looking at had signs of wind loading (obvious from the cornice above, but not on the slope proper).  Ultimately this is a tough situtatation to call.       "
3/2/2013,Provo,Snowslide Jr,Natural,Facets,8.0,360.0,9600.0,Northwest,6000.0,"40.477770000000, -111.509171000000","This slide in Snowslide Jr. occurred around noon today.  The temp had reached 50F and the weak faceted snow found at this low elevation shady slope once again became saturated and failed.  Not a big slope by any means and also not a very big slide but it is a good illustration of how even a small slide in a bad location can have big consequences.  This slide piled up to 6' of debris onto the bike path that sits above the Provo River.  I saw lots of people recreating along this path today, luckily no one was involved in this one.
Several other WL slides of this size occurred today in the Provo area on E-SW aspects at mid and upper elevations.  This was the only slide I noticed on a northerly aspect, likely due to its low elevation.
"
3/2/2013,Provo,Big Provo Cirque,Natural,Wet grains,8.0,600.0,15000.0,Southeast,10100.0,"40.379276000000, -111.630321000000","This slide on the sunny side of the Big Provo Cirque occurred around 13:00.  The temp at this time a couple miles to the south on Cascade Peak at a similar elevation was 35F.  Similar slides to this happened today on aspects E-SW in Roberts Horn, the SE and E Chutes of Elk Point, and on the west side of Timpanogos.  Not a huge WL cycle considering the rapid warming but still notable. 
I didn't notice any of theses slides stepping into deeper layers but I did hear of a report of a skier triggered HS at 10,100' in Shingle Mill, SE aspect, 100'wide.  The facets that formed both during Feb. and Jan, while rounding and gaining strength, still persist at all elevations.  They seem dormant for now but I think you could get unlucky with them in shallower areas.
"
3/3/2013,Salt Lake,Cardiff Fork,Skier,Density Change,8.0,240.0,2100.0,Northwest,9800.0,"40.597010000000, -111.650963000000",Skier went down preforming stability check and triggered a fairly good-sized avalanche that broke about 1 foot above the skier. The skier was not carried. The slope was Northwest facing with mild storm snow on the surface. It was however on a cliff band which in my opinion was a major contributor for unstable conditions.
3/3/2013,Provo,Lost Creek,Natural,New Snow/Old Snow Interface,24.0,1800.0,18000.0,Southeast,10000.0,"40.364309000000, -111.624334000000","Spotted this new one this morning. Fairly deep crown for the new snow, likely due to sluffing below the upper slopes.
HS-N-R1-D2-I."
3/3/2013,Provo,Lost Creek,Natural,Unknown,10.0,360.0,18000.0,Southeast,10400.0,"40.365355000000, -111.626480000000","SS-N-R1-D2-I windslab, likely occurred sometime last night."
3/3/2013,Provo,North Fork Provo R.,Natural,Facets,10.0,300.0,6000.0,Northeast,6000.0,"40.369540000000, -111.568415000000","These two chutes ran naturally during the afternoon with increased rain rates yesterday, entraining old snow to the ground. WL-N-R2-D1.5-O."
3/4/2013,Salt Lake,Jaws,Skier,New Snow/Old Snow Interface,8.0,600.0,7200.0,North,10200.0,"40.600920000000, -111.634655000000","We skinned up to the top off Jaws from Our Lady of the Snows in Alta. As we hit the ridge line we felt a couple small collapses (assumed to be wind slab). We skied into jaws from the east entrance coming in below the rocks. Across from us was a heavily loaded east facing slope, and the snow under our feet was sugary. We opted to sidestep out of the line."
3/4/2013,Provo,Roberts Horn,Natural,Density Change,12.0,1200.0,18000.0,Southeast,10100.0,"40.407810000000, -111.634054000000","I got a report today from Aspen Grove local, Scott Hart, of this slide in the far north end of Roberts Horn in Primrose Cirque.  We can confirm that the slide was not there this morning at first light.  It likely happened today around 12:30 and was triggered by the strong W winds.  There were at least two other similar slides today in the Lost Creek path.  Best guess currently is they were new windslabs failing at a density change.
"
3/4/2013,Salt Lake,Dutch Draw,Unknown,Unknown,8.0,480.0,3000.0,East,10000.0,"40.651992000000, -111.592941000000","Saw this between runs hiking sidecountry with friends at Canyons today between 9990 top and Dutch Draw. Didn't look too big but could have swept someone down a couple hundred feet. Hiking at around 11am, it was not there, and then on the next hike through the same area it had broken. Either someone broke the cornice off to test stability or it occurred naturally, as there did not appear to be any tracks coming out of it. "
3/5/2013,Salt Lake,Superior,Skier,New Snow/Old Snow Interface,10.0,1200.0,6000.0,North,10800.0,"40.592187000000, -111.671047000000",Saw Brad and Brett on East ridge and were talking about the touchy shallow wind slabs.  We figured that we might pull out a wild slab right off the ridge. First skier pulled out the shallow windslab and skied  off easly to the skiers right.
3/3/2013,Logan,Lower Providence Canyon,Natural,Ground Interface,16.0,1500.0,15681.295531270514,North,19406.039867566957,"41.688713000000, -111.753402000000","I observed some pretty large wet avalanches from Sunday's rain in Lower Providence Canyon.  The loose snow on north facing slopes on the south side of the canyon were quite active after the low elevation snow was saturated by the rain. 
"
3/4/2013,Salt Lake,Summit Park,Skier,Facets,30.0,2100.0,4200.0,Northwest,7300.0,"40.743290000000, -111.630106000000","Noticed this avalanche as I was driving home up I-80.  Very visible from highway.  Fairly certain it occurred today as I didn't see it this morning.  Appeared to be skier triggered from track leading into middle of the crown.  Track exited flank 100' lower to the skiers left. Guessing that skier/rider rode slab for a bit.  Photo is of skier track that likely triggered avalanche.
"
3/9/2013,Salt Lake,Little Pine,Skier,Density Change,5.0,480.0,4800.0,South,9800.0,"40.585278000000, -111.686497000000","Several wind deposited pockets in Little Pine today that became more sensitive as the day went on.  We started up the couloir ~9 and skied down it, off by 2 or so (before any clearing or direct sun). Very little deposition below 8800', more as we gained elevation. Deepest pockets of new snow ~15cm.  Old snow surface very firm sun crust, below that a variety of melt freeze grains, facets and crusts. We got a few shooting cracks in the new snow as we went up, but nothing that went more than a few feet and nothing that went any deeper than the new snow.  Kept looking for signs of any instability in the old snow but seemed to be limited to the new snow. At the top of the couloir, ~30 feet below the ridge we got a collapse in the new snow that propagated all the way across the couloir (~40') and despite ample steepness didn't overcome friction and cause an avalanche.  As we spun and headed down we pulled a few very small pockets and had some shooting cracks from ridge height (10,700') down about 1000'.  At one of the steeper pinches (~9800"")  I ski cut the top of a rollover that did propagate all the way across the couloir and ran several hundred feet vertical. Crown was ~15cm. All the cracking, collapsing and avalanching we saw was in fist hardness new snow wind slab with grain size and density change.  Weak layer seemed to be in the new snow and a few cm of the new snow remained on the old snow surface after it slid. Not really enough snow mass to be very scary, although the firm old snow surface and steepness of the terrain did make it heads up.  A nice outing, but not what I would call good skiing.
"
3/10/2013,Salt Lake,Superior,Skier,Density Change,4.0,960.0,10800.0,South,10700.0,"40.590330000000, -111.670232000000","Strong N winds on the ridgeline up to Superior. We dropped into the main shot of the south face of Superior at 0845. A slope cut released a small (30 ft across, 4 inches deep) wind slab below the skier. The slide ran for probably 1000 ft down the gully. About 200 vertical feet below the summit, another slope cut/traverse triggered another wind/soft slab (80ft wide, 4 inches deep, red arrows on photo) that propagated outward on both sides of a ridge and ran for 900 vertical. The wind slabs were very reactive. The surface underneath was hard sun crust. The slides were very manageable and broke away below the skier both times. The snow lower down on the shot was variable and ranged from dense powder to sun/wind-affected crust. "
3/10/2013,Salt Lake,The Fang,Skier,New Snow,6.0,120.0,4200.0,East,10100.0,"40.598313000000, -111.633453000000","Thought we would take advantage of some saved daylight.  Identified a wind loaded East face heading into Fang.  Cut the slope.  It released (5-10 wide)below the skier.  We watched it run.  It wasn't very big, but it ran about halfway down the apron.  I believe this is what was mentioned in the forecast.  I probably would not have made much mention of it but I had a picture to show what you are looking for.  "
