Vertical_inches,Depth_inches,Width_inches,Comments 1,Coordinates,Elevation_feet,Aspect,Weak Layer,Trigger,Place,Region,Date,OG
27000.0,36.0,12000,"Large natural slab avalanches were apparent this morning in the Wellsville Mountain Wilderness above Mendon.  Long running, destruactive avalanches that came all the way down to Maple Bench..
","41.677180699017, -112.027609335430",8500.0,East,Facets,Natural,Gibson Canyon,Logan,2022-12-31,True
27000.0,36.0,7200,"One of several large natural avalanches was in Old Logaway Canyon.  The natural avalanches were visible from across Cache Valley this morning. 
","41.672212198912, -112.027137266650",8500.0,East,Facets,Natural,Old Logway Canyon,Logan,2022-12-31,True
240.0,24.0,360,"Walked upon this along the beginning of the NW blunt ridge of Will's Hill. Could be either a remote skier trigger from a some tracks on the ridge before us or a small cornice drop. I suspect more on the side of remote trigger. Heavily windloaded. South facing of the ridge had HS 30-40cm while north facing was close to HS 3m. Was able to get very large and deep shooting cracks while walking on the ridge.
","40.638323410467, -111.585109221050",9400.0,North,New Snow/Old Snow Interface,Unknown,Willows,Salt Lake,2022-12-31,True
6000.0,48.0,4200,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled A. 

 


","38.442309732489, -109.251372374930",11500.0,Northwest,Facets,Natural,Middle Cirque,Moab,2022-12-27,True
3600.0,48.0,3000,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled B.


","38.441331899423, -109.253131904040",11700.0,Unknown,Facets,Natural,Middle Cirque,Moab,2022-12-27,True
2400.0,48.0,2400,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled D.


","38.440754361070, -109.256307639510",11800.0,Northeast,Facets,Natural,Middle Cirque,Moab,2022-12-27,True
2400.0,48.0,6000,"
Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled E.



","38.441781093462, -109.257165946390",11800.0,Northeast,Facets,Natural,Middle Cirque,Moab,2022-12-27,True
4800.0,48.0,2100,"
Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled F. This is a repeat runner this season.

 



","38.442645859771, -109.263689078710",11800.0,Northeast,Facets,Natural,Red Snow Cirque,Moab,2022-12-27,True
6000.0,48.0,2400,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled G.


","38.446266765388, -109.262873687170",11700.0,Southeast,Facets,Natural,Red Snow Cirque,Moab,2022-12-27,True
2400.0,48.0,3000,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled H. It could have been sympatheically released or connected to Avalanche G. 


","38.448035901271, -109.259955443770",11100.0,East,Facets,Natural,Tukno NE Face,Moab,2022-12-27,True
9600.0,48.0,4800,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled I.


","38.448393389662, -109.260985412030",11200.0,Northeast,Facets,Natural,Tukno NE Face,Moab,2022-12-27,True
8400.0,48.0,4800,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Avalanche detailed is labeled J.


","38.449193913134, -109.261929549590",11200.0,Unknown,Facets,Natural,Gravel Pit Lanes,Moab,2022-12-27,True
7200.0,48.0,1500,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Cross wind loading over the terrain feature was a contributing factor. This is a rare aspect for a faceted persistet weak layer. Stability tests performed that day confirmed a reactive weak layer on southerly aspects. 


","38.462447805847, -109.239656485940",11700.0,Southwest,Facets,Natural,Mount Mellenthin,Moab,2022-12-27,True
6000.0,48.0,2400,"Avalanche occurred as a result of Dec 26-27 storm event that produced 19"" of snow at 2.6"" SWE. This is a repeat runner this season. Several other large avalanches were observed in Gold Basin the same day. Failure is assumed to be on a known persistent weak layer of facets 30-40 cms above the ground that formed during the November high pressure. Faint debris is visible in the line of the x's leading me to believe this may have avalanched wider than is noted.

 


","38.453217783632, -109.266263999370",10800.0,North,Facets,Natural,Exxons Folley,Moab,2022-12-27,True
1749.8446084173183,18.0,60,"After getting no propagation in our snowpit, but getting a CT9 compression test result, I was curious on if there was anything that would slide. We safely broke off some cornice chunks (photo 1) and they slide down the slop and broke into the new snow.  A slope cut did not produce any results, but jumping very hard I was able to get the entire new snow to slide, but only the width of my skis (photo 2). There was no propation.
","40.692151430573, -111.599557502190",22911.848193835613,North,New Snow,Skier,Murdock Peak,Salt Lake,2023-01-01,False
12000.0,36.0,12000,"I believe this was triggered by small chunks of cornice that I had knocked off while skinning on the ridge. I had watched them tumble down the slope for a few hundred vertical and stop. Nothing came of it, so I carried on, but after I came back down to the saddle, I was pretty surprised to see this large slide. Due to the substantial hang fire, I was not willing to investigate much at all. The upper crown looked to vary from 18'-30"" and the far left of the lower crown looked like it was over 48"" probably due to wind loading. The light was very flat all day, which made it almost impossible to get any good photos. Here is the approximate slide path from Google Earth. the light did improve for a few minutes at the end of the day, just enough to show me the extensive debris piles which flowed a good ways down Cutler Creek, and all across the east face. This was from earlier in the storm, as the debris was quite smoothed over from wind and additional snow.
","41.368111225851, -111.962871538670",9300.0,Northeast,Unknown,Skier,Cutler Basin,Ogden,2022-12-31,True
8400.0,72.0,5400,"The avalanche was reported as a natural, which is a good possibility.  There is also a good chance that it was remotely triggered from a distance, perhaps someone riding on Red Pine Ridge above or on the sub-ridge dirrectly to the south of the bowl.  
","41.706897607842, -111.689801203320",8900.0,East,Facets,Unknown,Red Pine Ridge,Logan,2023-01-01,True
3600.0,48.0,1800,"Today I observed many small slides in the new storm snow on SE through NE. Most were partially buried in new snow. A substantial debris pile was just south of the slide I reported a few days ago.  One slide we saw was much larger with a crown of 100cm. Elevation 7750 ft. HS skiers right crown was 225 cm and on the left was 285 cm.  Judging from snow depth this spot has significant wind loading which contributed to this slide.  this probably happened Saturday or maybe New Years Day because there was 24 cm of new snow on the bed surface. There was a weak layer just above the November facets. This layer was a couple of inches of 4 finger snow with 1 finger snow above and below the weak layer. Stability testing of skiers right hangfire ECTX. The basal facets are definitely gaining strength although that 2 inch layer is slower to heal. 

Photos-

1. Crack in hangfire.

2. Deposition pile.

3. Crack left flank.

4. Looking toward apex of crown.

5. Looking across to location where we dug snowpit.

6. Looking towards apex from snow pit.

7. Putting the crown in perspective. The bed surface has about a foot of new snow on it.

8. Snow from weak layer. Looks like graupel until you magnify it. Can anybody identify? Whatever it is it is round and weak. 

Stay safe.
","41.363394732785, -111.932466017280",7800.0,Northeast,Facets,Natural,Rodeo Ridge,Ogden,2022-12-31,True
7200.0,72.0,7200,"Snowmobilers rode up Ephraim Canyon mid day and the avalanche had not occurred yet.  They did some riding and were working their way back down in adjacent terrain to the avalanche path.  They were a few hundred yards away.  They worked their way down through the trees and when they came to the run-out zone of the path, it was filled with fresh debris.  There was no wind loading or heavy snowfall so the most likely trigger was the snowmobilers when they were in the adjacent terrain to the path.
","39.307969047988, -111.466984736050",10000.0,Northeast,Facets,Snowmobiler,Ephraim Canyon,Skyline,2023-01-02,True
1200.0,24.0,4800,"Dimensions are estimates.
","40.532883904947, -111.007075771910",9600.0,Northwest,Facets,Snowmobiler,Soapstone,Uintas,2023-01-02,True
1200.0,24.0,840,"

Occurring sometime midday with an unknown trigger, Shaun Raskin spotted this pocket low in Mill Hollow yesterday.
","40.513815977446, -111.076798426300",8300.0,Northeast,Facets,Unknown,Mill Hollow,Uintas,2023-01-03,True
6000.0,72.0,12000,"Tuk N face, below cliffband. wide crown.
","38.442711652750, -109.259161936690",11700.0,North,Facets,Natural,Mt Tukuhnikivatz,Moab,2023-01-02,True
4800.0,60.0,6000,"Two avalanches occured up high on the NE face of Tuk. This one occurred on Jan 2 and ran on the buried persistent weak layer.
","38.440554112152, -109.257895934030",11800.0,Northeast,Facets,Natural,Mt Tukuhnikivatz,Moab,2023-01-02,True
7200.0,42.0,4200,"This path is one of the usual suspects.  When this path releases naturally, often there are many other slopes that have also released naturally.
","39.415424063264, -111.387398230170",10400.0,Northeast,Facets,Natural,South Fork,Skyline,2023-01-01,True
4200.0,36.0,2400,"

Decent sized natural on the north facing shoulder of High and Tight. I think this ran overnight of 1/1-1/2 during the height of the big New Years storm when high PI rates were crushing the south half of the range.
","40.364057285011, -111.154561030050",9600.0,North,Facets,Natural,Currant Creek,Uintas,2023-01-02,True
8400.0,60.0,12000,"A very impressive avalanche on the West side of Talking Mt. Cirque. The slab was connected enough to wrap around the ridge and take out all of Lone Pine as well.
","38.445431070422, -109.249119746120",11200.0,Northeast,Facets,Natural,Talking Mt. Cirque,Moab,2023-01-02,True
12000.0,72.0,18000,"This R3 avalanche is another example of how well connected the slab is. It is very impressive that this avalanche crossed the ridge into El Pinche and crossed another ridge into Travis Bowl. 
","38.443884932811, -109.242768275180",11600.0,Northwest,Facets,Natural,Talking Mt. Cirque,Moab,2023-01-02,True
5400.0,24.0,3600,"We observed this slope being loaded just before the avalanche ran. The new snow failed under the weight of a fresh soft slab of wind drifted snow.
","38.441498438002, -109.257144915510",12000.0,Northeast,New Snow,Natural,Mt Tukuhnikivatz,Moab,2023-01-04,True
4800.0,36.0,3600,"Dimensions and date of avalanche are estimates. This slope receives a lot of wind loading.
","40.872400169127, -110.974556334610",10100.0,Northeast,Facets,Unknown,Yamaha Hill,Uintas,2023-01-01,True
480.0,12.0,1800,"Fresh slab of wind drifted snow triggered naturally by additional wind loading or possibly by a small piece of cornice falling. Dimensions are estimates.
","40.860141045874, -111.002494000250",10600.0,North,Density Change,Natural,Upper Humpy Creek,Uintas,2023-01-05,True
3000.0,36.0,3000,"It was hard to gauge the exact dimensions since much of this avalanche had filled in.

 

It happend in the exact same location as this accident from March 2022
","40.871466277136, -110.984062083360",10200.0,North,Facets,Unknown,Humpy Chutes,Uintas,2023-01-01,True
1800.0,14.0,720,"We were breaking trail and skinning up the sub-ridge that separates Mid East from Lower East Mineral and saw the crown to the south in Mid East Mineral.  We didn't go over to examine the crown due to the hang fire above, but it was clearly just the new snow and didn't step down into older snow.   There wasn't much, if any, new snow on the debris and the crown wasn't filled in, so we believe it ran Friday afternoon, not much before we arrived in the area.  It was difficult to estimate how far the debris extended down the slope as it ran into dense trees.  The presence of this small, but problematic avalanche in the new snow had us recalibrate the slope angle of our skiing.
","40.615085607683, -111.681858450320",8900.0,Northeast,New Snow,Natural,Mineral Fork,Salt Lake,2023-01-06,True
9600.0,48.0,9600,"Naturally triggered D2 avalanche with sizeable crown. Did not get closer to investigate, nor did we dig a snowpit. I am guessing it failed on the buried PWL from November only because of the size of crown. Failed beneath a significant slope convexity.
","41.880602624022, -111.680080877850",9000.0,Northeast,Facets,Natural,2nd Sister,Logan,2023-01-06,True
15000.0,42.0,18000,"Looks like most of the Corkscrew face went with the last storm cycle. A crown was observed right below the upper ridge, and along some of the small gaps ~2/3 up the slope. Was probably triggered by wind loading from ridge and then broke on the deep faceted weak layer we have been observing on similar slopes.
","38.453414369388, -109.276671397130",10700.0,Northwest,Facets,Natural,Corkscrew Glades,Moab,2023-01-02,True
21000.0,72.0,2400,"Big winds in the Wellsvilles means big avalanches! We watched the wind pick up and move a foot of snow from one side of the mountain to the other on our south facing approach. We got to a place to transition and started skiing down in the wind towards the east down the ridge to look for a good place to start into the bowl. Wind loading was extreme. Skier 1 traversed safety to another sub ridge and I dropped in for about four or five turns actually before it was cracking up so me and skier 1 traversed the sub ridge even more because it was starting to come at us from above. Skier 3 was blinded and taking pauses in the high winds on the main ridge but was able to navigate the crown and bed surface to us to regroup. I watched the avalanche pick up speed and we skied down investigated the debris field which ran about 2000' vert, snapped small maples and into a small gully...

 

I'm glad no one was caught. The wind even without storm snow was fierce, and very difficult to do anything. It pushed the danger scale way up and as a group it was definitely a good thing to have options and it should be noted that this is the first aggressive bowl of the Wellsvilles. Ski cutting into the bowl vs going out the way we came up was the reason this slide was triggered. It's hard to say what could have gone differently. 
","41.628463638482, -111.989736544160",8000.0,East,Facets,Skier,South Bowl (the Diamond),Logan,2023-01-08,True
15000.0,5.0,600,"
Today we dropped into Greaseball Couloir just north of the summit of Kessler Peak with the plan to ride out Argenta. On our way up, we dug a snowpit to test stability and found no deep instabilities in the snow structure. As we approached the ridge of Kessler we noticed a lot of wind coming over the ridge and depositing on the North face. We did some stability stomps and were unable to get anything to propagate or observe any shooting cracks. As we traversed from the summit of Kessler to the entrance of the line, we started noticing cross loading beneath the top of the couloir which was causing some strange wind pockets and small cornices. To test the stability of the cross loaded surface, I stood back and stomped at the base of a cornice about the size of a small fridge. The cornice broke and dropped onto the slope without causing any propagation on the slope below. Outside the cross loading, the majority of the wind gusts were coming up the couloir and depositing snow onto the East Face of Kessler. Which made us believe that there likely wasn't any widespread wind loading issues in the couloir proper.
 

I descended first and dropped into the hanging bowl, after making a heel side turn, an isolated wind slab broke loose below and above me which knocked me off my feet and took me for a ride. I was able to keep the majority of my body above the snow and was able to radio my partner that I was sliding with the debris. I made swimming motions with my arms and kicked my board to help keep me on top. After about 300 feet, I was able to slow down and stop, while the rest of the debris released below me. After regrouping, we descended the debris. The slope slid about 1,300 feet. 
 

Mistakes / Learnings: 



-Respect the wind. Even a small ""manageable"" wind pocket can break and carry you a long way in steep terrain with long runouts. 



-Cross loading is serious. I had read the avy forecast and knew that wind was a problem, but I did not anticipate cross loading to be as obvious as a problem, as this is less common in the Wasatch. Lesson learned.



-Make a ski cut. I think I could have mitigated some hazard had I made a ski cut before dropping onto the hanging snow field.



","40.626411696911, -111.668601023260",10200.0,Northwest,Unknown,Snowboarder,Argenta,Salt Lake,2023-01-08,True
1200.0,6.0,840,"This avalanche appears to have been natural in the new snow. It estimated it at about 6"" deep. I assume this slide on Friday or Saturday based on wind having blown snow onto the bed surface.
","40.696739008918, -111.603941990680",8800.0,Northeast,Unknown,Natural,Murdock Peak,Salt Lake,2023-01-07,True
600.0,12.0,540,"Traversing across the top of a small hill... a wind slab, from overnight and daytime southerly winds, was triggered and one skier was caught and carried about 50 ft. Fortunately the terrain was ultra low consequence as the hill was very small and no terrain features.
","40.545685502467, -111.690531769980",9700.0,Northwest,Unknown,Skier,Red Pine Gulch,Salt Lake,2023-01-08,True
1200.0,12.0,3600,"I triggered this small D2 avalanche on the steep wind-loaded, north-facing ridge between Brighton Hill proper and 10'420. South to southeast winds were howling by mid day creating sensitive new cornices and windslabs on NW-N-NE slopes. This little test slope was easily spottable from the side and accessible from the top. As I approached the cornice, it failed triggering the slab below which propagated surprisingly 300' wide with some speed and energy. The slope was small so it ended only 100' below in the lower angle treed slope but piled up quite deep. The slope angle directly below the cornice was steep at 39-40 deg. for a short distance. I think it needed this pitch as lower angle slopes were less sensitive and more stubborn. The weak layer was a density inversion at the old snow interface about 30-40cm down. I didnt do any tests in the hangfire as most all of the slope had avalanched but Gagne has a pertinent observation on a nearby slope that highlights this same weakness. 

Touchy.
","40.604511654172, -111.569359289730",9600.0,North,New Snow/Old Snow Interface,Skier,Brighton Hill,Salt Lake,2023-01-10,True
1200.0,48.0,4800,"This slide pulled out overnight and blocked SR31.  It broke right to the ground suggesting that it failed on the facets that formed in November.  However, this path has pulled out in different sections already this winter.  It could just be reloaded and was a repeater.
","39.599520892985, -111.213848578100",8700.0,Northeast,Facets,Natural,Dam Sluff Cuts,Skyline,2023-01-11,True
21000.0,72.0,42000,"This was one of the biggest avalanches I can remember on this slope, but I've only been around for 16 years in the backcountry. Bruce Tremper said today he's never seen it run that big in his 30-year career. I think this would classify as R4D4. The deepest part of the avalanche was 16 feet deep; however, the average depth across the crown line was closer to 6-8 feet deep. Impressive.

 

 

 
","40.666926044463, -111.683733463880",10200.0,Northeast,Facets,Natural,Gobblers Knob,Salt Lake,2023-01-12,True
27000.0,72.0,6000,"One of many large natural avalanches we observed in the Wellsville Mountain Wilderness
","41.653873511533, -112.012717710990",8800.0,Northeast,Facets,Natural,"North Fork, Shumway Canyon",Logan,2023-01-11,True
21000.0,60.0,9600,"We noticed lots of sizable natural avalanche activity in the Wellsville Range.   A huge crown from a natural avalanche is visible from Wellsville in Rattlesnake Canyon.
","41.619394190465, -112.005121695060",8400.0,East,Facets,Natural,Rattlesnake Canyon,Logan,2023-01-11,True
1200.0,48.0,6000,"Explosive testing released two wide avalanches on steep road cuts at the Electric Lake dam.  These are just west of a natural avalanche that blocked the road early Wednesday, Jan 10, 2023.  Portions of these slides have already released at least once earlier this winter.  This terrain is quite susceptible to wind loading.  The combination of two feet of new snow along with significant wind was what created the unstable structure.
","39.600108106477, -111.215039478920",8700.0,Northeast,Facets,Explosive,Dam Sluff Cuts,Skyline,2023-01-12,True
27000.0,60.0,30000,"Huge natural hard slab avalanche(s) crown appeared to be connected, stretching across Mitton Peak and Rattlesnake Headwall, and bringing a huge pile of (wet) debris down to about 6200' in elevation.  Debris pile hard to describe with words and fairly difficult to travel on.
","41.614105997897, -112.000765787620",8400.0,Northeast,Facets,Natural,Mitton Peak,Logan,2023-01-11,True
1200.0,8.0,600,"A party of 2 skied off of pink pine ridge. We noticed lots of sluffs and some fracturing on the main slope when we skid it and commented that we would not want to ski anything steeper than what we were on. While skiing the bottom of the drainage the first skier triggered an avalanche in the new snow that broke above both skiers. The first skier was able ski to a safe area while the second was knocked of their feet. While pulling their ski from beneath the debris the second skier observed that the avalanche had started about 100' above them on a roll over in some trees and was about 6-8"" of the new snow that slid.

 

 
","40.562231808343, -111.689200388490",8400.0,Northeast,Density Change,Skier,Pink Pine,Salt Lake,2023-01-15,True
1200.0,8.0,2400,"Below: eastern side of the crown. Estimated avg 8"" depth. 6-10"". Area was being lightly loaded by the wind. Precip light in the morning to moderate later in the day. Winds were calm until we got up to Reynolds at 1030 where they jumped to moderate and it stayed breezy all afternoon. 
","40.660798355944, -111.636543261130",9000.0,North,New Snow,Skier,Toms Hill,Salt Lake,2023-01-15,True
7200.0,12.0,7200,"Pretty large assuming natural (no skintrack heading above where we dropped) new snow slide in the E facing bowl behind west porter.  Probably triggered from high PI.  Stopped in the trees to shoot a photo of my buddy and saw a lot of snow moving about 50ft to my left.  Visibility was poor but from the debris piles looked like most of the bowl had slid, roughly 600ft from a caltopo measure.  Triggered another 10 or so small soft slabs on our way out porter, just about every little roll or test slope would crack and get some snow moving.  Roughly 8"" of new snow above 8500' and was still dumping 1-2""/ hour on our exit at 1pm
","40.667944246291, -111.723060595090",9500.0,East,New Snow,Natural,west porter,Salt Lake,2023-01-15,True
2400.0,6.0,240,"We were a group of two skinning up towards the mid-elevation low-angle meadows of Highline. We were loosely following a burried but visible existing skin track. We came around a corner to find a small, steep, and relatively isolated slope under a rock band. The rocks were about 35 feet above us and the slope was 20 feet wide.  After discussing options/precautions, skier 2 (submitter) stayed back in a safe spot while skier 1 stepped out into the slope. Skier 1's steps quickly triggered a slide in the new snow layer--roughly 6"" on average and starting all the way from the rocks above. Skier 1 stayed in place on their feet during the slide then continued across to sub 30 degree terrain just beyond the slope. 

 

The slide was 20 feet wide and went 200+ feet downhill. At it's deepest, the new snow layer there was 8"" but was only 3"" up at the rocks. The slope where skier 1 triggered it from was 39 degrees. At it's steepest by the rocks above, we would estimate the slope was nearly 45 degrees. 

 

Overall the slide was small and the skier had no trouble standing in place while it happened. No movement at all in the 33 degree and 28 degree terrain over ridges on either side. However, we both immeadiately recognized that in larger terrain, the same situation could have been much worse. We double checked our plan and adjusted for extra caution.

 

Continued our day and saw no other red flags above this point. However, we were getting a lot of sluffing, cracking, and movement in the snow at much lower elevations on our way out.

 

It was a nice reminder that established skin tracks are not always the best option. On our way out we realized cutting over 250' lower in elevation would have completed avoided this terrain. 

 

 
","40.620872528936, -111.689233916110",8100.0,North,New Snow,Skier,Mineral Fork,Salt Lake,2023-01-15,True
3600.0,8.0,7200,"We remotely triggered this slide while skiing the lower angle ridgeline. The slide ran at least 200 meters down the ridge and past where I took the photo. It ran on the old snow/new snow interface. Part of this slid 8 days ago.
","40.695474683668, -111.604635944650",9100.0,Northeast,New Snow/Old Snow Interface,Skier,Murdock Peak,Salt Lake,2023-01-15,True
1800.0,8.0,600,"Skied in the Alta periphery today. Began in Dry Fork where instability, interestingly, was hard to come by. Likely related to the aspects we chose. As skiers began to venture to the Lake Catherine area, instability quickly became obvious and surprising. Widespread almost certain D1 soft slab activity was found on the E through N slopes above Lake Catherine. ""Almost Certain"" doesn't appropriately describe the reactivity. As I cut a traverse to ski the Sunset doors, I triggered first a D1 soft slab at my feet before the cliff (pictured, skier in photo), and past the cliff, a D1 soft slab broke 50 feet above me, and ran past me, luckily without sweeping me off my feet. (Pictured: crownline photo without the skier - if you can't make out the crown, it runs the width of the photo 8"" deep or so). This is the avalanche I am citing in this report, though another party triggered a similar avalanche from the top of Rocky Pt. Didn't get a photo. 

 

As I escaped to non avalanche terrain, I was more than curious to dig. Propagation within the new snow? Blower pow acting as a slab? Sign me up. Snowpit attached. I found that the weak grain in question appeared to be buried stellar dendrites, and I couldn't tell, but maybe some needles were included. In any case, these grains (pictured) reliably produced failures 30cm down on all aspects in handpits. I don't know what changed within the new snow to create this instability, as the snowpack is otherwise rightside up. It should be noted, however, that, for the moment, these avalanches can be triggered remotely; are not limited to breaking at our feet. My hackles are up. 
","40.577854108847, -111.594722258170",10400.0,North,New Snow,Skier,Sunset Peak,Salt Lake,2023-01-15,True
3600.0,12.0,3600,"Very touchy and reactive storm slabs all over CSR around 1p today during high PI rates. Not much wind on the way up, but at the very top, the wind was cranking over the ridge from the southwest, transporting more snow. While moving across the very top of the Draw a small storm slab pulled out and ran loose slough past me well down into the draw out of sight (no signs of people or tracks into the draw at that time). We decided to ski CSR mostly on the ridge itself due to the sensitivity of things. Many small sloughs were running even there on lower angle, and some more connected small pieces would run as well, and then this big, well-connected slide was triggered when partner pulled up above a rollover that got a bit steeper below. It sympathetically triggered another big piece around a small subridge as well. Ran down some few hundred vert through trees below us and out of sight. It did not hit the skin track or anyone below. We expected localized new snow instabilities, but not these well connected pieces and full-go storm slabs. 
","40.614615187596, -111.641174094990",9400.0,Northeast,Unknown,Skier,Chicken Sh#! Ridge,Salt Lake,2023-01-15,True
3600.0,8.0,12000,"Very wide avalanche on the steep SE facing cliffs above West Porter.  Likely ran on the old snow sun crusted surface.

 

Many more connected avalanches failing within the new snow at a density change that occurred early on in the storm.  Many of the exposed slopes that had slid at at ~1:00 PM had filled back in with a combination of new and wind loaded snow.  Test slopes where the bed surfaces had filled back in completely were un reactive.

 
","40.678961933418, -111.716829287070",7800.0,Southeast,New Snow/Old Snow Interface,Natural,west porter,Salt Lake,2023-01-15,True
4800.0,16.0,1800,"The new windblown snow was way more sensitive today than I expected. A density change just above the old snow surface got buried by slightly more dense snow creating a bit of an uspside-down storm slab. After triggering a couple small pockets on the Flagstaff uptrack we attempted to look into Two Dogs. The cornices have grown to Adult size and we couldn't safely get close enough to see over the edge. As I traversed along the ridge to exit a portion of the cornice broke about 30' away from me and triggered a SS-ASr-R2-D2-I that propagated across most of the slope. It moved with speed but was quickly slowed as the slope angle lessened. Most of the slides today were small and didn't pack much punch but this one was large enough to ruin your day. Only one pic due to poor vis. 
","40.599200546159, -111.641843306130",10200.0,North,Density Change,Skier,Two Dogs,Salt Lake,2023-01-15,True
240.0,10.0,600,"Numerous small pockets were triggered along the standard Flagstaff uptrack. Much more sensitive than we originally expected. The weak layer was lower density snow just above the old snow surface (sun crust) that got buried by slightly higher density wind-blown storm snow. Pic 1 was the first small pocket just above the Flag summer road that stopped after moving only 10'. #2 is a larger pocket that UDOT forecaster Dan Costaschuk triggered while ascending.
","40.596724057071, -111.641328322010",9800.0,Southeast,Density Change,Skier,Flagstaff Ridge,Salt Lake,2023-01-15,True
4200.0,18.0,3600,"Multiple Soft Slab/Storm Slabs observed from 1100 hours until 1330. Slope cuts easily triggering Storm Slabs and average depths were 45 cm. Reactive/Touchy weak layer was a density change of light density snow just above the old snow surface that then got buried by slightly more dense snow creating an inversion in the new snow. At 1330 a Natural Storm Slab avalanche propagated 300 feet wide across a moderately small mid slope bowl feature. The depth appeared to be similar to the previously cited crowns. It ran at least 100 meters. S5 Precipitation Rates continued throughout the day with Storm totals at 1100 hours 40 cm. Accumulations during the day until exiting at 1400 added at least another 15 to 25 cm of light density snow.  
","40.553818740510, -111.617746340350",9600.0,North,Density Change,Natural,American Fork,Provo,2023-01-15,True
3600.0,4.0,600,"Remote triggered a soft slab avalanche while skinning the first switch back on the white pine road after the red pine lake trail junction. I triggered the avalanche from about 100 feet away it ran for about 300 feet. I didn't want to go inspect the crown for safety reasons, but it looked to be about 4 inches deep and 50 feet wide. While this slide was not able to bury a person, it was definitely large enough to take you off your feet while skinning and into a tree well, which could lead to you essentially being ""buried"".
","40.571510551780, -111.681998315140",7800.0,Northwest,Unknown,Skier,White Pine,Salt Lake,2023-01-15,True
240.0,3.0,480,"This was triggered just off the skin track riders left side of the track on the way down. As my buddy skied up next to me, the supporting layer of snow at the bottom of the slope was removed and this broke, propagating about 40ft. It was a small slide, so it only came up to our knees. The crown was just below the support from the brush/ trees above it. Looks like it broke on the new/old snow interface. This was on a pretty steep and short slope, about 50 degrees. The photo is taken at the bottom of the slide. It only ran about 20ft.
","40.641904269535, -111.615469144890",8000.0,Northwest,New Snow/Old Snow Interface,Skier,Bear Trap,Salt Lake,2023-01-15,True
6000.0,6.0,360,"Wind! Past black knob it was probably a consistent 20 mph with higher gusts, anything N facing was touchy above 10,000'. I went out a foot too far from the skin track and trigger a wind slab on a rollover which ran about 500'. This will undoubtedly be a problem of growing concern the next few days. 
otherwise S facing felt pretty stable, a couple of hand pits showed right side up snow w/ no obvious layers. 
","40.593799655424, -111.660833345960",10300.0,North,Unknown,Skier,Little Superior,Salt Lake,2023-01-16,True
4800.0,18.0,240,"Ski cut triggered storm snow slide on hard sun(?) crust at a rollover that was ~40 deg.  18"" crown, 20' wide, ran 400' into meadow below.  Enough energy to knock you off your feet but unlikely burial.  I've seen same spot slide in similar new snow conditions.  Touchy spot just north (skinner's right) of standard skin track to peak 10561 in Upper Days. 
","40.604154012768, -111.641693102440",10100.0,Southeast,Unknown,Skier,Days Fork,Salt Lake,2023-01-16,True
600.0,12.0,600,"Josh skied this short steeper pitch first, when he was most of the way down, I began to descend and headed towards this sub ridge feature. When I got to the steep ridge a 25ish foot wide 12 inch deep slab popped out at my feet and followed Josh's path down. He was out of the way. Cam skied down to me mid slope. Cam then cut across from me to the other side of the ridge and released another 20ish feet wide slab right above him and it ran down to the flat. Fun to see. Could have been scary in consequential terrain. There were lots of slides from the past couple days all around the basin of varying aspects, lengths, widths and depths running within the new snow and at the old snow. 
","40.664320787071, -111.752886759330",7900.0,North,New Snow/Old Snow Interface,Skier,Thomas Fork,Salt Lake,2023-01-16,True
