,Date,Region,Place,Trigger,Trigger: additional info,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed,Accident and Rescue Summary,Terrain Summary,Weather Conditions and History,Depth_Inches,Width_Inches,Vertical_Inches,Elevation_Feet,Avlanche Season Phase
113,2019-12-17,Uintas,Uintas,Natural,,Facets,5',150',250',Northeast,"10,300'","40.833545436199, -110.961055742900",,,,,,,,,,60.0,1800.0,3000.0,10300.0,End
114,2011-01-02,Provo,Arrowhead Slide Path,Skier,Intentionally Triggered,Density Change,"12""",50',500',Southeast,"8,000'","40.366656000000, -111.592169000000",,,,,,,,,,12.0,600.0,6000.0,8000.0,Start
115,2010-01-23,Salt Lake,Cardiac Bowl,Natural,,,,"2,500'",,Northeast,"10,600'","40.592513000000, -111.666112000000",,,,,,,,,,,30000.0,,10600.0,Start
116,2021-12-18,Uintas,Currant Creek,Snowmobiler,,Facets,"20""",150',100',East,"10,000'","40.393406400428, -111.169568995320",,,,,,,,,,20.0,1800.0,1200.0,10000.0,End
117,2022-02-25,Uintas,Uintas,Snowmobiler,Unintentionally Triggered,Facets,"20""",175',200',Northeast,"10,800'","40.827839081965, -110.961184488950",,,,,,,,,,20.0,2100.0,2400.0,10800.0,Start
118,2022-04-15,Salt Lake,Murdock Peak,Natural,Repeater,New Snow/Old Snow Interface,"5""",100',100',North,"9,000'","40.695304566966, -111.603198038660",,,,,,,,,,5.0,1200.0,1200.0,9000.0,Middle
119,2020-02-16,Salt Lake,Emma Ridges,Snowboarder,,New Snow/Old Snow Interface,"5""",200',,North,"10,000'",,,,,,,,,,,5.0,2400.0,,10000.0,Start
120,2022-03-01,Provo,Mt Nebo,Natural,,Facets,2',200',,Northeast,"10,700'","39.823928855275, -111.755138415520",,,,,,,,,,24.0,2400.0,,10700.0,Start
121,2021-02-17,Skyline,Philadelphia Flats,Natural,,Facets,3',100',100',North,"10,100'","39.296807122336, -111.459004627940",,,,,,,,,,36.0,1200.0,1200.0,10100.0,Start
122,2017-12-25,Logan,Bunch Grass,Natural,,New Snow,,25',70',East,"8,700'",,,,,,,,,,,,300.0,840.0,8700.0,End
123,2019-05-24,Salt Lake,Albion Basin,Skier,,,"10""",30',,North,"9,800'","40.569860426944, -111.617467390610",,,,,,,,,,10.0,360.0,,9800.0,Middle
124,2012-02-24,Salt Lake,Kessler,Explosive,Intentionally Triggered,Surface Hoar,4',600',"2,000'",Northwest,"10,000'","40.627939000000, -111.668496000000",,,,,,,,,,48.0,7200.0,24000.0,10000.0,Start
125,2013-12-27,Uintas,Whitney Basin,Snowmobiler,Unintentionally Triggered,Facets,4',350',600',Northeast,"10,300'","40.832125000000, -110.960026000000",,,,,,,,,,48.0,4200.0,7200.0,10300.0,End
126,2019-02-15,Provo,Lost Creek,Natural,,,,,,Southeast,,,,,,,,,,,,,,,,Start
127,2018-02-28,Salt Lake,Bonanza Flats,Skier,,Facets,"2""",50',100',North,"8,000'","40.630174109550, -111.511230455980",,,,,,,,,,2.0,600.0,1200.0,8000.0,Start
128,2021-02-18,Skyline,Middle Fork,Snowmobiler,Remotely Triggered,Facets,2.5',450',200',Northeast,"10,100'","39.244959752347, -111.491276966800",,,,,,,,,,30.0,5400.0,2400.0,10100.0,Start
129,2020-01-10,Uintas,Uintas,Snowmobiler,,,,,,Southeast,"10,300'","40.389606292968, -111.176612811460",,1.0,,,,,,,,,,,10300.0,Start
130,2022-11-02,Salt Lake,Upper Collins area,Skier,,,"4""",10',,Northwest,"9,600'","40.577778605122, -111.635406004510",,,,,,,,,,4.0,120.0,,9600.0,End
131,2021-02-06,Uintas,Bald Mountain,Natural,,Facets,3',250',,East,"11,500'","40.695021385046, -110.904042708090",,,,,,,,,,36.0,3000.0,,11500.0,Start
132,2017-01-23,Salt Lake,Maybird Gulch,Natural,,,2',40',200',Northwest,"10,700'",,,,,,,,,,,24.0,480.0,2400.0,10700.0,Start
133,2011-02-13,Logan,Cornice Ridge,Snowmobiler,Unintentionally Triggered,,,,,Northeast,"9,500'","41.893748000000, -111.665554000000",1.0,1.0,,,,,,,,,,,9500.0,Start
134,2023-01-11,Salt Lake,Claytons,Natural,,,"20""",100',,South,"10,400'","40.588540145852, -111.560062753300",,,,,,,,,,20.0,1200.0,,10400.0,Start
135,2021-12-18,Salt Lake,Crystal Palace,Unknown,,Facets,2',150',800',Northeast,"10,000'","40.612250183282, -111.644697418490",,,,,,,,,,24.0,1800.0,9600.0,10000.0,End
136,2013-03-10,Salt Lake,Catherine's Pass,Unknown,,New Snow/Old Snow Interface,"12""",50',50',South,"10,000'",,,,,,,,,,,12.0,600.0,600.0,10000.0,Start
137,2022-03-20,Salt Lake,Salt Lake,Skier,,,"6""",30',,West,"10,000'",,,,,,,,,,,6.0,360.0,,10000.0,Start
138,2019-02-24,Uintas,Chalk Creek,Unknown,,,,300',,Northeast,"10,200'","40.847263253027, -111.068328010210",,,,,,,,,,,3600.0,,10200.0,Start
139,2016-12-17,Salt Lake,Pioneer Peak,Natural,,Density Change,2',300',500',Northwest,"10,000'","40.581250287856, -111.588714109990",,,,,,,,,,24.0,3600.0,6000.0,10000.0,End
140,2010-12-22,Provo,Deer Creek,Natural,,New Snow/Old Snow Interface,"12""",450',"1,500'",Northeast,"9,400'","40.490630000000, -111.683321000000",,,,,,,,,,12.0,5400.0,18000.0,9400.0,End
141,2023-03-18,Salt Lake,Upper Red Pine,Skier,,,"8""",30',,Northeast,"10,200'","40.536698954513, -111.693427549900",,,,,,,,,,8.0,360.0,,10200.0,Start
142,2023-04-11,Provo,Cascade Ridge,Natural,,Wet grains,6',300',,West,"10,400'","40.308751883982, -111.591397034070",,,,,,,,,,72.0,3600.0,,10400.0,Middle
143,2022-03-27,Uintas,Shingle Peak,Natural,,,"14""",100',,East,"10,500'",,,,,,,,,,,14.0,1200.0,,10500.0,Start
144,2013-02-01,Salt Lake,Sun Dial,Unknown,,,2.5',300',600',Northeast,"9,800'","40.597988000000, -111.683578000000",,,,,,,,,,30.0,3600.0,7200.0,9800.0,Start
145,2015-12-23,Salt Lake,South Monitor Bowl,Natural,Cornice Triggered,Facets,,,,North,"9,800'",,,,,,,,,,,,,,9800.0,End
146,2023-01-28,Salt Lake,Eeeny Meeny Miny Moe,Natural,,Density Change,"6""",25',,East,"8,400'","40.615975274543, -111.714456068570",,,,,,,,,,6.0,300.0,,8400.0,Start
147,2022-12-03,Uintas,Duchesne Ridge,Natural,,,2',150',,East,"9,800'","40.464217711230, -111.119369106680",,,,,,,,,,24.0,1800.0,,9800.0,End
148,2019-11-28,Salt Lake,East Bowl,,,Facets,3',50',200',Northeast,"9,900'","40.599747102682, -111.619677530840",,,,,,,,,,36.0,600.0,2400.0,9900.0,End
149,2016-01-18,Salt Lake,No Name Bowl,Unknown,,Facets,2',30',600',North,"9,400'",,,,,,,,,,,24.0,360.0,7200.0,9400.0,Start
150,2022-03-11,Salt Lake,Lambs Canyon,Skier,,,"20""",150',,North,"8,000'","40.715520238257, -111.670659618690",,,,,,,,,,20.0,1800.0,,8000.0,Start
151,2014-01-10,Salt Lake,Tuscarora,Natural,,Density Change,,,,East,"10,600'","40.584503000000, -111.598278000000",,,,,,,,,,,,,10600.0,Start
152,2020-01-29,Provo,Cascade Ridge line,,,,,,,,,,,,,,,,,,,,,,,Start
153,2023-02-14,Salt Lake,Raymond Peak,Natural,,Density Change,,,,South,"9,700'","40.661658253225, -111.697654711290",,,,,,,,,,,,,9700.0,Start
154,2023-04-06,Ogden,Ogden Mountains,,,,,,,,,"41.198589426824, -111.884611833060",,,,,,,,,,,,,,Middle
155,2023-02-03,Logan,Logan Dry Canyon,Skier,,Facets,"12""",60',,North,"8,800'",,,,,,,,,,,12.0,720.0,,8800.0,Start
156,2023-02-23,Salt Lake,Foothills,Natural,,,,,,Northwest,"5,200'","40.771165608750, -111.829555021830",,,,,,,,,,,,,5200.0,Start
157,2022-02-24,Skyline,Lake Canyon,Snowmobiler,Remotely Triggered,Facets,"20""",600',400',Northeast,"10,000'","39.571609420006, -111.285881983410",,,,,,,,,,20.0,7200.0,4800.0,10000.0,Start
158,2021-12-17,Salt Lake,Wilson Fork,Skier,Remotely Triggered,Facets,"20""",100',,East,"9,100'","40.672933647986, -111.666325778410",,,,,,,,,,20.0,1200.0,,9100.0,End
159,2018-03-16,Salt Lake,Claytons,Snowmobiler,Unintentionally Triggered,Facets,2.5',40',100',North,"10,000'","40.588147639349, -111.548974501240",,,,,,,,,,30.0,480.0,1200.0,10000.0,Start
160,2017-02-03,Logan,Cowley Canyon,Natural,,,,100',300',East,"6,200'","41.772233182206, -111.622265862550",,,,,,,,,,,1200.0,3600.0,6200.0,Start
161,2013-03-23,Salt Lake,West Monitor,Skier,Remotely Triggered,New Snow/Old Snow Interface,"22""",40',500',East,"9,500'",,,,,,,,,,,22.0,480.0,6000.0,9500.0,Start
162,2019-02-23,Ogden,Ogden,Unknown,,,2',100',"1,000'",Northeast,"8,700'","41.425416554044, -111.975681768910",,,,,,,,,,24.0,1200.0,12000.0,8700.0,Start
163,2021-02-16,Salt Lake,White Pine,Natural,Unintentionally Triggered,Facets,,,,South,,"40.588146009684, -111.691560732430",,,,,,,,,,,,,,Start
164,2020-02-01,Salt Lake,Mill B South,Snowboarder,,,3',200',,West,"10,500'","40.597888130778, -111.669695364540",,,,,,,,,,36.0,2400.0,,10500.0,Start
165,2009-12-13,Logan,road side,Unknown,,Facets,"16""",,,,,"0.000000000000, 0.000000000000",,,,,,,,,,16.0,,,,End
166,2010-01-06,Logan,Crescent Lake-Steep Hollow Ridge,Skier,Intentionally Triggered,Facets,"18""",90',,North,"8,900'","41.977869000000, -111.638432000000",,,,,,,,,,18.0,1080.0,,8900.0,Start
167,2022-02-25,Ogden,Hells Canyon,Skier,,,"6""",100',,North,"7,000'",,,,,,,,,,,6.0,1200.0,,7000.0,Start
168,2023-04-05,Ogden,Ben Lomond Headwall,Natural,Cornice Triggered,New Snow,8',"1,500'",,Northeast,"9,200'","41.369924070723, -111.966465465950",,,,,,,,,,96.0,18000.0,,9200.0,Middle
169,2014-01-13,Skyline,Monster,Snowmobiler,,Facets,4',300',200',Northeast,"10,400'","39.297953000000, -111.472499000000",2.0,2.0,1.0,,,,,,,48.0,3600.0,2400.0,10400.0,Start
170,2011-03-20,Salt Lake,Hide A Way Park,Skier,,Density Change,"12""",50',200',North,"10,000'","40.602736000000, -111.631866000000",,,,,,,,,,12.0,600.0,2400.0,10000.0,Start
171,2015-01-06,Logan,South Hollow,Natural,,,"6""",20',400',Southeast,"8,800'","41.695295661213, -111.693127142510",,,,,,,,,,6.0,240.0,4800.0,8800.0,Start
172,2014-01-10,SE Idaho,Pebble Creek Backcountry,,,,,,,,,,,,,,,,,,,,,,,Start
173,2009-12-13,Provo,Provo,Natural,,Facets,"15""",30',500',Northwest,"6,100'","40.350927000000, -111.577749000000",,,,,,,,,,15.0,360.0,6000.0,6100.0,End
174,2015-12-17,Salt Lake,Dutch Draw,Natural,,Depth Hoar,2.5',200',700',Northeast,"9,800'",,,,,,,,,,,30.0,2400.0,8400.0,9800.0,End
175,2011-02-20,Provo,Big Springs,Skier,Unintentionally Triggered,Facets,4',50',500',Northwest,"7,400'","40.305614000000, -111.546206000000",2.0,1.0,,1.0,,,Two male ski tourers were ascending the Big Springs drainage. About 2.7 miles from the parking lot they started to divert off the main trail and ascend toward a ridge. They were making switchbacks up a slope when they triggered an avalanche. The avalanche propagated about 300 feet above them. One skier was able to grab a tree and avoid taking the ride which the other skier did. He took about a 300 foot ride and was strained through some aspens and completely buried near the toe. His partner who did not go for a ride located him with an avalanche transceiver and dug him out from under about 4 feet of snow. He was uninjured and they were able to return to the parking lot on their own.,,,48.0,600.0,6000.0,7400.0,Start
176,2011-05-11,Ogden,Ogden,Natural,Cornice Triggered,,3.5',250',"2,250'",East,"9,400'","41.379771000000, -111.973472000000",,,,,,,,,,42.0,3000.0,27000.0,9400.0,Middle
177,2023-02-22,Salt Lake,Suicide Chute,Explosive,,,,200',,Southeast,"10,200'",,,,,,,,,,,,2400.0,,10200.0,Start
178,2019-03-06,Skyline,Chute Camp Site,Natural,,,,,,Northeast,"9,200'","39.570658352220, -111.188421236660",,,,,,,,,,,,,9200.0,Start
179,2023-04-01,Salt Lake,East Kessler,Unknown,,,,,,East,"10,000'","40.624294515075, -111.668472277240",,,,,,,,,,,,,10000.0,Middle
180,2020-01-03,Salt Lake,Microwave,Snowboarder,,,"18""",60',,Southwest,"9,400'","40.590199158683, -111.617188440880",,,,,,,,,,18.0,720.0,,9400.0,Start
181,2016-12-11,Provo,Elk Point,Natural,,Density Change,"12""",30',,Northeast,"10,600'",,,,,,,,,,,12.0,360.0,,10600.0,End
182,2012-12-17,Salt Lake,Brighton Hill,Natural,Cornice Triggered,New Snow/Old Snow Interface,"10""",5',50',North,"9,600'","40.604732000000, -111.570325000000",,,,,,,,,,10.0,60.0,600.0,9600.0,End
183,2017-04-29,Salt Lake,Tanners Gulch,Natural,Remotely Triggered,Graupel,4',250',,Southeast,"8,600'",,,,,,,,,,,48.0,3000.0,,8600.0,Middle
184,2012-12-08,Salt Lake,Banana Days,Skier,Unintentionally Triggered,Facets,2',60',600',North,"10,300'","40.606915000000, -111.643667000000",,,,,,,,,,24.0,720.0,7200.0,10300.0,End
185,2010-03-08,Ogden,Weber Canyon,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"14""",,250',Northeast,"10,000'","40.830145000000, -111.072464000000",1.0,1.0,1.0,,,,,,,14.0,,3000.0,10000.0,Start
186,2016-12-10,Provo,Cascade Ridge,Natural,,Facets,4.5',300',,East,"10,400'",,,,,,,,,,,54.0,3600.0,,10400.0,End
187,2020-03-26,Logan,Rock Bowl,Snowboarder,Unintentionally Triggered,New Snow/Old Snow Interface,"15""",70',400',East,"9,100'",,,,,,,,,,,15.0,840.0,4800.0,9100.0,Start
188,2018-02-26,Salt Lake,White Pine,Natural,,,,,,West,"10,900'",,,,,,,,,,,,,,10900.0,Start
189,2022-12-22,Salt Lake,Grizzly Gulch,Natural,,,"12""",30',,East,"10,000'","40.596519503321, -111.611824022840",,,,,,,,,,12.0,360.0,,10000.0,End
190,2014-04-27,Salt Lake,Little Superior,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"8""",100',"2,000'",Southeast,"10,500'","40.591861000000, -111.662464000000",,,,,,,,,,8.0,1200.0,24000.0,10500.0,Middle
191,2012-11-29,Salt Lake,Snake Creek,Skier,Unintentionally Triggered,Graupel,"6""",15',200',Northeast,"9,700'",,,,,,,,,,,6.0,180.0,2400.0,9700.0,End
192,2013-12-19,Salt Lake,Davenport Hill,Skier,Unintentionally Triggered,Facets,"12""",150',500',Northwest,"10,000'","40.599519000000, -111.623068000000",1.0,,,,,,,,,12.0,1800.0,6000.0,10000.0,End
193,2018-03-07,Ogden,Coldwater Canyon,Skier,Unintentionally Triggered,Facets,2',,,North,"8,400'","41.214103447188, -111.882684218010",,,,,,,,,,24.0,,,8400.0,Start
194,2018-01-20,Salt Lake,No Name Bowl,Skier,Unintentionally Triggered,Depth Hoar,3',200',600',Northeast,"9,600'",,1.0,1.0,1.0,,,,"The skier was caught and carried about 500 to 600ft down the slope and partially buried, he extracted himself and headed back to the Park City side where he came from after we yelled at him to make sure he was alright, not sure if he lost any gear but he had both skis on when he left. Another point of interest is that he was wearing a avalanche air bag and did not deploy it, not sure if he was getting trundled too hard to pull the cord or what happened, hopefully he will send in a report and give us some first hand information. in a report",,,36.0,2400.0,7200.0,9600.0,Start
195,2010-02-21,Provo,Provo,Unknown,Repeater,Depth Hoar,3',50',,East,"9,700'","0.000000000000, 0.000000000000",,,,,,,,,,36.0,600.0,,9700.0,Start
196,2016-03-23,Logan,Boiler Bowl,Natural,,New Snow/Old Snow Interface,"20""",80',450',East,"9,000'","41.940765647541, -111.629633933830",,,,,,,,,,20.0,960.0,5400.0,9000.0,Start
197,2021-01-02,Salt Lake,Rocky Point,Skier,,,2.5',30',,Northeast,"10,200'","40.578563814238, -111.597032534310",,,,,,,,,,30.0,360.0,,10200.0,Start
198,2022-12-27,Moab,Red Snow Cirque,Natural,,Facets,4',200',500',Southeast,"11,700'","38.446266765388, -109.262873687170",,,,,,,,,,48.0,2400.0,6000.0,11700.0,End
199,2013-03-23,Salt Lake,Catchers Mit,Skier,Unintentionally Triggered,Facets,"20""",60',200',Northeast,"10,200'","40.623041000000, -111.668215000000",,,,,,,,,,20.0,720.0,2400.0,10200.0,Start
200,2012-01-21,Logan,Beaver Mountain Backside,Unknown,,Facets,2',200',,Northeast,"7,600'","41.958401000000, -111.548979000000",,,,,,,,,,24.0,2400.0,,7600.0,Start
201,2023-01-27,Ogden,Cutler Ridge,Natural,,,"12""",20',,Northeast,"7,500'","41.375523460953, -111.940855967080",,,,,,,,,,12.0,240.0,,7500.0,Start
202,2009-12-23,Salt Lake,Dutch Draw,Skier,Unintentionally Triggered,Facets,2',80',700',Northeast,,"0.000000000000, 0.000000000000",1.0,,,,,,,,,24.0,960.0,8400.0,,End
203,2023-01-01,Salt Lake,Meadows,Natural,,Facets,4',"1,000'",,East,"9,400'","40.614603989160, -111.627960192290",,,,,,,,,,48.0,12000.0,,9400.0,Start
204,2022-11-07,Salt Lake,East Bowl,Natural,Cornice Triggered,,"12""",45',,Northwest,"10,200'","40.600314274452, -111.617789255690",,,,,,,,,,12.0,540.0,,10200.0,End
205,2021-02-19,Provo,Cascade Ridge,Unknown,,,2',900',,West,"9,500'","40.309247134562, -111.594057070330",,,,,,,,,,24.0,10800.0,,9500.0,Start
206,2021-02-22,Salt Lake,Pink Pine,Skier,,,"18""",20',,Northeast,"9,600'","40.557716169330, -111.692118631910",,,,,,,,,,18.0,240.0,,9600.0,Start
207,2016-02-13,Skyline,Seeley Canyon,Snowmobiler,,Facets,"20""",400',500',East,"10,400'","39.515018781741, -111.302490279090",,,,,,,,,,20.0,4800.0,6000.0,10400.0,Start
208,2019-01-19,Ogden,Snowbasin,Skier,,,"5""",40',,Southeast,"8,700'","41.208495011990, -111.877453910390",,,,,,,,,,5.0,480.0,,8700.0,Start
209,2020-02-06,Salt Lake,Little Cottonwood Canyon,Natural,,New Snow/Old Snow Interface,,,,North,,,,,,,,,,,,,,,,Start
210,2010-02-13,Logan,Mt. Magog,Unknown,Sympathetic Release,New Snow/Old Snow Interface,"12""",,,East,"9,600'","0.000000000000, 0.000000000000",,,,,,,,,,12.0,,,9600.0,Start
211,2018-12-19,Logan,Wellsville Mountain Wilderness,Natural,Cornice Triggered,New Snow/Old Snow Interface,,,,East,"8,500'","41.672078364556, -112.026772486220",,,,,,,,,,,,,8500.0,End
212,2017-01-26,Uintas,Wolf Creek Pass,Snowmobiler,,Surface Hoar,2',150',100',North,"9,500'","40.492611098001, -111.035213457690",,,,,,,,,,24.0,1800.0,1200.0,9500.0,Start
213,2023-02-25,Ogden,Ben Lomond Headwall,Natural,,,,,,Northeast,"9,400'","41.372699564384, -111.968264119880",,,,,,,,,,,,,9400.0,Start
214,2023-02-19,Salt Lake,Emigration Canyon,Natural,Unintentionally Triggered,New Snow/Old Snow Interface,"12""",30',200',West,"5,800'","40.750635128683, -111.783828722530",,,,,,,,,,12.0,360.0,2400.0,5800.0,Start
215,2016-01-20,Salt Lake,Mineral Fork,Natural,,Facets,"10""",300',400',East,"9,000'",,,,,,,,,,,10.0,3600.0,4800.0,9000.0,Start
216,2020-03-24,Salt Lake,Alta Periphery,Skier,,,"6""",15',,Northeast,"10,200'",,,,,,,,,,,6.0,180.0,,10200.0,Start
217,2011-03-05,Ogden,Area 51,Skier,Unintentionally Triggered,Surface Hoar,3',125',800',Northwest,"9,200'","40.809302000000, -111.119714000000",,,,,,,,,,36.0,1500.0,9600.0,9200.0,Start
218,2021-02-14,Salt Lake,Hellgate,Explosive,Intentionally Triggered,Facets,,,,South,,"40.590818349976, -111.651434885580",,,,,,,,,,,,,,Start
219,2019-01-16,Ogden,Chili Peak,Skier,Remotely Triggered,Surface Hoar,"12""",60',350',Northeast,"7,600'",,,,,,,,,,,12.0,720.0,4200.0,7600.0,Start
220,2023-02-24,Salt Lake,Foothills,Natural,,,"10""",,,North,,"40.798282000276, -111.839296804940",,,,,,,,,,10.0,,,,Start
221,2010-12-19,Uintas,Mirror Lake Highway,Natural,,Density Change,"14""",80',40',Northeast,"9,800'","40.767542000000, -110.882950000000",,,,,,,,,,14.0,960.0,480.0,9800.0,End
222,2014-03-01,Provo,Dry Creek,Natural,,Facets,6',600',"1,000'",Northeast,"10,000'","40.492436000000, -111.704028000000",,,,,,,,,,72.0,7200.0,12000.0,10000.0,Start
223,2011-11-13,Salt Lake,Gad Valley,Snowboarder,Unintentionally Triggered,Depth Hoar,"16""",150',800',Northwest,"10,300'","40.568491000000, -111.652937000000",1.0,1.0,1.0,,1.0,1.0,"Final Report 11/14/11 Thanks to the Snowbird Ski Patrol and Snow Safety for their assistance

Two men in their 30s left the closed Alta ski area with the intent to ride the well known terrain of Alta and Snowbird. Neither ski areas are open yet and have yet to conduct any avalanche control within their boundaries. We interviewed the victim's ski partner. To say he was shaken up is an understatement. 

While neither had any rescue gear or formal avalanche training, they were both expert skiers and knew the terrain well. They had not consulted the avalanche advisory that morning in which the danger was rated Considerable to High. They continued to Snowbird via Baldy and accessed the Peruvian Cirque to gain the Gad Valley. While ascending out of the Peruvian Cirque they remotely triggered a large avalanche that covered their tracks that they had just made. It's unclear whether they realized they had triggered this large avalanche. They gained the ridge and prepared to drop into Gad Valley.

With the partner watching, the victim dropped into the slope, immediately triggering the slide. He was carried approximately 800 feet through steep rocky terrain and reportedly went over a small cliff band and came to a stop only partially buried. The partner went down to help the victim and called for a rescue, alerting both the Snowbird Ski Patrol and Wasatch Backcountry Rescue, who subsequently accessed and evacuated the victim. ",,,16.0,1800.0,9600.0,10300.0,End
224,2018-04-30,Salt Lake,Hallway Couloir,Skier,Unintentionally Triggered,New Snow,"6""",,600',West,"10,000'","40.606247396970, -111.646130482000",,,,,,,,,,6.0,,7200.0,10000.0,Middle
225,2023-01-29,Salt Lake,Salt Lake Twins,Natural,,,"12""",250',,East,"10,500'","40.592913806597, -111.716902243190",,,,,,,,,,12.0,3000.0,,10500.0,Start
226,2014-02-09,Salt Lake,Dougs Drop,,,,,,,,,,,,,,,,,,,,,,,Start
227,2012-01-21,Salt Lake,PC Iron Mountain,Natural,,,,300',600',Northeast,"8,500'","40.662060000000, -111.542687000000",,,,,,,,,,,3600.0,7200.0,8500.0,Start
228,2020-12-17,Salt Lake,Catherine's Pass,Skier,,,"18""",250',,Northeast,"10,300'",,,,,,,,,,,18.0,3000.0,,10300.0,End
229,2019-02-18,Skyline,Huntington Canyon Mile 30.5 East facing,Natural,,Facets,2.5',350',450',East,"8,500'","39.495477532777, -111.158884750980",,,,,,,,,,30.0,4200.0,5400.0,8500.0,Start
230,2021-02-16,Salt Lake,White Pine,Explosive,Intentionally Triggered,Facets,,,,Southeast,,"40.585929841614, -111.688899981080",,,,,,,,,,,,,,Start
231,2015-03-03,Salt Lake,Mill B South,Natural,,Facets,2.5',50',,Northeast,"10,400'",,,,,,,,,,,30.0,600.0,,10400.0,Start
232,2009-12-08,Salt Lake,Pioneer Bowl,Unknown,,Facets,,20',,Northeast,,"0.000000000000, 0.000000000000",,,,,,,,,,,240.0,,,End
233,2023-02-27,Logan,"East faces, Wellsvile Range",Natural,Repeater,,,,"2,750'",East,"8,900'","41.687560621125, -112.008447634240",,,,,,,,,,,,33000.0,8900.0,Start
234,2021-02-17,Skyline,Miller Flat Reservoir,Natural,,Facets,2.5',100',100',Northeast,"9,000'","39.545594531965, -111.256270395900",,,,,,,,,,30.0,1200.0,1200.0,9000.0,Start
235,2017-01-11,Ogden,Willard Peak,Natural,,Facets,,"2,500'","1,500'",Northeast,"7,500'",,,,,,,,,,,,30000.0,18000.0,7500.0,Start
236,2012-04-29,Logan,"Miller Bowl, East",Skier,Intentionally Triggered,New Snow/Old Snow Interface,"6""",30',450',North,"8,700'","41.886049000000, -111.645341000000",,,,,,,,,,6.0,360.0,5400.0,8700.0,Middle
237,2010-01-23,Salt Lake,Francis Peak Ridgeline,Natural,,,,,,,,"0.000000000000, 0.000000000000",,,,,,,,,,,,,,Start
238,2023-01-03,Southwest,Niotche Creek,Snowmobiler,,Facets,"18""",80',,North,"10,100'","38.737632302215, -111.636264311380",,,,,,,,,,18.0,960.0,,10100.0,Start
239,2023-04-03,Ogden,Ben Lomond Headwall,Natural,,Density Change,3',300',,East,"9,300'","41.368409541537, -111.965832697420",,,,,,,,,,36.0,3600.0,,9300.0,Middle
240,2022-12-31,Logan,Old Logway Canyon,Natural,,Facets,3',600',"2,250'",East,"8,500'","41.672212198912, -112.027137266650",,,,,,,,,,36.0,7200.0,27000.0,8500.0,End
241,2020-04-05,Salt Lake,Alta Ski Area,Snowboarder,,New Snow/Old Snow Interface,,50',80',North,"9,200'","40.584584918359, -111.621084296190",,,,,,,,,,,600.0,960.0,9200.0,Middle
242,2022-04-23,Salt Lake,Maybird Gulch,Natural,Cornice Triggered,Density Change,"18""",300',600',Northeast,"10,600'","40.546198993999, -111.709456430980",,,,,,,,,,18.0,3600.0,7200.0,10600.0,Middle
243,2010-02-13,Salt Lake,Murdock Peak,Skier,Intentionally Triggered,Surface Hoar,"6""",200',200',North,"9,000'","0.000000000000, 0.000000000000",,,,,,,,,,6.0,2400.0,2400.0,9000.0,Start
244,2010-02-13,Logan,Tony Grove Lake,Snowmobiler,Unintentionally Triggered,,"12""",30',,East,"8,100'","41.894195000000, -111.646242000000",,,,,,,,,,12.0,360.0,,8100.0,Start
245,2023-03-24,Provo,Dry Creek,Natural,,,12',200',600',West,"8,000'","40.497720583277, -111.726075398030",,,,,,,,,,144.0,2400.0,7200.0,8000.0,Start
246,2021-02-16,Salt Lake,White Pine Chutes,Explosive,Intentionally Triggered,Facets,,,,South,,"40.579411274608, -111.693534838270",,,,,,,,,,,,,,Start
247,2013-03-15,Salt Lake,Broads Fork,Natural,,Ground Interface,,,"1,500'",East,"10,500'","40.597792000000, -111.719971000000",,,,,,,,,,,,18000.0,10500.0,Start
248,2015-04-26,Salt Lake,Pioneer Peak,Skier,Unintentionally Triggered,Density Change,"4""",35',400',Northwest,"10,000'","40.582168756959, -111.585109221080",,,,,,,,,,4.0,420.0,4800.0,10000.0,Middle
249,2012-03-04,Salt Lake,Davenport Hill,Explosive,Intentionally Triggered,,2.5',900',"1,000'",Southeast,"10,000'","40.599063000000, -111.621609000000",,,,,,,,,,30.0,10800.0,12000.0,10000.0,Start
250,2020-01-01,Salt Lake,Toots to Boot,Skier,,,"12""",30',,Northeast,"9,200'",,,,,,,,,,,12.0,360.0,,9200.0,Start
251,2019-03-24,Salt Lake,Banana Days,Skier,,,"6""",,,Northeast,"10,100'","40.607282255418, -111.642632424500",,,,,,,,,,6.0,,,10100.0,Start
252,2017-01-08,Salt Lake,Mineral Basin,Natural,,New Snow/Old Snow Interface,"8""",100',250',North,"9,800'","40.550436709336, -111.634322392090",,,,,,,,,,8.0,1200.0,3000.0,9800.0,Start
253,2019-02-14,Salt Lake,Cardiff Peak,Natural,,New Snow,"14""",,,North,"10,000'","40.595673914500, -111.653387533730",,,,,,,,,,14.0,,,10000.0,Start
254,2012-12-20,Provo,Elk Point,Natural,,Facets,2.5',100',"3,000'",East,"9,800'","40.388980000000, -111.621244000000",,,,,,,,,,30.0,1200.0,36000.0,9800.0,End
255,2022-03-09,Uintas,Smith-Moorehouse,Natural,,Facets,2',100',,North,"9,000'","40.706134934011, -111.060719952200",,,,,,,,,,24.0,1200.0,,9000.0,Start
