CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,Block_Location,BLKADDR,Lat,Lon
19038275,DISTURBANCE,07/14/2019 12:00:00 AM,09:51,DISORDERLY CONDUCT,0,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19044701,VEHICLE STOLEN,07/25/2019 12:00:00 AM,23:59,MOTOR VEHICLE THEFT,4,"2800 EIGHTH ST
Berkeley, CA
(37.855509, -122.291368)",2800 EIGHTH ST,37.85550900000001,-122.291368
19044722,DISTURBANCE,08/13/2019 12:00:00 AM,12:29,DISORDERLY CONDUCT,2,"900 HARRISON ST
Berkeley, CA
(37.881667, -122.299379)",900 HARRISON ST,37.881667,-122.299379
19038203,THEFT MISD. (UNDER $950),07/13/2019 12:00:00 AM,22:14,LARCENY,6,"TUNNEL ROAD & DOMINGO AV
Berkeley, CA
(37.858079, -122.243865)",TUNNEL ROAD & DOMINGO AV,37.858079,-122.243865
19091797,BURGLARY AUTO,08/29/2019 12:00:00 AM,21:40,BURGLARY - VEHICLE,4,"1900 ALLSTON WY
Berkeley, CA
(37.868785, -122.272701)",1900 ALLSTON WY,37.868785,-122.272701
19042230,BURGLARY AUTO,08/01/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,"1900 CENTER ST
Berkeley, CA
(37.869685, -122.272804)",1900 CENTER ST,37.869685,-122.272804
19091335,THEFT MISD. (UNDER $950),07/07/2019 12:00:00 AM,19:20,LARCENY,0,"2400 BANCROFT WY
Berkeley, CA
(37.868447, -122.261268)",2400 BANCROFT WY,37.868447,-122.261268
19092247,IDENTITY THEFT,07/12/2019 12:00:00 AM,00:01,FRAUD,5,"1700 WALNUT ST
Berkeley, CA
(37.876595, -122.267789)",1700 WALNUT ST,37.876595,-122.267789
19047196,NARCOTICS,08/24/2019 12:00:00 AM,08:24,DRUG VIOLATION,6,"FULTON STREET &BANCROFT
Berkeley, CA",FULTON STREET &BANCROFT,,
19039853,NARCOTICS,07/21/2019 12:00:00 AM,23:00,DRUG VIOLATION,0,"ASHBY AV & 7TH ST
Berkeley, CA
(37.851017, -122.291088)",ASHBY AV & 7TH ST,37.851017,-122.291088
19047523,DOMESTIC VIOLENCE,08/25/2019 12:00:00 AM,19:40,FAMILY OFFENSE,0,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,37.868263,-122.296013
19038658,VANDALISM,07/16/2019 12:00:00 AM,00:00,VANDALISM,2,"2000 4TH ST
Berkeley, CA
(37.867613, -122.299898)",2000 4TH ST,37.867613,-122.299898
19048171,DOMESTIC VIOLENCE,08/28/2019 12:00:00 AM,14:25,FAMILY OFFENSE,3,"SOLANO AV & ENSENADA AV
Berkeley, CA
(37.89126, -122.281375)",SOLANO AV & ENSENADA AV,37.89126,-122.281375
19091934,BURGLARY AUTO,08/27/2019 12:00:00 AM,01:55,BURGLARY - VEHICLE,2,"900 VIRGINIA ST
Berkeley, CA
(37.872545, -122.298043)",900 VIRGINIA ST,37.872545,-122.298043
19047749,DOMESTIC VIOLENCE,08/26/2019 12:00:00 AM,21:17,FAMILY OFFENSE,1,"2100 ASHBY AV
Berkeley, CA
(37.855293, -122.266502)",2100 ASHBY AV,37.855293,-122.266502
19091331,THEFT MISD. (UNDER $950),07/07/2019 12:00:00 AM,12:30,LARCENY,0,"2400 PARKER ST
Berkeley, CA
(37.863072, -122.260352)",2400 PARKER ST,37.863072,-122.260352
19044498,BURGLARY AUTO,08/12/2019 12:00:00 AM,12:55,BURGLARY - VEHICLE,1,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,37.867852,-122.258699
19039736,DISTURBANCE,07/21/2019 12:00:00 AM,04:30,DISORDERLY CONDUCT,0,"300 CANYON RD
Berkeley, CA",300 CANYON RD,,
19045432,VEHICLE STOLEN,08/16/2019 12:00:00 AM,12:14,MOTOR VEHICLE THEFT,5,"1500 EUCLID AVE
Berkeley, CA
(37.881098, -122.261415)",1500 EUCLID AVE,37.881098,-122.261415
19091744,VANDALISM,08/24/2019 12:00:00 AM,23:00,VANDALISM,6,"1700 VINE ST
Berkeley, CA
(37.878642, -122.279173)",1700 VINE ST,37.878642,-122.279173
19045205,BURGLARY AUTO,08/10/2019 12:00:00 AM,00:00,BURGLARY - VEHICLE,6,"700 HILLDALE AV
Berkeley, CA
(37.898747, -122.266109)",700 HILLDALE AV,37.898747,-122.266109
19091736,THEFT MISD. (UNDER $950),08/24/2019 12:00:00 AM,06:00,LARCENY,6,"1700 UNIVERSITY AV
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AV,37.870948,-122.27733
19046213,BURGLARY COMMERCIAL,08/19/2019 12:00:00 AM,21:30,BURGLARY - COMMERCIAL,1,"1600 SHATTUCK AV
Berkeley, CA
(37.878113, -122.269114)",1600 SHATTUCK AV,37.878113,-122.269114
19043111,DISTURBANCE,08/06/2019 12:00:00 AM,08:55,DISORDERLY CONDUCT,2,"2134 MARTIN LUTHER KING JUNIOR WAY
Berkeley, CA",2134 MARTIN LUTHER KING JUNIOR WAY,,
19048873,THEFT MISD. (UNDER $950),08/31/2019 12:00:00 AM,14:44,LARCENY,6,"800 GILMAN ST
Berkeley, CA
(37.879155, -122.302352)",800 GILMAN ST,37.879155,-122.302352
19046036,DOMESTIC VIOLENCE,08/18/2019 12:00:00 AM,00:00,FAMILY OFFENSE,0,"1700 SAN PABLO AV
Berkeley, CA
(37.87325, -122.293558)",1700 SAN PABLO AV,37.87325,-122.293558
19039079,VANDALISM,07/18/2019 12:00:00 AM,02:13,VANDALISM,4,"3300 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.848611, -122.271561)",3300 MARTIN LUTHER KING JR WY,37.848611,-122.271561
19041209,THEFT FROM AUTO,07/26/2019 12:00:00 AM,00:00,LARCENY - FROM VEHICLE,5,"2400 HILGARD AV
Berkeley, CA
(37.878373, -122.262902)",2400 HILGARD AV,37.878373,-122.262902
19042897,BRANDISHING,07/31/2019 12:00:00 AM,16:00,WEAPONS OFFENSE,3,"3000 ADELINE ST
Berkeley, CA
(37.85488, -122.269079)",3000 ADELINE ST,37.85488,-122.269079
19040582,BURGLARY RESIDENTIAL,07/24/2019 12:00:00 AM,19:00,BURGLARY - RESIDENTIAL,3,"2200 GLEN AVE
Berkeley, CA
(37.88383, -122.266309)",2200 GLEN AVE,37.88383,-122.266309
19091424,BURGLARY AUTO,07/16/2019 12:00:00 AM,23:00,BURGLARY - VEHICLE,2,"1500 FAIRVIEW ST
Berkeley, CA
(37.849747, -122.277907)",1500 FAIRVIEW ST,37.849747,-122.277907
19042916,THEFT MISD. (UNDER $950),08/05/2019 12:00:00 AM,10:56,LARCENY,1,"2200 SHATTUCK AV
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AV,37.869363,-122.268028
19042159,THEFT MISD. (UNDER $950),08/01/2019 12:00:00 AM,16:00,LARCENY,4,"2500 BANCROFT WY
Berkeley, CA
(37.868722, -122.259123)",2500 BANCROFT WY,37.868722,-122.259123
19091680,THEFT MISD. (UNDER $950),08/15/2019 12:00:00 AM,20:05,LARCENY,4,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,37.891332,-122.279975
19091425,BURGLARY AUTO,07/16/2019 12:00:00 AM,23:30,BURGLARY - VEHICLE,2,"2500 FULTON ST
Berkeley, CA
(37.864238, -122.265263)",2500 FULTON ST,37.864238,-122.265263
19036728,ROBBERY,07/06/2019 12:00:00 AM,15:54,ROBBERY,6,"1900 SAN PABLO AV
Berkeley, CA
(37.870205, -122.292581)",1900 SAN PABLO AV,37.870205,-122.292581
19043755,THEFT MISD. (UNDER $950),08/08/2019 12:00:00 AM,19:32,LARCENY,4,"1000 ALLSTON WY
Berkeley, CA
(37.865984, -122.293289)",1000 ALLSTON WY,37.86598400000001,-122.293289
19091712,BURGLARY AUTO,08/20/2019 12:00:00 AM,15:35,BURGLARY - VEHICLE,2,"100 SPINNAKER WY
Berkeley, CA
(37.870287, -122.316238)",100 SPINNAKER WY,37.870287,-122.31623799999998
19045333,DISTURBANCE,08/15/2019 12:00:00 AM,21:08,DISORDERLY CONDUCT,4,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,37.873687,-122.268616
19040811,VEHICLE STOLEN,07/26/2019 12:00:00 AM,15:00,MOTOR VEHICLE THEFT,5,"BANCROFT WY & TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",BANCROFT WY & TELEGRAPH AV,37.868714,-122.259189
19038728,THEFT MISD. (UNDER $950),07/16/2019 12:00:00 AM,15:40,LARCENY,2,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19091439,BURGLARY AUTO,07/20/2019 12:00:00 AM,06:00,BURGLARY - VEHICLE,6,"1900 CENTER ST
Berkeley, CA
(37.869685, -122.272804)",1900 CENTER ST,37.869685,-122.272804
19091779,THEFT MISD. (UNDER $950),08/27/2019 12:00:00 AM,20:00,LARCENY,2,"2100 KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",2100 KITTREDGE ST,37.868512,-122.26781
19091673,VANDALISM,08/16/2019 12:00:00 AM,09:10,VANDALISM,5,"SPINNAKER WAY
Berkeley, CA",SPINNAKER WAY,,
19041953,THEFT MISD. (UNDER $950),07/31/2019 12:00:00 AM,19:30,LARCENY,3,"1800 MILVIA ST
Berkeley, CA
(37.874489, -122.271072)",1800 MILVIA ST,37.874489,-122.271072
19091394,THEFT MISD. (UNDER $950),07/12/2019 12:00:00 AM,12:05,LARCENY,5,"1200 ASHBY AV
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AV,37.852211,-122.286336
19091341,IDENTITY THEFT,07/08/2019 12:00:00 AM,18:49,FRAUD,1,"2800 EIGHTH ST
Berkeley, CA
(37.855509, -122.291368)",2800 EIGHTH ST,37.85550900000001,-122.291368
19035923,THEFT FROM AUTO,07/02/2019 12:00:00 AM,08:01,LARCENY - FROM VEHICLE,2,"HEARST AV & BONITA AV
Berkeley, CA
(37.873454, -122.27209)",HEARST AV & BONITA AV,37.873454,-122.27209
19045897,BRANDISHING,08/18/2019 12:00:00 AM,18:00,WEAPONS OFFENSE,0,"1400 OREGON ST
Berkeley, CA
(37.855793, -122.281493)",1400 OREGON ST,37.855793,-122.281493
19043234,ROBBERY,08/06/2019 12:00:00 AM,16:30,ROBBERY,2,"DERBY STREET & MILVIA ST
Berkeley, CA
(37.860017, -122.26943)",DERBY STREET & MILVIA ST,37.860017,-122.26943
19045273,BURGLARY AUTO,08/15/2019 12:00:00 AM,12:30,BURGLARY - VEHICLE,4,"800 HEINZ AV
Berkeley, CA
(37.853079, -122.293864)",800 HEINZ AV,37.853079,-122.293864
19091641,BURGLARY AUTO,07/02/2019 12:00:00 AM,19:35,BURGLARY - VEHICLE,2,"1100 6TH ST
Berkeley, CA
(37.882217, -122.302226)",1100 6TH ST,37.882217,-122.302226
19043288,SEXUAL ASSAULT FEL.,08/02/2019 12:00:00 AM,12:00,SEX CRIME,5,"0 UNKNOWN
Berkeley, CA",0 UNKNOWN,,
19044090,THEFT MISD. (UNDER $950),08/10/2019 12:00:00 AM,00:00,LARCENY,6,"200 PANORAMIC WAY
Berkeley, CA
(37.869246, -122.244474)",200 PANORAMIC WAY,37.869246,-122.244474
19037129,THEFT MISD. (UNDER $950),07/08/2019 12:00:00 AM,21:19,LARCENY,1,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19091579,THEFT MISD. (UNDER $950),07/27/2019 12:00:00 AM,22:30,LARCENY,6,"2100 OXFORD ST
Berkeley, CA
(37.87091, -122.265993)",2100 OXFORD ST,37.87091,-122.265993
19091429,BURGLARY AUTO,07/18/2019 12:00:00 AM,20:30,BURGLARY - VEHICLE,4,"2500 SAN PABLO AV
Berkeley, CA
(37.861078, -122.289632)",2500 SAN PABLO AV,37.861078000000006,-122.289632
19037647,BURGLARY COMMERCIAL,07/11/2019 12:00:00 AM,03:27,BURGLARY - COMMERCIAL,4,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19047310,VEHICLE STOLEN,08/24/2019 12:00:00 AM,16:00,MOTOR VEHICLE THEFT,6,"2600 ASHBY AV
Berkeley, CA
(37.856755, -122.255248)",2600 ASHBY AV,37.856755,-122.255248
19043418,THEFT FELONY (OVER $950),08/06/2019 12:00:00 AM,19:00,LARCENY,2,"PORTLAND AV & NEILSON ST
Berkeley, CA
(37.894721, -122.286417)",PORTLAND AV & NEILSON ST,37.894721,-122.286417
19036922,ASSAULT/BATTERY MISD.,07/07/2019 12:00:00 AM,19:50,ASSAULT,0,"400 SHATTUCK SQ
Berkeley, CA",400 SHATTUCK SQ,,
19091550,BURGLARY AUTO,08/02/2019 12:00:00 AM,10:30,BURGLARY - VEHICLE,5,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19036245,VANDALISM,07/03/2019 12:00:00 AM,22:17,VANDALISM,3,"DURANT AV & TELEGRAPH AV
Berkeley, CA
(37.867816, -122.258994)",DURANT AV & TELEGRAPH AV,37.867816,-122.258994
19048891,VEHICLE STOLEN,08/31/2019 12:00:00 AM,03:12,MOTOR VEHICLE THEFT,6,"1200 SIXTH ST
Berkeley, CA
(37.881142, -122.30191)",1200 SIXTH ST,37.881142,-122.30191
19039276,ALCOHOL OFFENSE,07/19/2019 12:00:00 AM,01:41,LIQUOR LAW VIOLATION,5,"SAN PABLO AV &65TH ST
Berkeley, CA",SAN PABLO AV &65TH ST,,
19036896,BURGLARY RESIDENTIAL,07/05/2019 12:00:00 AM,21:30,BURGLARY - RESIDENTIAL,5,"1600 EDITH ST
Berkeley, CA
(37.877247, -122.27708)",1600 EDITH ST,37.877247,-122.27708
19091385,BURGLARY AUTO,07/13/2019 12:00:00 AM,03:45,BURGLARY - VEHICLE,6,"ADDISON STREET & 4TH ST
Berkeley, CA
(37.866253, -122.299483)",ADDISON STREET & 4TH ST,37.866253,-122.299483
19091340,BURGLARY RESIDENTIAL,07/03/2019 12:00:00 AM,21:00,BURGLARY - RESIDENTIAL,3,"2600 HILLEGASS AV
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AV,37.863292,-122.256293
19091697,BURGLARY AUTO,08/15/2019 12:00:00 AM,07:40,BURGLARY - VEHICLE,4,"1300 9TH ST
Berkeley, CA
(37.879708, -122.297995)",1300 9TH ST,37.879708,-122.297995
19037885,THEFT MISD. (UNDER $950),07/11/2019 12:00:00 AM,14:00,LARCENY,4,"1800 4TH ST
Berkeley, CA
(37.869888, -122.300618)",1800 4TH ST,37.869888,-122.300618
19047496,THEFT MISD. (UNDER $950),08/25/2019 12:00:00 AM,09:00,LARCENY,0,"2300 WARRING ST
Berkeley, CA
(37.869113, -122.250903)",2300 WARRING ST,37.869113,-122.250903
19091660,THEFT FELONY (OVER $950),08/07/2019 12:00:00 AM,12:00,LARCENY,3,"2300 LE CONTE AV
Berkeley, CA
(37.874843, -122.263711)",2300 LE CONTE AV,37.874843,-122.263711
19040108,DISTURBANCE,07/23/2019 12:00:00 AM,11:57,DISORDERLY CONDUCT,2,"2400 SAN PABLO AV
Berkeley, CA
(37.862512, -122.290094)",2400 SAN PABLO AV,37.862512,-122.290094
19045481,DISTURBANCE,08/16/2019 12:00:00 AM,16:54,DISORDERLY CONDUCT,5,"1900 UNIVERSITY AV
Berkeley, CA
(37.871544, -122.272714)",1900 UNIVERSITY AV,37.871544,-122.272714
19091699,VANDALISM,08/15/2019 12:00:00 AM,23:30,VANDALISM,4,"Berkeley, CA
(37.869058, -122.270455)",nan,37.869058,-122.270455
19059078,THEFT MISD. (UNDER $950),08/01/2019 12:00:00 AM,10:00,LARCENY,4,"2700 CEDAR ST
Berkeley, CA
(37.87991, -122.25727)",2700 CEDAR ST,37.87991,-122.25727
19041899,ASSAULT/BATTERY MISD.,07/31/2019 12:00:00 AM,17:27,ASSAULT,3,"2400 TELEGRAPH AV
Berkeley, CA
(37.866761, -122.258779)",2400 TELEGRAPH AV,37.866761,-122.258779
19049082,THEFT FROM AUTO,08/31/2019 12:00:00 AM,16:00,LARCENY - FROM VEHICLE,6,"1200 BURNETT ST
Berkeley, CA
(37.853008, -122.286877)",1200 BURNETT ST,37.853008,-122.286877
19046485,VEHICLE STOLEN,08/16/2019 12:00:00 AM,13:00,MOTOR VEHICLE THEFT,5,"1800 WOOLSEY ST
Berkeley, CA
(37.851324, -122.272873)",1800 WOOLSEY ST,37.851324,-122.272873
19037934,THEFT MISD. (UNDER $950),07/12/2019 12:00:00 AM,18:00,LARCENY,5,"1900 4TH ST
Berkeley, CA
(37.86825, -122.300093)",1900 4TH ST,37.86825,-122.300093
19048049,NARCOTICS,08/28/2019 12:00:00 AM,02:33,DRUG VIOLATION,3,"BANCROFT WY & ELLSWORTH ST
Berkeley, CA
(37.86814, -122.263736)",BANCROFT WY & ELLSWORTH ST,37.86814,-122.263736
19091729,BURGLARY AUTO,08/22/2019 12:00:00 AM,22:00,BURGLARY - VEHICLE,4,"2000 OXFORD ST
Berkeley, CA
(37.87227, -122.266144)",2000 OXFORD ST,37.87227,-122.266144
19039068,BRANDISHING,07/17/2019 12:00:00 AM,23:30,WEAPONS OFFENSE,3,"MC GEE AV & UNIVERSITY AV
Berkeley, CA
(37.871033, -122.277532)",MC GEE AV & UNIVERSITY AV,37.871033,-122.277532
19091810,BURGLARY AUTO,08/22/2019 12:00:00 AM,12:00,BURGLARY - VEHICLE,4,"2700 COLLEGE AV
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AV,37.861645,-122.253508
19037921,ASSAULT/BATTERY MISD.,07/12/2019 12:00:00 AM,17:10,ASSAULT,5,"2100 ALLSTON WY
Berkeley, CA
(37.86939, -122.267883)",2100 ALLSTON WY,37.86939,-122.267883
19037126,BURGLARY AUTO,07/08/2019 12:00:00 AM,20:15,BURGLARY - VEHICLE,1,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19091375,BURGLARY AUTO,07/12/2019 12:00:00 AM,08:00,BURGLARY - VEHICLE,5,"2000 SECOND ST
Berkeley, CA
(37.866981, -122.302083)",2000 SECOND ST,37.866981,-122.302083
19037366,DOMESTIC VIOLENCE,07/09/2019 12:00:00 AM,21:00,FAMILY OFFENSE,2,"1300 UNIVERSITY AV
Berkeley, CA
(37.869764, -122.28655)",1300 UNIVERSITY AV,37.869764,-122.28655
19036892,DOMESTIC VIOLENCE,07/07/2019 12:00:00 AM,17:26,FAMILY OFFENSE,0,"UNIVERSITY AVENUE &SEAWALL DR
Berkeley, CA",UNIVERSITY AVENUE &SEAWALL DR,,
19091324,THEFT MISD. (UNDER $950),07/03/2019 12:00:00 AM,23:00,LARCENY,3,"2000 HASTE ST
Berkeley, CA
(37.86456, -122.269954)",2000 HASTE ST,37.86456,-122.269954
19045075,VANDALISM,08/09/2019 12:00:00 AM,00:01,VANDALISM,5,"2700 PRINCE ST
Berkeley, CA
(37.85489, -122.252564)",2700 PRINCE ST,37.85489000000001,-122.252564
19037070,BURGLARY AUTO,07/08/2019 12:00:00 AM,15:55,BURGLARY - VEHICLE,1,"1500 SHATTUCK AV
Berkeley, CA
(37.880227, -122.26936)",1500 SHATTUCK AV,37.88022700000001,-122.26936
19091332,BURGLARY AUTO,07/07/2019 12:00:00 AM,19:45,BURGLARY - VEHICLE,0,"KITTREDGE STREET & SHATTUCK AV
Berkeley, CA
(37.868489, -122.26795)",KITTREDGE STREET & SHATTUCK AV,37.868489,-122.26795
19046797,BURGLARY AUTO,08/22/2019 12:00:00 AM,09:30,BURGLARY - VEHICLE,4,"ASHBY AV & SAN PABLO AV
Berkeley, CA
(37.852137, -122.286732)",ASHBY AV & SAN PABLO AV,37.852137,-122.286732
19036205,SEXUAL ASSAULT FEL.,07/03/2019 12:00:00 AM,12:00,SEX CRIME,3,"2100 SIXTH ST
Berkeley, CA
(37.866563, -122.297217)",2100 SIXTH ST,37.866563,-122.297217
19091379,BURGLARY AUTO,07/13/2019 12:00:00 AM,15:30,BURGLARY - VEHICLE,6,"800 POTTER ST
Berkeley, CA
(37.850798, -122.294689)",800 POTTER ST,37.850798,-122.294689
19047334,BURGLARY COMMERCIAL,08/24/2019 12:00:00 AM,16:00,BURGLARY - COMMERCIAL,6,"1300 SECOND ST
Berkeley, CA
(37.878016, -122.305642)",1300 SECOND ST,37.878016,-122.305642
19091348,BURGLARY AUTO,07/02/2019 12:00:00 AM,03:00,BURGLARY - VEHICLE,2,"1300 SHATTUCK AV
Berkeley, CA
(37.883621, -122.269734)",1300 SHATTUCK AV,37.88362100000001,-122.269734
19044696,BURGLARY AUTO,08/13/2019 12:00:00 AM,01:00,BURGLARY - VEHICLE,2,"4TH STREET & ALLSTON WY
Berkeley, CA
(37.864836, -122.299024)",4TH STREET & ALLSTON WY,37.864836,-122.299024
19043726,FRAUD/FORGERY,07/01/2019 12:00:00 AM,08:00,FRAUD,1,"2000 BERRYMAN ST
Berkeley, CA
(37.883555, -122.272036)",2000 BERRYMAN ST,37.883555,-122.272036
19040002,NARCOTICS,07/22/2019 12:00:00 AM,18:38,DRUG VIOLATION,1,"2600 HILLEGASS AV
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AV,37.863292,-122.256293
19045085,BURGLARY AUTO,08/14/2019 12:00:00 AM,20:15,BURGLARY - VEHICLE,3,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19091692,BURGLARY AUTO,08/18/2019 12:00:00 AM,18:30,BURGLARY - VEHICLE,0,"2600 SHATTUCK AV
Berkeley, CA
(37.861677, -122.26716)",2600 SHATTUCK AV,37.861677,-122.26716
19048422,DISTURBANCE,08/29/2019 12:00:00 AM,16:28,DISORDERLY CONDUCT,4,"1300 ASHBY AVE
Berkeley, CA
(37.85274, -122.283711)",1300 ASHBY AVE,37.85274,-122.283711
19046067,DISTURBANCE,08/19/2019 12:00:00 AM,13:45,DISORDERLY CONDUCT,1,"SAN PABLO AV & CEDAR ST
Berkeley, CA
(37.875218, -122.294052)",SAN PABLO AV & CEDAR ST,37.875218,-122.294052
19040057,DISTURBANCE,07/23/2019 12:00:00 AM,00:36,DISORDERLY CONDUCT,2,"2200 SHATTUCK AV
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AV,37.869363,-122.268028
19048220,THEFT MISD. (UNDER $950),08/28/2019 12:00:00 AM,17:40,LARCENY,3,"2400 BANCROFT WY
Berkeley, CA
(37.868447, -122.261268)",2400 BANCROFT WY,37.868447,-122.261268
19091393,THEFT MISD. (UNDER $950),07/13/2019 12:00:00 AM,18:00,LARCENY,6,"700 KEELER AV
Berkeley, CA
(37.899211, -122.264973)",700 KEELER AV,37.899211,-122.264973
19043230,IDENTITY THEFT,07/12/2019 12:00:00 AM,16:00,FRAUD,5,"1200 SAN PABLO AV
Berkeley, CA
(37.882033, -122.296381)",1200 SAN PABLO AV,37.882033,-122.296381
19091563,THEFT MISD. (UNDER $950),08/01/2019 12:00:00 AM,07:24,LARCENY,4,"OXFORD STREET & ADDISON ST
Berkeley, CA
(37.87146, -122.266052)",OXFORD STREET & ADDISON ST,37.87146,-122.266052
19038768,ASSAULT/BATTERY MISD.,07/16/2019 12:00:00 AM,17:58,ASSAULT,2,"1500 OXFORD ST
Berkeley, CA
(37.880519, -122.267051)",1500 OXFORD ST,37.880519,-122.267051
19036617,ROBBERY,07/05/2019 12:00:00 AM,11:29,ROBBERY,5,"1300 ADDISON ST
Berkeley, CA
(37.868913, -122.28608)",1300 ADDISON ST,37.868913,-122.28608
19039046,SEXUAL ASSAULT FEL.,07/17/2019 12:00:00 AM,21:28,SEX CRIME,3,"1700 UNIVERSITY AV
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AV,37.870948,-122.27733
19091327,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,15:50,LARCENY,2,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,37.858356,-122.253179
19040868,BURGLARY RESIDENTIAL,07/26/2019 12:00:00 AM,13:05,BURGLARY - RESIDENTIAL,5,"2500 CALIFORNIA ST
Berkeley, CA
(37.862494, -122.278695)",2500 CALIFORNIA ST,37.862494,-122.278695
19049449,ASSAULT/BATTERY MISD.,07/09/2019 12:00:00 AM,12:00,ASSAULT,2,"1400 OREGON ST
Berkeley, CA
(37.855793, -122.281493)",1400 OREGON ST,37.855793,-122.281493
19039786,BURGLARY RESIDENTIAL,07/20/2019 12:00:00 AM,17:00,BURGLARY - RESIDENTIAL,6,"2300 FULTON ST
Berkeley, CA
(37.867822, -122.266003)",2300 FULTON ST,37.867822,-122.266003
19046517,BURGLARY AUTO,08/21/2019 12:00:00 AM,12:00,BURGLARY - VEHICLE,3,"700 GILMAN ST
Berkeley, CA
(37.878736, -122.304435)",700 GILMAN ST,37.878736,-122.304435
19040892,BRANDISHING,07/26/2019 12:00:00 AM,21:41,WEAPONS OFFENSE,5,"ADDISON STREET & SAN PABLO AV
Berkeley, CA
(37.867805, -122.291809)",ADDISON STREET & SAN PABLO AV,37.867805,-122.291809
19046253,THEFT FROM AUTO,08/19/2019 12:00:00 AM,18:00,LARCENY - FROM VEHICLE,1,"200 MARINA
Berkeley, CA
(37.868667, -122.313656)",200 MARINA,37.868667,-122.313656
19047811,DISTURBANCE,08/19/2019 12:00:00 AM,02:00,DISORDERLY CONDUCT,1,"2100 BERKELEY WAY
Berkeley, CA",2100 BERKELEY WAY,,
19048350,VEHICLE STOLEN,08/28/2019 12:00:00 AM,18:15,MOTOR VEHICLE THEFT,3,"900 DELAWARE ST
Berkeley, CA
(37.870793, -122.297496)",900 DELAWARE ST,37.870793,-122.297496
19044450,THEFT FELONY (OVER $950),08/10/2019 12:00:00 AM,12:00,LARCENY,6,"JEFFERSON AV & DWIGHT WY
Berkeley, CA
(37.862623, -122.277777)",JEFFERSON AV & DWIGHT WY,37.862623,-122.277777
19091687,BURGLARY AUTO,08/18/2019 12:00:00 AM,15:00,BURGLARY - VEHICLE,0,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,37.863611,-122.317566
19091366,BURGLARY AUTO,07/11/2019 12:00:00 AM,19:00,BURGLARY - VEHICLE,4,"800 HEINZ AV
Berkeley, CA
(37.853079, -122.293864)",800 HEINZ AV,37.853079,-122.293864
19044332,MISSING ADULT,07/27/2019 12:00:00 AM,18:30,MISSING PERSON,6,"1300 UNIVERSITY AV
Berkeley, CA
(37.869764, -122.28655)",1300 UNIVERSITY AV,37.869764,-122.28655
19046252,FRAUD/FORGERY,08/18/2019 12:00:00 AM,00:00,FRAUD,0,"100 SOUTHAMPTON AV
Berkeley, CA
(37.896688, -122.27456)",100 SOUTHAMPTON AV,37.896688,-122.27456
19091309,BURGLARY AUTO,07/02/2019 12:00:00 AM,16:40,BURGLARY - VEHICLE,2,"900 PARKER ST
Berkeley, CA
(37.858455, -122.293374)",900 PARKER ST,37.858455,-122.293374
19041696,BURGLARY AUTO,07/27/2019 12:00:00 AM,19:30,BURGLARY - VEHICLE,6,"2800 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.857809, -122.271478)",2800 MARTIN LUTHER KING JR WY,37.857809,-122.271478
